id,title,authors,venue,paper year
l1459,Opportunities in Information Management and Assurance,Xiaolei Qian,SIGMOD Record,1997
l1460,Materialized View Selection and Maintenance Using Multi-Query Optimization,"Krithi Ramamritham, Hoshi Mistry, Prasan Roy, S. Sudarshan",SIGMOD Conference,2001
l1461,The Design and Performance Evaluation of Alternative XML Storage Strategies,"David J. DeWitt, Jianjun Chen, Chun Zhang, Feng Tian",SIGMOD Record,2002
l1462,Data Mining: Practical Machine Learning Tools and Techniques - Book Review,James Geller,SIGMOD Record,2002
l1463,"PowerBookmarks: A System for Personalizable Web Information Organization, Sharing, and Management","Kazuyuki Shimazu, Sougata Mukherjea, Yi-Leh Wu, Divyakant Agrawal, Kyoji Hirata, Yukiyoshi Saito, Quoc Vu, Corey Bufi, Wen-Syan Li, Kevin Chen-Chuan Chang, Edward Y. Chang, Reiko Ito, Yoshinori Hara, Yutaka Kimura",SIGMOD Conference,1999
l1464,Journal relevance,Richard T. Snodgrass,SIGMOD Record,2003
l1465,MOCHA: A Database Middleware System Featuring Automatic Deployment of Application-Specific Functionality,"Manuel Rodriguez-Martinez, Joseph JJ, John M. McGann, Nick Roussopoulos, Zhexuan Song, Stephen Kelley, Vadim Katz",SIGMOD Conference,2000
l1466,Access Path Support for Referential Integrity in SQL2,"Joachim Reinert, Theo Hrder",VLDB J.,1996
l1467,Publish/Subscribe on the Web at Extreme Speed,"Dennis Shasha, Radu Preotiuc-Pietro, Joo Pereira, Kenneth A. Ross, Franois Llirbat, Franoise Fabret",VLDB,2000
l1468,METU Interoperable Database System,"Sema Mancuhan, Ismailcem Budak Arpinar, Fatma Ozcan, Pinar Koksal, Asuman Dogac, Gkhan zhan, Cevdet Dengi, Ugur Halici, Cem Evrendilek, Sena Nural, Ebru Kilic",SIGMOD Conference,1996
l1469,Combining Fuzzy Information: an Overview,Ronald Fagin,SIGMOD Record,2002
l1470,W3QS: A Query System for the World-Wide Web,"David Konopnicki, Oded Shmueli",VLDB,1995
l1471,Anatomy of a Real E-Commerce System,Anant Jhingran,SIGMOD Conference,2000
l1472,DIRECTV and Oracle Rdb: The Challenges of VLDB Transaction Processing,William L. Gettys,SIGMOD Conference,1995
l1473,Towards a Richer Web Object Model,Frank Manola,SIGMOD Record,1998
l1474,How System 11 SQL Server Became Fast,T. K. Rengarajan,VLDB,1996
l1475,Scientific Databases - State of the Art and Future Directions,"Yannis E. Ioannidis, Maria Zemankova",VLDB,1994
l1476,Rainbow: mapping-driven XQuery processing system,"Mukesh Mulchandani, Elke A. Rundensteiner, Xin Zhang, Brian Murphy, Steffen Christ",SIGMOD Conference,2002
l1477,Beyond Market Baskets: Generalizing Association Rules to Correlations,"Rajeev Motwani, Sergey Brin, Craig Silverstein",SIGMOD Conference,1997
l1478,The Fittest Survives: An Adaptive Approach to Query Optimization,"Kian-Lee Tan, Son Dao, Hongjun Lu",VLDB,1995
l1479,Efficient execution of joins in a star schema,Andreas Weininger,SIGMOD Conference,2002
l1480,Sybase Replication Server,"Mark Deppe, Yongdong Wang, Alex Gorelik",SIGMOD Conference,1994
l1481,The Merge/Purge Problem for Large Databases,"Salvatore J. Stolfo, Mauricio A. Hernndez",SIGMOD Conference,1995
l1482,Adaptive Selectivity Estimation Using Query Feedback,"Chung-Min Chen, Nick Roussopoulos",SIGMOD Conference,1994
l1483,Dynamic Resource Brokering for Multi-User Query Execution,"Diane L. Davison, Goetz Graefe",SIGMOD Conference,1995
l1484,Understanding the global semantics of referential actions using logic rules,"Wolfgang May, Bertram Ludscher",ACM Trans. Database Syst.,2002
l1485,ObjectGlobe: Ubiquitous query processing on the Internet,"Stefan Seltzsam, Donald Kossmann, Markus Keidl, Reinhard Braumandl, Alexander Kreutz, Konrad Stocker, Alfons Kemper",VLDB J.,2001
l1486,Semantic Caching of Web Queries,"Boris Chidlovskii, Uwe M. Borghoff",VLDB J.,2000
l1487,Database Research: Achievements and Opportunities Into the 21st Century,"Jeffrey D. Ullman, Abraham Silberschatz, Michael Stonebraker",SIGMOD Record,1996
l1488,Path sharing and predicate evaluation for high-performance XML filtering,"Yanlei Diao, Hao Zhang, Peter M. Fischer, Michael J. Franklin, Mehmet Altinel",ACM Trans. Database Syst.,2003
l1489,FileNet Integrated Document Management Database Usage and Issues,Daniel S. Whelan,SIGMOD Conference,1998
l1490,Extracting Large Data Sets using DB2 Parallel Edition,Sriram Padmanabhan,VLDB,1996
l1491,Experiences in Mining Aviation Safety Data,"Zohreh Nazeri, Paul Ostwald, Eric Bloedorn",SIGMOD Conference,2001
l1492,DMS: A Parallel Data Mining Server,Felicity A. W. George,VLDB,1998
l1493,The p Operator: Discovering and Ranking Associations on the Semantic Web,"Kemafor Anyanwu, Amit P. Sheth",SIGMOD Record,2002
l1494,The Mariposa Distributed Database Management System,Jeff Sidell,SIGMOD Record,1996
l1495,Going public: open-source databases and database research,Philippe Bonnet,SIGMOD Conference,2002
l1496,Data Analysis and Mining in the Life Sciences,Nam Huyn,SIGMOD Record,2001
l1497,XML Repository and Active Views Demonstration,"Bruno Tessier, Amlie Marian, Brendan Hills, Sophie Cluet, Jean-Claude Mamou, Bernd Amann, Anne-Marie Vercoustre, Frdric Hubert, Vincent Aguilera, Laurent Mignet, Serge Abiteboul, Sbastien Ailleret, Tova Milo, Cassio Souza dos Santos",VLDB,1999
l1498,Guidelines for Presentation and Comparison of Indexing Techniques,"Kotagiri Ramamohanarao, Alistair Moffat, Justin Zobel",SIGMOD Record,1996
l1499,Hyperqueries: Dynamic Distributed Query Processing on the Internet,"Alfons Kemper, Christian Wiesner",VLDB,2001
l1500,Hypertext Databases and Data Mining,Soumen Chakrabarti,SIGMOD Conference,1999
l1501,New Concurrency Control Algorithms for Accessing and Compacting B-Trees,"Andrea Zisman, V. W. Setzer",VLDB,1994
l1502,The Cougar Project: a work-in-progress report,"Agathoniki Trigoni, Rajmohan Rajaraman, Alan J. Demers, Yong Yao, Johannes Gehrke",SIGMOD Record,2003
l1503,RE-tree: an efficient index structure for regular expressions,"Chee Yong Chan, Minos N. Garofalakis, Rajeev Rastogi",VLDB J.,2003
l1504,Tools and Transformations - Rigorous and Otherwise - for Practical Database Design,"David S. Reiner, Arnon Rosenthal",ACM Trans. Database Syst.,1994
l1505,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. Bhlen, Christian S. Jensen",VLDB,1999
l1506,OPTICS: Ordering Points To Identify the Clustering Structure,"Jrg Sander, Hans-Peter Kriegel, Markus M. Breunig, Mihael Ankerst",SIGMOD Conference,1999
l1507,P-Grid: a self-organizing structured P2P system,"Zoran Despotovic, Manfred Hauswirth, Karl Aberer, Philippe Cudr-Mauroux, Magdalena Punceva, Anwitaman Datta, Roman Schmidt",SIGMOD Record,2003
l1508,Shoring Up Persistent Applications,"Mark L. McAuliffe, C. K. Tan, Marvin H. Solomon, Nancy E. Hall, Michael J. Zwilling, Michael J. Carey, Michael J. Franklin, Seth J. White, Jeffrey F. Naughton, David J. DeWitt, Odysseas G. Tsatalos, Daniel T. Schuh",SIGMOD Conference,1994
l1509,Peer-to-peer research at Stanford,"Mayank Bawa, Sergio Marti, Sepandar D. Kamvar, Brian Cooper, Mario T. Schlosser, Neil Daswani, Qi Sun, Hector Garcia-Molina, Arturo Crespo, Beverly Yang, Patrick Vinograd, Prasanna Ganesan",SIGMOD Record,2003
l1510,An Effective Deductive Object-Oriented Database Through Language Integration,"M. Howard Williams, Norman W. Paton, Andrew Dinn, Maria L. Barja, Alvaro A. A. Fernandes",VLDB,1994
l1511,A Database Approach to Quality of Service Specification in Video Databases,"Mohand-Said Hacid, Elisa Bertino, Ahmed K. Elmagarmid",SIGMOD Record,2003
l1512,Finding Replicated Web Collections,"Narayanan Shivakumar, Junghoo Cho, Hector Garcia-Molina",SIGMOD Conference,2000
l1513,Improving Performance in Replicated Databases through Relaxed Coherency,"Rainer Gallersdrfer, Matthias Nicola",VLDB,1995
l1514,Query Processing and Optimization in Oracle Rdb,"Gennady Antoshenkov, Mohamed Ziauddin",VLDB J.,1996
l1515,Applying database Visualization to the World Wide Web,"Alberto O. Mendelzon, Dimitra Vista, Masum Z. Hasan",SIGMOD Record,1996
l1516,Query by Humming - in Action with its Technology Revealed,"Yunyue Zhu, Xiaojian Zhao, Dennis Shasha",SIGMOD Conference,2003
l1517,ARIADNE: A System for Constructing Mediators for Internet Sources,"Ion Muslea, Greg Barish, Andrew Philpot, Craig A. Knoblock, Steven Minton, Jos Luis Ambite, Pragnesh Jay Modi, Sheila Tejada, Naveen Ashish",SIGMOD Conference,1998
l1518,Time-parameterized queries in spatio-temporal databases,"Dimitris Papadias, Yufei Tao",SIGMOD Conference,2002
l1519,Real World Requirements for Decision Support - Implications for RDBMS,Sanju K. Bansal,SIGMOD Conference,1995
l1520,The Double Life of the Transaction Abstraction: Fundamental Principle and Evolving System Concept,Henry F. Korth,VLDB,1995
l1521,An extension of the relational data model to incorporate ordered domains,Wilfred Ng,ACM Trans. Database Syst.,2001
l1522,PUBLIC: A Decision Tree Classifier that Integrates Building and Pruning,"Kyuseok Shim, Rajeev Rastogi",VLDB,1998
l1523,Improving Database Design Through the Analysis of Relationships,"Veda C. Storey, Terence M. Barron, Debabrata Dey",ACM Trans. Database Syst.,1999
l1524,Cover Your Assets,Michael A. Olson,SIGMOD Conference,1995
l1525,DNA-Miner: A System Prototype for Mining DNA Sequences,"Jiawei Han, Liangyou Chen, Jian Pei, Ying Lu, Yaqin Liao, Hasan M. Jamil",SIGMOD Conference,2001
l1526,Database Techniques for the World-Wide Web: A Survey,"Daniela Florescu, Alberto O. Mendelzon, Alon Y. Levy",SIGMOD Record,1998
l1527,Discovery of Multiple-Level Association Rules from Large Databases,"Jiawei Han, Yongjian Fu",VLDB,1995
l1528,Query by Diagram: A Graphical Environment for Querying Databases,"Giuseppe Santucci, Tiziana Catarci",SIGMOD Conference,1994
l1529,PSoup: a system for streaming queries over streaming data,"Sirish Chandrasekaran, Michael J. Franklin",VLDB J.,2003
l1530,Research Issues in Federated Database Systems: Report of EFDBS '97 Workshop,"Flix Saltor, Mark Roantree, Mark W. W. Vermeer, Wilhelm Hasselbring, Martin Schnhoff, Markus Strssler, Barry Eaglestone, Stefan Conrad",SIGMOD Record,1997
l1531,Accelerating XPath location steps,Torsten Grust,SIGMOD Conference,2002
l1532,OODB Indexing by Class-Division,"Sridhar Ramaswamy, Paris C. Kanellakis",SIGMOD Conference,1995
l1533,QXtract: A Building Block for Efficient Information Extraction from Plain-Text Databases,"Luis Gravano, Eugene Agichtein",SIGMOD Conference,2003
l1534,Efficiently Mining Long Patterns from Databases,Roberto J. Bayardo Jr.,SIGMOD Conference,1998
l1535,Mariposa: A Wide-Area Distributed Database System,"Carl Staelin, Paul M. Aoki, Witold Litwin, Michael Stonebraker, Adam Sah, Jeff Sidell, Andrew Yu, Avi Pfeffer",VLDB J.,1996
l1536,XXL - A Library Approach to Supporting Efficient Implementations of Advanced Database Queries,"Bjrn Blohsfeld, Jens-Peter Dittrich, Martin Schneider, Bernhard Seeger, Tobias Schfer, Jochen Van den Bercken, Jrgen Krmer",VLDB,2001
l1537,Minimal probing: supporting expensive predicates for top-k queries,"Kevin Chen-Chuan Chang, Seung-won Hwang",SIGMOD Conference,2002
l1538,Updating XML,"Daniel S. Weld, Zachary G. Ives, Igor Tatarinov, Alon Y. Halevy",SIGMOD Conference,2001
l1539,A User-Centered Interface for Querying Distributed Multimedia Databases,"Kimberly M. James, Isabel F. Cruz",SIGMOD Conference,1999
l1540,The Active MultiSync Controller of the Cubetree Storage Organization,"Yannis Sismanis, Yannis Kotidis, Nick Roussopoulos",SIGMOD Conference,1999
l1541,Building Knowledge Base Management Systems,"Thodoros Topaloglou, Adel Shrufi, Vinay K. Chaudhri, Dimitris Plexousakis, John Mylopoulos",VLDB J.,1996
l1542,The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems,"Daniel Barbar, Hector Garcia-Molina",VLDB J.,1994
l1543,Query Optimization in the Presence of Limited Access Patterns,"Dan Suciu, Ioana Manolescu, Daniela Florescu, Alon Y. Levy",SIGMOD Conference,1999
l1544,Distributed deviation detection in sensor networks,"Dimitrios Gunopulos, Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki",SIGMOD Record,2003
l1545,A Data Transformation System for Biological Data Sources,"Susan B. Davidson, Limsoon Wong, Kyle Hart, Peter Buneman, G. Christian Overton",VLDB,1995
l1546,A Multi-Agent System Infrastructure for Software Component Market-Place: An Ontological Perspective,"Riza Cenk Erdur, Oguz Dikenelli",SIGMOD Record,2002
l1547,An Ontological Analysis of the Relationship Construct in Conceptual Modeling,"Veda C. Storey, Yair Wand, Ron Weber",ACM Trans. Database Syst.,1999
l1548,Object-Oriented Extensions in SQL3: A Status Report,Krishna G. Kulkarni,SIGMOD Conference,1994
l1549,Repositories and Object Oriented Databases,Philip A. Bernstein,SIGMOD Record,1998
l1550,Report on XEWA-00: The XML Enabled Wide-Area Searches for Bioinformatics Workshop,Terence Critchlow,SIGMOD Record,2001
l1551,"Set Containment Joins: The Good, The Bad and The Ugly","Karthikeyan Ramasamy, Jeffrey F. Naughton, Jignesh M. Patel, Raghav Kaushik",VLDB,2000
l1552,Information Warfare and Security - Book Review,H. V. Jagadish,SIGMOD Record,2001
l1553,Data Grid Management Systems,"Arun Jagatheesan, Arcot Rajasekar",SIGMOD Conference,2003
l1554,Database Research at UT Arlington,"Sharma Chakravarthy, Y. Alp Aslandogan, Ramez Elmasri, Leonidas Fegaras, Jung-Hwan Oh",SIGMOD Record,2003
l1555,Implementing XQuery,Paul Cotton,SIGMOD Conference,2002
l1556,On Database Theory and XML,Dan Suciu,SIGMOD Record,2001
l1557,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",Charu C. Aggarwal,SIGMOD Conference,2002
l1558,Design and Implementation of RMP - A Virtual Electronic Market Place,"Wolfgang Klas, Susanne Boll, Bernard Battaglin",SIGMOD Record,1998
l1559,Distributed Transactions in Practice,"Lyman Do, Pamela Drew, Prabhu Ram",SIGMOD Record,1999
l1560,A Predicate-based Caching Scheme for Client-Server Database Architectures,"Julie Basu, Arthur M. Keller",VLDB J.,1996
l1561,Hierarchical Compact Cube for Range-Max Queries,"Hua-Gang Li, Sin Yeung Lee, Tok Wang Ling",VLDB,2000
l1562,Managing Large Systems with DB2 UDB,Chris Eaton,SIGMOD Conference,1998
l1563,Dynamic Load Balancing in Hierarchical Parallel Database Systems,"Luc Bouganim, Daniela Florescu, Patrick Valduriez",VLDB,1996
l1564,Databases and Workflow Management: What is it All About? (Panel),"Jim Gray, Betty Salzberg, Stefano Ceri, Andreas Reuter, Gerhard Weikum",VLDB,1995
l1565,Hot Mirroring: A Study to Hide Parity Upgrade Penalty and Degradations During Rebuilds for RAID5,"Masaru Kitsuregawa, Kazuhiko Mogi",SIGMOD Conference,1996
l1566,Mid-tier caching: the TimesTen approach,Times-Ten Team,SIGMOD Conference,2002
l1567,Dynamic Load Balancing for Parallel Association Rule Mining on Heterogenous PC Cluster Systems,"Masahisa Tamura, Masaru Kitsuregawa",VLDB,1999
l1568,An Extensible Notation for Spatiotemporal Index Queries,"Richard T. Snodgrass, Vassilis J. Tsotras, Christian S. Jensen",SIGMOD Record,1998
l1569,Panel on Next Generation Database Systems Won't Work Without Semantics!,John Mylopoulos,SIGMOD Conference,1998
l1570,Instance-based attribute identification in database integration,"Roger H. L. Chiang, Ee-Peng Lim, Chua Eng Huang Cecil",VLDB J.,2003
l1571,Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",SIGMOD Record,1999
l1572,QBI: Query By Icons,"Antonio Massari, Panos K. Chrysanthis, Lorenzo Saladini, Stefano Pavani",SIGMOD Conference,1995
l1573,PicoDBMS: Validation and Experience,"Philippe Pucheral, Christophe Bobineau, Luc Bouganim, Patrick Valduriez, Nicolas Anciaux",VLDB,2001
l1574,"COSIMA - Your Smart, Speaking E-Salesperson","Werner Kieling, Thorsten Ehm, Stefan Holland, Stefan Fischer 0003",SIGMOD Conference,2001
l1575,Implementing Data Cubes Efficiently,"Anand Rajaraman, Jeffrey D. Ullman, Venky Harinarayan",SIGMOD Conference,1996
l1576,Theory of dependence values,Rosa Meo,ACM Trans. Database Syst.,2000
l1577,"Data Mining Using Two-Dimensional Optimized Accociation Rules: Scheme, Algorithms, and Visualization","Shinichi Morishita, Yasuhiko Morimoto, Takeshi Tokuyama, Takeshi Fukuda",SIGMOD Conference,1996
l1578,Dictionary-Based Order-Preserving String Compression,Gennady Antoshenkov,VLDB J.,1997
l1579,Fast Parallel Similarity Search in Multimedia Databases,"Christian Bhm, Bernhard Braunmller, Hans-Peter Kriegel, Daniel A. Keim, Stefan Berchtold",SIGMOD Conference,1997
l1580,"Agents, Turst, and Information Access on the Semantic Web","Timothy W. Finin, Anupam Joshi",SIGMOD Record,2002
l1581,Challenges for Global Information Systems,"Alon Y. Levy, Divesh Srivastava, Abraham Silberschatz, Maria Zemankova",VLDB,1994
l1582,Efficient integration and aggregation of historical information,"Amr El Abbadi, Mirek Riedewald, Divyakant Agrawal",SIGMOD Conference,2002
l1583,Automatic Generation of Production Rules for Integrity Maintenance,"Letizia Tanca, Stefano Ceri, Piero Fraternali, Stefano Paraboschi",ACM Trans. Database Syst.,1994
l1584,Continually evaluating similarity-based pattern queries on a streaming time series,"Like Gao, Xiaoyang Sean Wang",SIGMOD Conference,2002
l1585,Transaction Timestamping in (Temporal) Databases,"Christian S. Jensen, David B. Lomet",VLDB,2001
l1586,Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,"Amit P. Sheth, Aris M. Ouksel",SIGMOD Record,1999
l1587,"A Robust, Optimization-Based Approach for Approximate Answering of Aggregate Queries","Vivek R. Narasayya, Gautam Das, Surajit Chaudhuri",SIGMOD Conference,2001
l1588,Scalable Sweeping-Based Spatial Join,"Lars Arge, Jeffrey Scott Vitter, Torsten Suel, Sridhar Ramaswamy, Octavian Procopiuc",VLDB,1998
l1589,Evaluating Probabilistic Queries over Imprecise Data,"Reynold Cheng, Dmitri V. Kalashnikov, Sunil Prabhakar",SIGMOD Conference,2003
l1590,Static Analysis Techniques for Predicting the Behavior of Active Database Rules,"Alexander Aiken, Jennifer Widom, Joseph M. Hellerstein",ACM Trans. Database Syst.,1995
l1591,Safe and Efficient Sharing of Persistent Objects in Thor,"Atul Adya, Liuba Shrira, Miguel Castro, Robert Gruber, Andrew C. Myers, Barbara Liskov, Umesh Maheshwari, Sanjay Ghemawat, Mark Day",SIGMOD Conference,1996
l1592,Report on the 18th British National Conference on Databases (BNCOD),"Carole A. Goble, Brian J. Read",SIGMOD Record,2002
l1593,Filtering Algorithms and Implementation for Very Fast Publish/Subscribe,"Kenneth A. Ross, Franoise Fabret, Franois Llirbat, Joo Pereira, Hans-Arno Jacobsen, Dennis Shasha",SIGMOD Conference,2001
l1594,Database Research at Arizona State University,"Suzanne W. Dietrich, Forouzan Golshani, Susan Darling Urban",SIGMOD Record,1996
l1595,The Heterogeneity Problem and Middleware Technology: Experiences with and Performance of Database Gateways,"Klaudia Hergula, Fernando de Ferreira Rezende",VLDB,1998
l1596,"Business Process Coordination: State of the Art, Trends, and Open Issues","Meichun Hsu, Rivka Ladin, Umeshwar Dayal",VLDB,2001
l1597,Towards an Infrastructure for Temporal Databases: Report of an Invitational ARPA/NSF Workshop,"Ramez Elmasri, Richard T. Snodgrass, Babis Theodoulidis, Inderpal Singh Mumick, Arie Segev, M. Tamer zsu, Umeshwar Dayal, Niki Pissinou, Barbara Pernici",SIGMOD Record,1994
l1598,Editorial,Richard T. Snodgrass,ACM Trans. Database Syst.,2001
l1599,Peer-to-peer: harnessing the power of disruptive technologies,Mario A. Nascimento,SIGMOD Record,2003
l1600,DBGlobe: a service-oriented P2P system for global computing,"Evaggelia Pitoura, Serge Abiteboul, Michalis Vazirgiannis, Dieter Pfoser, George Samaras",SIGMOD Record,2003
l1601,Efficient Concurrency Control for Broadcast Environments,"Arvind Nithrakashyap, Rajendran M. Sivasankaran, Jayavel Shanmugasundaram, Krithi Ramamritham",SIGMOD Conference,1999
l1602,Maintenance of Automatic Summary Tables,"Richard Sidle, Wolfgang Lehner, Hamid Pirahesh, Roberta Cochrane",SIGMOD Conference,2000
l1603,The MultiView Project: Object-Oriented View Technology and Applications,"Young-Gook Ra, Viviane Crestana-Taube, Matthew C. Jones, Elke A. Rundensteiner, Pedro Jos Marrn, Harumi A. Kuno",SIGMOD Conference,1996
l1604,Semantic Integration of Environmental Models for Application to Global Information Systems and Decision-Making,D. Scott Mackay,SIGMOD Record,1999
l1605,Data Bubbles: Quality Preserving Performance Boosting for Hierarchical Clustering,"Jrg Sander, Hans-Peter Kriegel, Peer Krger, Markus M. Breunig",SIGMOD Conference,2001
l1606,Managing Video Data in a Mobile Environment,"Rafael Alonso, Yuh-Lin Chang, V. S. Mani, Liviu Iftode",SIGMOD Record,1995
l1607,Querying and mining data streams: you only get one look a tutorial,"Minos N. Garofalakis, Rajeev Rastogi, Johannes Gehrke",SIGMOD Conference,2002
l1608,Query Optimization at the Crossroads (Panel),Surajit Chaudhuri,SIGMOD Conference,1997
l1609,Safely and Efficiently Updating References During On-line Reorganization,"Betty Salzberg, Chendong Zou",VLDB,1998
l1610,Response to A Close Look at the IFO Data Model,"Serge Abiteboul, Richard Hull",SIGMOD Record,1995
l1611,Composing XSL Transformations with XML Publishing Views,"Chengkai Li, P. P. S. Narayan, Henry F. Korth, Philip Bohannon",SIGMOD Conference,2003
l1612,Effective page refresh policies for Web crawlers,"Junghoo Cho, Hector Garcia-Molina",ACM Trans. Database Syst.,2003
l1613,A Framework for Providing Consistent and Recoverable Agent-Based Access to Heterogeneous in Mobile Databases,"Bharat K. Bhargava, Evaggelia Pitoura",SIGMOD Record,1995
l1614,Qualitative Representation of Spatial Knowledge in Two-Dimensional Space,"Dimitris Papadias, Timos K. Sellis",VLDB J.,1994
l1615,Towards an Effective Calculus for Object Query Languages,"David Maier, Leonidas Fegaras",SIGMOD Conference,1995
l1616,The Third Manifesto,"C. J. Date, Hugh Darwen",SIGMOD Record,1995
l1617,A template model for multidimensional inter-transactional association rules,"Jeffrey Xu Yu, Hongjun Lu, Ling Feng, Jiawei Han",VLDB J.,2002
l1618,Functional Properties of Information Filtering,"Masahiko Tsukamoto, Shojiro Nishio, Tsutomu Terada, Rie Sawai, Yin-Huei Loh",VLDB,2001
l1619,Incremental Maintenance of Views with Duplicates,"Leonid Libkin, Timothy Griffin",SIGMOD Conference,1995
l1620,Thmis: A Database Programming Language Handling Integrity Constraints,"Anne Doucet, Vronique Benzaken",VLDB J.,1995
l1621,Distinct Sampling for Highly-Accurate Answers to Distinct Values Queries and Event Reports,Phillip B. Gibbons,VLDB,2001
l1622,Mining the World Wide Web: An Information Search Approach - Book Review,Aris M. Ouksel,SIGMOD Record,2002
l1623,Towards Effective and Efficient Free Space Management,"Marvin H. Solomon, Michael J. Carey, Mark L. McAuliffe",SIGMOD Conference,1996
l1624,Monitoring XML Data on the Web,"Benjamin Nguyen, Serge Abiteboul, Gregory Cobena, Mihai Preda",SIGMOD Conference,2001
l1625,Caprera: An Activity Framework for Transaction Processing on Wide-Area Networks,"Suresh Kumar, Eng-Kee Kwang, Divyakant Agrawal",VLDB,1997
l1626,An Extendible Hash for Multi-Precision Similarity Querying of Image Databases,"M. Tamer zsu, Shu Lin, Raymond T. Ng, Vincent Oria",VLDB,2001
l1627,The Need for Distributed Asynchronous Transactions,"Lyman Do, Prabhu Ram, Pamela Drew",SIGMOD Conference,1999
l1628,UniSQL's Next-Generation Object-Relational Database Management System,"Phil Janus, Albert D'Andrea",SIGMOD Record,1996
l1629,Local Dimensionality Reduction: A New Approach to Indexing High Dimensional Spaces,"Kaushik Chakrabarti, Sharad Mehrotra",VLDB,2000
l1630,Real Business Processing Meets the Web,James Chong,SIGMOD Conference,1998
l1631,Ptool: A Scalable Persistent Object Manager,"Xiao Qin, Robert L. Grossman",SIGMOD Conference,1994
l1632,Query Evaluation in Deductive Databases with Alternating Fixpoint Semantics,Weidong Chen,ACM Trans. Database Syst.,1995
l1633,The Mirror MMDBMS Architecture,"Mark G. L. M. van Doorn, Arjen P. de Vries, Henk M. Blanken, Peter M. G. Apers",VLDB,1999
l1634,The Impact of Global Clustering on Spatial Database Systems,"Thomas Brinkhoff, Hans-Peter Kriegel",VLDB,1994
l1635,Bringing Order to Query Optimization,"Giedrius Slivinskas, Richard T. Snodgrass, Christian S. Jensen",SIGMOD Record,2002
l1636,The IMPRESS DDT: A Database Design Toolbox Based on a Formal Specification Language,"Jacek Skowronek, Maurice van Keulen, Jan Flokstra",SIGMOD Conference,1994
l1637,Bluetooth-based sensor networks,"Philippe Bonnet, Allan Beaufour, Mads Bondo Dydensborg, Martin Leopold",SIGMOD Record,2003
l1638,GEA: a toolkit for gene expression analysis,"Jessica M. Phan, Raymond T. Ng",SIGMOD Conference,2002
l1639,Semantic Assumptions and Query Evaluation in Temporal Databases,"Sushil Jajodia, Xiaoyang Sean Wang, Elisa Bertino, Claudio Bettini",SIGMOD Conference,1995
l1640,Distance-Based Indexing for High-Dimensional Metric Spaces,"Z. Meral zsoyoglu, Tolga Bozkaya",SIGMOD Conference,1997
l1641,The Garlic Project,"Manish Arya, Mary Tork Roth, Laura M. Haas, Joachim Thomas II, Michael J. Carey, Edward L. Wimmers, Peter M. Schwarz, William F. Cody, Ronald Fagin",SIGMOD Conference,1996
l1642,EMC Information Sharing: Direct Access to MVS Data from Unix and NT,Walt Kohler,SIGMOD Conference,1999
l1643,Incremental Updates of Inverted Lists for Text Document Retrieval,"Hector Garcia-Molina, Anthony Tomasic, Kurt A. Shoens",SIGMOD Conference,1994
l1644,Multigranularity Locking in Multiple Job Classes Transaction Processing System,"Sheung-lun Hung, Shan-hoi Ng",SIGMOD Record,1995
l1645,InfoSleuth: Semantic Integration of Information in Open and Dynamic Environments (Experience Paper),"Gale Martin, Ray Shea, Tomasz Ksiezyk, Roberto J. Bayardo Jr., Marian H. Nodine, William Bohrer, Vipul Kashyap, C. Unnikrishnan, Richard S. Brice, Mosfeq Rashid, Amy Unruh, Abdelsalam Helal, Andrzej Cichocki, Marek Rusinkiewicz, Darrell Woelk, Jerry Fowler",SIGMOD Conference,1997
l1646,InfoHarness: A System for Search and Retrieval of Heterogeneous Information,"Amit P. Sheth, Vipul Kashyap, Satish Thatte, Leon A. Shklar",SIGMOD Conference,1995
l1647,Cost Based Query Scrambling for Initial Delays,"Tolga Urhan, Michael J. Franklin, Laurent Amsaleg",SIGMOD Conference,1998
l1648,Improving Timeliness in Real-Time Secure Database Systems,"Sang Hyuk Son, Rasikan David, Bhavani M. Thuraisingham",SIGMOD Record,1996
l1649,Controlling Data Warehouses with Knowledge Networks,"Jan-Dirk Becker, Matthias Jarke, Andreas Boehmer, Elvira Schaefer",VLDB,2000
l1650,A Framework for Change Diagnosis of Data Streams,Charu C. Aggarwal,SIGMOD Conference,2003
l1651,Index Configuration in Object-Oriented Databases,Elisa Bertino,VLDB J.,1994
l1652,"DB2 Common Server: Technology, Progress, & Directions",Bruce G. Lindsay,VLDB,1995
l1653,Transaction Chopping: Algorithms and Performance Studies,"Dennis Shasha, Eric Simon, Patrick Valduriez, Franois Llirbat",ACM Trans. Database Syst.,1995
l1654,Data Replication for Mobile Computers,"A. Prasad Sistla, Ouri Wolfson, Yixiu Huang",SIGMOD Conference,1994
l1655,DB2 Query Parallelism: Staging and Implementation,Yun Wang,VLDB,1995
l1656,Supervised Wrapper Generation with Lixto,"Sergio Flesca, Robert Baumgartner, Georg Gottlob",VLDB,2001
l1657,Semantic B2B Integration,Christoph Bussler,SIGMOD Conference,2001
