ID,Brand,Name,Amazon_Price,Original_Price,Features
4000,Asus,laptop_battery? New Replacement 5200mah A31-N56 A33-N56 A32-N56 Battery Asus N76 N76V N76VM N76VZ ship from USA by laptop_battery,$18.90,,"laptop_battery?  New Replacement 5200mah A31-N56 A33-N56 A32-N56 Battery Asus N76 N76V N76VM N76VZ ship from USA by laptop_battery. 10.8V / 11.1V. 5200mAh. New replacemnt,One year warranty,ship from USA. A31-N56 A32-N56 A33-N56 ASUS N46 Series  ASUS N46V N46VJ N46VM N46VZ Series  ASUS N56 Series  ASUS N56D N56DP N56V N56VJ N56VM N56VZ  Series ﾡﾡ  ASUS N76 Series  ASUS N76V, N76VM, N76VZ Series"
4001,Other,"E-passion White Android 4.2 7\  Mini Notebook Laptop Netbook 4gb Storage 1.2ghz Wifi Hd Solid Green Mini Laptop 7 Inch Netbook Notebook Computer Tablet Pc, Installed Wifi and Camera, Watch News, Youtube Facebook Twitter, Supports Netflix, Word/excel/power Point, 2 USB Ports, Sd Card Slot, Hdmi Port to Connect with Tv(white)",$86.66,,Android 4.2  4gb Storage 1.2ghz Wifi. Display Colur LCD 7\  WVGA digital TFT LCM. clear camera video talek it avilable. Hdmi Port to Connect with Tv
4002,HP,HP Split 13x2 2-in-1 Ultrabook + Tablet Intel i3-4012Y 13.3\  HD + WLED Touch WebCam WiFi + BT HDMI BEATS Audio (Certified Refurbished),$354.99,$799.99,Manufacturer (Certified) Refurbished with 90 day HP Warranty (Extended Warranty Plans Available Directly from HP). Ships only within continental USA (please no PO BOX; APO/FPO/DPO and AK/PR/HI/GU/VI/MP). Windows 8.1 64-bit; Latest 4th Generation Intel Core i3-4012Y (1.5GHz 3MB Cache). 4GB DDR3L SDRAM (up to 8GB); 500G hybrid hard drive (500GB 5400RPM + 8GB NAND) with HP ProtectSmart Hard Drive Protection; Intel HD Graphics 4200. Built-in high-speed wireless LAN (802.11b/g/n) plus Bluetooth; HP TrueVision HD Webcam with dual noise-canceling microphones; Full-size island-style keyboard; HP Imagepad supporting multi-touch gestures without on/off button. 13.3-inch diagonal HD WLED- backlit IPS touchscreen display (1366 x 768); Beats Audio; Integrated HD Audio; Dual speakers; MicroSD reader on slate; Multi-format digital media card reader for Secure Digital cards and Multimedia cards on base; 2 SuperSpeed USB 3.0; 1 HDMI; 1 headphone-out/microphone-in combo;
4003,Lenovo,Lenovo IdeaPad 11.6-Inch Convertible 2 in 1 Touchscreen Laptop (20187) Silver Gray,$409.00,,NVIDIA Tegra 3 quad-core processor T30 with NVIDIA integrated graphics. 2GB DDR3 memory. 11.6\  LED AHVA high-definition 5-point capacitive multitouch display. 64GB solid state drive. NVIDIA integrated graphics
4004,Dell,"Dell XPS 15 TouchScreen Laptop, Intel Core i7-4712HQ Processor, 16GB Ram, 15.6-inch Touch Screen, 1TB SSD, GT 750M 2GB HD Graphics, Windows 8.1","$2,499.00","$2,899.00","4th Generation Intel Core i7-4712HQ (6M, up to 3.3GHz), Internal Backlit Keyboard. 16GB Dual Channel DDR3 Memory, 1TB Solid State Drive (Read speeds of up to 530 MB/s, write speeds of up to 445 MB/s). NVIDIA GeForce GT 750M 2GB GDDR5, 61 WHr 6-Cell Battery (integrated), No optical drive. 15.6 inch LED Backlit Touch Display with Truelife and QHD+ resolution (3200 x 1800), Webcam, AC adapter. Windows 8.1 64-Bit, Intel Dual Band Wireless-AC 7260 + Bluetooth 4.0"
4005,Asus,Nearpow(TM) AC Adapter Laptop Charger for Asus K53E X54C K52F K55A U56E X53E U46E K50IJ A53E A53S U52F X44H N53S A52F A55A K53U U47A K55N N56V X55C U57A X54H X55A X75A X53S UL30A K50I 19V 3.42A 65W,,,"Input: 110-240V 50Hz, Output: 19V 3.42A 65W, 100% OEM Compatible. Nearpow AC adapters manufactured with the highest quality materials and include laptop safeguard features against incorrect voltage, short circuit, internal overheating. Designed to meet or exceed your original manufacturer's ac adapter. Nearpow products are CE, FCC, RoHS certified for safety, tested by manufacturer to match and/or exceed specifications of OEM products, 100% tested, to ensure that each outlet is of good quality. Package includes: 1 x AC adapter, 1 x Extended power cord, 1 x Free Notebook Parts Outlet Adapter Pouch, Warranty: 30 Days Money Back Guarantee, 18 months warranty - free exchange. This product has been tested and validated to ensure it will work with Asus K55A K55N K53E K52F K50I K50IJ K53SV K53U K54C K55 K60IJ K73E; X54C X55C X55A X75A X45A X44H X44L X53E X53S X53U X54H X55 X55U; U57A U56E U52F U50F U47A U46E U43F U36 U36SD UL30A UL50VT; N56 N56V N56VM N53 N53S N53SV; S56CA S56C S46CA S7; A52F A53E A53S A53U A55A A55VD"
4006,Apple,Evershop? Zipper Briefcase Handbag Sleeve Bag Cover Case for Macbook Air & PRO 13 Inch & Universal Laptop Netbook 13 Inch (Purple),$13.99,,"Fits all 13\  Macbook laptops including Macbook White, Pro and Air; will fit mostly other 13\  laptop. Made from soft stretchable neoprene material. Contains two smaller compartments for extra storage. Has two handles inside that can be taken out for carrying if needed. Protects your laptop form scratches, dints, scrapes, spills and dirt."
4007,Asus,Asus X550LA 15.6\  Laptop PC - 4th Gen Intel Core i5 / 4GB Memory / 500GB HD / DVD��RW/CD-RW / Webcam / Windows 8 64-bit,$449.99,$599.99,4th Genenation Intel Core i5-4200U Processor (1.6GHz with Turbo Boost up to 2.6GHz). 15.6\  high-definition display with UMA Intel HD Graphics 4400. 4GB DDR3L Memory / 500GB hard drive. DVD��RW/CD-RW drive / webcam and microphone. Windows 8 64-bit / Textured finish in matte gray and matte blue-gray
4008,Asus,"2015 Newest Model Asus Flip 2-in-1 (Laptop or Tablet) 13.3-inch Touchscreen Convertible Notebook(Latest 5th Gen Intel Broadwell Core i5-5200U processor 3MB L3 cache and 2.2GHz, 8GB DDR3 memory, 500GB HDD, LED HD 1366 x 768 Touch Display, Bluetooth, HDMI, Backlit Keyboard, Windows 8.1 64-bit, Black)",$699.00,,"Intel Core i5 5200U 2.2 GHz ~ 2.7 GHz Processor, 8GB DDR3 memory. 13.3- Inch LED-backbit TFT-LCD high-definition touch screen (1366 x 768), 500GB hard drive (5400 rpm). Intel graphics, Built-in 1.0 MP Webcam and Microphone. 2 USB 3.0 Ports and 1 USB 2.0 Port, 2-in-1 design. Microsoft Windows 8.1 Operating system Preinstalled"
4009,Dell,NEW Laptop/Notebook Battery for Dell Latitude D500 D505 D510 D520 D530 D600 D610 PP05L PP11L d605,$11.97,$33.53,"Capacity : 48840 mW-h, Voltage: 11.1 V, Color: Silver Grey. Package Include: One Pc Laptop Battery for listed models. This Product has 12 Months Replacement Warranty!. 100% OEM compatible! Guaranteed to meet or exceed OEM specifications!"
4010,Other,"Laptop Ac Adapter Adaptor Charger for Acer Aspire One A150 D150 D250 D255 D260 D270 Chromebook C710 100% Compatible With P/N: ADP-30JH B, ADP-40TH A, AP03003001832F, PA-1300-04, AP.03001.001, AP.03003.001, AP.04001.002, LCADT00.06, HP-A0301R3, AK.040AP.024, LC.ADT00.059, AK.030AP.011, LC.ADT0A.023, ADT40TH A 19v 2.15a 40w",,,"BRAND NEW Replacement Acer. Type:19V 2.15A 40W  Laptop adapter charger connector:5.5mm*1.7mm. compatible model:Acer AP.04001.002,ADP-40TH A. Color: Black. one year warranty included"
4011,Other,VicTsing SATA 2nd HDD HD Hard Drive Caddy Case for 12.7mm Universal Laptop CD / DVD-ROM Optical Bay,$8.99,$18.99,"The 2nd Hard Disk Drive Caddy / Adapter to bring you new maximum data storage flexibility, with the compact portable design. Which can work with 2.5\  9.5mm / 12.7mm Serial ATA Hard drive HDD and SSD (Solid State Drive) as well. With the second HDD in your Laptop, You can speed to backup important applications and critical data ( Simply remove your CD-ROM drive and put the Caddy (with the added hard drive) in its place. Easy operation and convenient to use.. Support Plug &amp; Play; Fast &amp; Reliable connection just as the primary HDD.Fully integrated into Laptop, no cables / PSU / software driver needed. Dual boot, Support installation of 2nd Operating System on the 2nd HDD and boot selection.. Installation: Unpack the New drive, lift the adapter retaining latch, the screw to the hard disk; Insert the drive into the Adapter at an angle; Slide the drive into the connector until it locks into place; Lower the adapter retaining latch until it snaps closed. Note: Please check the below cool item, that will turn your original 12.7mm sata connection drive into an external DVD drive, better yet, no AC adapter needed; External case for 12.7mm Sata DVD drive.?ﾡﾧOnly a case, not included any drive ). What is included: 1 x Hard Dive Caddy; 4 x Hard Drive Screws"
4012,Dell,Laptop Battery for Dell Inspiron N4010 312-0233 Battery J1KND 312-0233 04YRJH,$12.44,,"Battery Replacement.. [Voltage(V)] 11.1. [Capacity(mAh)] 4400. [Cell] 6. [Type] Li-ion. [Color] Black.. Replacement For: J1KND 312-0233, 04YRJH, FMHC10, YXVK2, J4XDH, 9TCXN, 9T48V, 965Y7, 4T7JN, 312-0234, 383CW, W7H3N"
4013,Apple,Lavievert Handmade Gray Felt Case Bag Sleeve with Orange Elastic Band for Apple 15\  MacBook Pro / 15\  MacBook Pro with Retina and Most Popular 15-15.6 Inch Macbooks / Laptops / Notebooks,,,"Looking for something environmental, light and stylish? This environmentally friendly sleeve is your absolutely good choice. Simple comes with elegance.. Soft and sturdy felt can perfectly protect your device from accidental scratches and bumps. Slim and lightweight to carry, smooth to slide the sleeve into your backpack, briefcase or other bag.. New design of the orange elastic band adds a trendy look to the sleeve,  easy and convenient to open and close, but perfect to keep your device safe inside.. Craft processing with impeccably sewn  helps prevent the bag from bursting. With snugly fits, this sleeve is slim and highly portable in your briefcase, backpack and other bag.. Specially made to fit 15\  Macbook Pro and 15\  Macbook Pro with Retina and Most Popular 15-15.6 inch Macbooks / Laptops / Notebooks, may not snugly fit all computers due to variations in the sizes of different models."
4014,HP,"CWK? Laptop Charger AC Adpater Power Supply Cord Plug for Hp Pavilion Sleekbook 14-b013cl, 14-c000, 15-b100, 15-b109wm, 15-b011nr, 15-b012nr, 15-b107cl, 15-b120us, 15-b123cl, 15-b123nr, 15-b129wm, 15-b140ca, 15-b140us, 15-b142dx, 15-b149ca, 15-b150us, 15-b153cl, 15-b153nr, 15-b119wm, 15-b167ca, 15-b085nr; Hp Envy Spectre Xt Pro 13 14 15 Ultrabook Power Supply Cord",$15.70,$36.00,"Input Volt Range: 100-240V (Worldwide Compliant) Output: 19.5V 3.33A 65W. CWK AC Adapters manufactured with the highest quality materials.. Built-in overload, over-voltage, and short circuit protection; 100% compatibility with the original.. 2 Year Warranty / 30 Days Money Back Guarantee! Buy with confidence!. Products trademarked CWK are marketed and sold exclusively by CWK TECHNOLOGY. We focus on providing quality power products and excellent customer service"
4015,Other,Generic 40GB 40 GB 2.5 Inch IDE(40 gb 2.5\  PATA) Laptop Hard Drive 4200 RPM - 1 Year Warranty,$19.00,$79.99,"Generic 2.5 IDE hard disk drive. IDE Connection - please make sure you need an IDE connection and not a Sata one.. If you are usure if you need IDE or Sata, please email and ask if it will be compatible before you purchase.. 1 Year Warranty With Storite."
4016,Other,"Kitron Waterproof Neoprene Laptop Sleeve with Carrying Handle & Removable Shoulder Strap for 12.5 to 13.3 inch Laptop, Chromebook, Ultrabook, Macbook Pro, Air, HP, Dell, Acer, Sony, Lenovo",$18.99,,"Compatible models:Perfect fit 13-13.3 inch and most popular 11-11.6 Inch 12-12.5 Inches MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models.When you make order, please meature your Laptop. if your Laptop is Between 11-11.6 Inch and 12-12.5 Inches, The case is a little bigger.Before make order, please confirm you can accept.. Hydrophobic (water resistance) neoprene material, w. reinforced dual zipper to secure your device.Dimension is about: 12.8\  x 9.6\  x 0.78\  (32.5 cm x 24.5 cm x 2cm). Padded handles, removable and adjustable shoulder strap; Can be repeated cleaning, easy to dry. Never Fade. External pocket for adapter and mouse, double zipper design for the main compartment. Item can be use as shoulder bag w. strap in use or can be use as carrying bag (Hidden Handle) or Sleeve"
4017,Apple,"Lavievert Soft Neoprene(Water Resistance) Macbook Sleeve Simple and Elegant Laptop Case Notebook Bag Macbook Cover (Easy to Open & Close) for Apple 15 inch Macbook Retina Pro,15 inch Macbook Pro and Most Popular 15-15.6 Inch MacBooks / Netbooks / Laptops / Notebooks - Black",,,"Made of durable neoprene and soft plush lining, Lavievert sleeve can absorb bump and shock, perfectly protect your device from dust, dirt and accidental scratches. Slim and lightweight to carry, smooth to slide the sleeve into your backpack, briefcase or other bag.. Solid and bi-directional zipper allows you to pull up from each side of sleeve conveniently. Innovative design of internal piping  promises smooth  glide without any stick.. With a detachable strap, the bag can be hung on your wrist and held like a clutch conveniently when you go to school or work.. Forget to bring your mouse pad? Don't worry, this sleeve can be used as a mouse pad, it's always ready to meet with your mouse.. Black color is classic but very cool and easy-matched. Specially made to fit 15\  Macbook, and also suitable for most popular 15-15.6 inches laptop / ultrabook / notebook. May not snugly fit all computers due to variations in the sizes of different models."
4018,HP,Super-Capacity Li-ion Battery For HP Compaq 6530b 6535b 6730b 6735b series fits HSTNN-IB68 HSTNN-IB69 HSTNN-CB69 HSTNN-UB68 Laptops [ 4400mAh/48Whr 6 Cell],$10.87,,"Special design,High quality electric cell ! Say goodbye to dead digital devices !"
4019,Toshiba,PWR+ AC Adapter for Toshiba Pa3714u-1aca Pa3097u-1aca Pa3396u-1aca Pa3467u-1aca Pa3467u1aca Laptop Power Battery Charger Power Cord 65w,,$39.90,"Input Volt Range: 100-240 / Output: 19V 3.42A 65W / Total Cord Length Is Extended to 14 ft (Competitors' Products are only 6-10 Ft long )!. Pwr+ AC adapters manufactured with the highest quality materials and include laptop safeguard features against incorrect voltage, short circuit, internal overheating. 100% compatibility with the original.. Products trademarked Pwr+? are marketed and sold exclusively by Pwr+. We focus on providing quality power products and excellent customer service ... and we also ship your order the same or next day (Amazon order processing time varies) !. Warranty: 30 Days Money Back Guarantee / 24 Month - Free Exchange (Pwr+ pays for shipping) / Please contact us with any questions or concerns - we are here to help! (Phone service is available). This product has been tested and validated to ensure it will work with Toshiba Satellite A105 A110 A135 A205 A215 A305 A305D A355 A505 A505D A660 A665 C645 Pro C650 C655 C655d C675 C675d C845 C850 C850d C855 C855d C870 C875 C875d E105 L455 L455d L505 L635 L645 L645d L650 L655 L655d L670 L675 L675d L730 L735 L735d Pro L740 L745 L745d L750 L750d L755 L755d L770 L770d L775 L775d L840 L840d L850 L850d L855 L855d L870 P755d P770 P775 P775d P840 P845 P850 P870 P875 R845 R930 R935 S850 S855 S855d S870 S875 S875d T135 T135d T235 L955D P840t P845t S955 S955D T210D T215D T230 T235D U840 U845t U945 U505 U845 U845w P740d ; Toshiba Portege R700 R705 R830 R835 R845 R930 R935 Z830 Z835 Z930 Z935 T115 T115d L450 Pa3714u-1aca Pa3097u-1aca Pa3396u-1aca Pa3467u-1aca Pa3467u1aca"
4020,Sony,90W 19.5V 4.7A NEW Laptop/Notebook AC Adapter/Battery Charger Power Supply Cord for Sony Vaio Vgp-ac19v10 Vgp-ac19v11 Vgp-ac19v13 Vgp-ac19v14 Vgp-ac19v15 Vgp-ac19v19 Vgp-ac19v20 Vgp-ac19v21 Vgp-ac19v22 Vgp-ac19v23 Vgp-ac19v24 Vgp-ac19v25 Vgp-ac19v26 Vgp-ac19v27 Vgp-ac19v30 Vgp-ac19v31 Vgp-ac19v33 Vgp-ac19v35; Sony Vaio Y Vpcy115fx Vpcy118gx Vpcy216fx Vpcy216gx Vpcy21bgx Vpcy21efx Vpcy21sfx Vpcyb13kx Vpcyb15kx; Signature Collection; Ee Vpcee26fx Vpcee31fx Vpcee33fx Vpcee34fx Vpcee37fx Vpcee42fx Vpcee43fx Vpcee45fx Vpcee47fx ; Pcg-61611l; F Vpcf11mfx,$6.51,$19.99,Input: AC100-240V (worldwide use). Output: DC19.5V 4.7A. Power: 90W Max. Package Include:AC Adapter and Power Cord.. Brand New Replacement Product.Full 12 months warranty.
4021,Lenovo,VanGoddy Neoprene Sleeve Cover for Lenovo ThinkPad Series 12.5\  Laptops (Red Trim),$26.75,$34.95,"Stylish and durable VanGoddy neoprene sleeve cover for 12.1 to 13.3-inch laptops. Features a fitted design for a snug, secure fit and soft neoprene cushioned interior. Front zipper pocket designed to accommodate a wide range of essential accessories. Secure zipper opening allows for quick and easy access to your laptop and accessories"
4022,Other,"Topoint? 14\ ~17\  Computer Laptop Cooler, Two Big Powerful Quiet Fans Build-in Blue LED Light for Apple Dell HP MSI Asus Sony Samsung Computer Laptop Heat Sink Stand CP002",,,"Made of durable ABS Plastic And Steel mesh,high quantity Coating make sure No rust. Weight 800G Heavy duty steady. yet ultra slim profile is great for gaming laptops. Different height settings make this a laptop stand that provides excellent comfort to play game,view and reading. Helps keep your laptop cool while the pad shields your lap from computer generated heat. Conveniently powered by the USB port with no power adapter needed; the pad offers an additional USB port to connect your devices"
4023,Dell,Dell Latitude E5430 14\  Notebook PC - Intel Core i5-3320M 2.6GHz 8GB 256GB SSD DVDRW Windows 7 Professional (Certified Refurbished),$329.99,$549.99,"This Certified Refurbished product is tested &amp; certified to look and work like new by a Microsoft Authorized Refurbisher. The product includes accessories, and is backed by a 1 year warranty.. Intel Core i5-3320M 2.6GHz Processor. 8GB DDR3 - 256GB SSD Hard Drive. Windows 7 Professional (64-Bit). 14.0\  HD (1366x768) Anti-Glare LED-backlit"
4024,Toshiba,NinjaBatt? Laptop Battery for Toshiba Satellite L500 L505 L505D L505D-S5965 L505D-S5983 L550 - High Performance [6 Cells/4400mAh/48wh],$24.99,,"Specifications: NinjaBatt? 6 cell, Li-ion battery, rated at 4400mAh/48Wh and 10.8v. Our batteries are 100% brand new, CE-/FCC-/RoHS-Certified for safety. We only uses high quality materials and grade A battery cells to ensure true capacity and more recharge cycles.. Fast, friendly and hassle free customer service with a full 1 year warranty - if anything goes wrong, we're here for you.. Expected operation time: 2-4 hours. This may vary, depending on device type and the way it is used."
4025,Other,Dachee 2015 New Bohemian Laptop Messenger Bag 15 Inch Laptop Briefcase 15.4 Inch /15.6 Inch for Macbook Pro 15 / Dell/hp/lenovo/sony/toshiba/ausa/acer/samsung Laptop Shoulder Bag,,,"Dimensions: 430mmx310mmx25mm (LxWxH) can hold 15 inch laptop and macbook pro 15 and some 16 inch laptop. Simple , light and easy to carry. Thick form inside give your laptop best protection. Both side has a pocket can store mouse, power, cellphone.... The handle can be hided in the pocket, than the bag became a laptop sleeve"
4026,Apple,"Caseling Design Computer Laptop Decal skin Stickers Cover Leather look. Fits any size up to 16\  - Cut to Size. For laptop, Apple MacBook, Notebooks, Tablets and more. - Blue/Green",$6.99,$25.00,"FITS UP TO 16\  LAPTOPS; the Caseling Design Laptop Stickers is highly versatile and will conveniently accommodate laptops measuring any size up to 16 inches in size. Reference outlines are included on the back of the sticker for accurate cutting.. STYLISH DESIGN; in terms of design, the Leather look Laptop Sticker is nothing short of spectacular. Featuring high-resolution printing with clear, sharp details, our sticker is guaranteed to improve the look of your laptop and rev up its visual appeal.. ANTI-SCRATCH LAPTOP STICKERS; Sticker prevents the surface of your laptop against scratches, damage and splashes.. MATCHING SLEEVES AND MOUSE PADS; Checkout our matching design sleeves and mouse pads. - Backed by 100% Money back Guarantee, this is totally risk-free buy; CLICK the Orange button to Order Now!"
4027,Other,"KAYOND Black Elephant Patterns Canvas Fabric 14 Inch Laptop /Sleeve Case Dell / Hp /Lenovo/sony/ Toshiba / Ausa / Acer /Samsung /Haier Ultrabook Bag Cover (14.1, Black)",,,"Outer canvas fabric of the case is printed with elephant patterns that enable you to carry your Ipad /laptop / notebook / Ultrabook computer in a uniquely sleek style. Features a polyester foam padding layer and fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches. Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack, or other bag. Top-loading zipper on the sleeve glides smoothly and allows convenient access to your laptop computer. Suitable for most popular 14-14.1 inch laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models( note : not fit Lenovo Y400,Lenovo Y410 Asus D45K Asus K40 which should use 15"
4028,Other,Dachee Red Bohemian Laptop Messenger Bag 13.3 Inch Laptop Briefcase for Macbook Air 11/macbook Air 13 /Macbook Pro 13 /Dell/hp/lenovo/sony/toshiba/ausa/acer/samsung Laptop Shoulder Bag,,,"2015 New design bohemian style laptop messenger bag is Strong,light and easy to carry. Perfect for office laptop,outside and good help for your business,keep your laptop safely by your side throughout the day. Dimensions: 355mmx245mmx40mm (LxWxH) Can hold 11 inch &amp; 12inch &amp; 13 inch laptop and macbook air 11 / macbook (air)pro 13"
4029,Other,Meffort Inc 15 15.6 Inch Laptop Padded Compartment Shoulder Messenger Bag with Shoulder Pad - Symbol Design,$27.95,$39.95,"Unique, cool sleek artwork design. Made with premium quality Water Resistant polyester material. Main padded computer compartment with velcro flap &amp; Padded document, textbook compartment. 2 zipper pockets: 7\ H x 10.5\ W and 5\  x 10.5\  with many accessories pockets and pen holders. Soft, wide adjustable shoulder strap with shoulder pad. Overall dimension: Approx. 17\ W x 12\ H x 4.5\  D"
4030,Other,Lacdo 11-12 inch Neoprene Laptop Sleeve Case Cover Carrying Bag for Apple MacBook Air 11.6-inch / New Macbook 12 inch Ultrabook Acer / Asus / Dell / HP -Green,$15.49,$32.99,"Lacdo (TM) Designed Specifically for Apple Macbook Air 11-11.6 inch Dell HP Acer Laptop absolutely attract people attention. Water Resistant with neoprene bubble protective shock absorbing foam interior.. Invisible Zipper Line for a Touch of Simple Elegance. Accessory Pocket for AC Adapter Charger, Mouse and e-Book.. Soft and durable neoprene bubble padded interior cushion protects your device from bumps, scratches, and dents, Dual zipper opening allows for quick and easy access to your laptop.. Internal Dimensions: Exterior: 12.6\  x 9.5\  x 1\  &amp; Interior: 12\  x 9.1\  x 0.8\  (L x W x H)"
4031,Other,"512MB SDRAM PC133 LAPTOP Memory Module (144-pin SODIMM, 133MHz) Genuine A-Tech Brand",$9.79,$74.98,512MB SDRAM PC133 LAPTOP Memory Module (144-pin SODIMM 133MHz). Genuine A-Tech Brand. Lifetime Warranty!. 144-pin SODIMM 133MHz. Toll Free Technical Support
4032,Other,Tmount Canvas Genuine Leather Trim Travel Briefcase Laptop Bag-- Fit 15 Inch Laptop Coffee,$52.88,$122.88,"Material: High density washed canvas and High-density cotton straps.?Crazy Horse Brand bull leather and Top quality Hardware.. Structure: One main bag with a spcial laptop place and 2 large front pockets. Dimensions: 11.4(H)*14.6(L)*3.9(W)inch,weight: 2.3pounds. You can put A4 magazine, 15-inch laptop,textbooks,mobile phone and iPad.. Perforation flip cover make it more sturdy,Very portable and convenient for assorting things."
4033,Apple,"Laptop Case, Mosiso Envelope Nylon Fabric 15-15.6 Inch Laptop / Notebook Computer / MacBook Air / MacBook Pro Shoulder Bag Case Pouch Sleeve, Gray",$20.99,$39.99,"Envelope design of the case adds a unique style to your laptop; adjustable shoulder strap and side handle enable you to carry your computer in comfort. Features a polyester foam padding layer and soft fabric lining for bump and shock absorption and protection of your computer from accidental scratches. Front pocket of the case is ideal for storage of small items such as power adapters, cables, pens and notepads, offering added convenience. Top-loading zipper on the bag glides smoothly and allows convenient access to your laptop computer. Suitable for most popular 15-15.6 inch Macbooks / laptops / notebooks; may not snugly fit all computers due to variations in the sizes of different models"
4034,Apple,"Laptop Case, Mosiso Envelope Nylon Fabric 15-15.6 Inch Laptop / Notebook Computer / MacBook Air / MacBook Pro Shoulder Bag Case Pouch Sleeve, Black",$18.99,$39.99,"Envelope design of the case adds a unique style to your laptop; adjustable shoulder strap and side handle enable you to carry your computer in comfort. Features a polyester foam padding layer and soft fabric lining for bump and shock absorption and protection of your computer from accidental scratches. Front pocket of the case is ideal for storage of small items such as power adapters, cables, pens and notepads, offering added convenience. Top-loading zipper on the bag glides smoothly and allows convenient access to your laptop computer. Suitable for most popular 15-15.6 inch Macbooks / laptops / notebooks; may not snugly fit all computers due to variations in the sizes of different models"
4035,Toshiba,AZ-Cover 11-Inch Laptop Tablet Sleeve case (Black) with Handle for Toshiba Satellite Radius 11 L15W-B1310/L15WB1310 11.6-Inch 2 in 1 Touchscreen Notebook PC Laptop,$12.97,$29.99,"Fits Laptop With 11.6-Inch Display. Slim, Sleek Design With Foldable Handle Allows This Case To Be Carried Solo Or Fit Into Your Favorite Bag. Heavy Duty Carry Handle Allows For Heavy Laptop. Front Pocket Creates Additional Storage Space For Cables, Charger And Other Accessories. The Interior Is Soft Yet Shock Absorbent To Protect Your Laptop Finish"
4036,HP,Evecase HP Stream 11 Compact fully padded Messenger Bag Case for HP Stream 11 11-d010nr Notebook 11.6 inch ultrabook laptop,,$49.99,"Multi-functional Neoprene Messenger Case Compatible with HP Stream 11 Laptop Horizon Blue(11-d010nr), Orchid Magenta (11-d020nr).. Extra front and back pocket stores bulky power cords and your cell phone on the go. Comfortable, removable shoulder strap and padded handle for easy portability. Zipper closure provides ease of access to your device and ample security"
4037,Other,3M Privacy Filter for Laptop 15.0\  ( 15\  Diagonally ),$38.83,$81.45,"Keeps your personal or confidential information safe from prying eyes. You'll see the information on your display while people on either side only see a darkened screen. Designed to fit standard laptops with a diagonally measured 15\  viewing screen and a 4:3 aspect ratio. Actual filter dimensions are 12\  wide x 9\  high (304 mm x 228 mm). Includes your choice of two easy-to-use attachment methods. Reversible, matte side reduces glare and reflections. Lightweight, thin, frameless design. span class=\ a-list-item\ >Protects display from dirt, debris and scratches. span class=\ a-list-item\ >Cleans easily with a soft cloth and water. span class=\ a-list-item\ >Great for high traffic areas such as airports, airplanes, commuter trains, coffee shops and other public places. span class=\ a-list-item\ >Limited 1-year warranty. span class=\ a-list-item\ >Fits screen sizes of 15.0\  diagonaly measured (Width 12\ ,Height 9\ ). span class=\ a-list-item\ >Protects on screen data when viewed from the side keeping your electronic information confidential making it excellent for use in high traffic areas.. span class=\ a-list-item\ >Provides 1.5 times more effective privacy than competitive models.. span class=\ a-list-item\ >Helps protect your fragile LCD screen from damage. span class=\ a-list-item\ >Filter is reversible;Choose glossy or matte side"
4038,Apple,"Runetz - 15-inch Chevron Gray Soft Sleeve Case Cover for MacBook Pro 15.4\  with or without Retina Display, Laptop Gabbro Collection - Chevron Gray",$14.99,$39.99,"Designed to fit MacBook's Newest Release in 2015 / 2014 / 2013 and 2012 - MacBook Pro 15\  (with or without Retina Display). Slim fit to avoid any unwanted movement with matching color zipper - Padding inside provides added protection for you MacBook or Laptop. Composed of grade materials to insure quality and durability to protect you computer. Chevron Zig-Zag Style fabric. Measurements and Sizes: Exterior: 15.4\  x 10.7\  x 1\  &amp; Interior: 14.5\  x 10\  x 0.8\ . Also Fits laptops with Display size 15.4-inch like: MacBook, Samsung, HP, Acer, ASUS, Lenove, Dell, Toshiba, Sony and others"
4039,Other,"Case Logic LAPS-113 13.3-Inch Laptop Sleeve, Acid",$15.43,$29.99,Form-fitting sleeve ensures a precise fit for your laptop or MacBook with up to a 13.3 inch screen. A seamless wrap of Impact Foam padding provides top to bottom protection. Woven webbing along each side adds subtle texture to the clean design. Slim line case protects your device on its own or in your favorite bag
4040,Other,Canvaslife Flower Patten Laptop Sleeve 17 Inch and 17.3 Inch Laptop Case Bag,,,"Canvaslife Canvas patten laptop sleeve is speical and nice. 4.0 mm Neoprene, comfortable soft, high anti-pressure,water-proof. Soft and fluffy interior for bump and shock absorption. Top-loading zipper on the sleeve glides smoothly and allows convenient access to your laptop computer"
4041,Other,Cabod(TM) Laptop And Tablet Messenger Nylon Bag 15.6 Inch - Black,$19.99,$59.99,"Comfortable handle and adjustable shoulder strap. Accessory storage pockets for USB, portable mouse or iPod and pens Front Speed Pocket for cell phone, wallet or keys Detachable shoulder strap. Acrylic Lightweigh Laptop Case Office Briefcase For Men. 25 years warranty * Two main pockets. Waterproof Nylon 1680D Lining 190D - Weight 1.55 pounds"
