_id,ltable.id,rtable.id,ltable.authors,ltable.title,ltable.venue,ltable.year,rtable.authors,rtable.title,rtable.venue,rtable.year,gold
254,conf/vldb/ZemankovaI94,672998,Yannis E. Ioannidis,Scientific Databases - State of the Art and Future Directions,VLDB,1994.0,"Maria Zemankova, Yannis E. Ioannidis",Scientific Databases - State of the Art and Future Directions,Very Large Data Bases,1994,1
255,conf/vldb/ZirintsisKM99,758374,"Graham N. C. Kirby, Ronald Morrison, Evangelos Zirintsis",Hyper-Programming Java,VLDB,1999.0,"Evangelos Zirintsis, Graham N. C. Kirby, Ronald Morrison",Hyper-Programming in Java,Very Large Data Bases,1999,1
256,conf/vldb/ZirintsisKM99,872855,"Graham N. C. Kirby, Ronald Morrison, Evangelos Zirintsis",Hyper-Programming Java,VLDB,1999.0,"D. Abadi, D. Carney, U. etintemel, M. Cherniack, C. Convey, C. Erwin, E. Galvez, M. Hatoun, A. Maskey, A. Rasin, A. Singer, M. Stonebraker, N. Tatbul, Y. Xing, R. Yan, S. Zdonik",Aurora: a data stream management system,International Conference on Management of Data,2003,0
257,conf/vldb/ZouS98,671182,"Betty Salzberg, Chendong Zou",Safely and Efficiently Updating References During On-line Reorganization,VLDB,1998.0,"Chendong Zou, Betty Salzberg",Safely and Efficiently Updating References During On-line Reorganization,Very Large Data Bases,1998,1
258,conf/vldb/ZurekS99,671665,"Thomas Zurek, Markus Sinnwell",Datawarehousing Has More Colours Than Just Black & White,VLDB,1999.0,"Thomas Zurek, Markus Sinnwell",Datawarehousing Has More Colours Than Just Black &; White,Very Large Data Bases,1999,1
259,journals/sigmod/Aberer02a,565129,Karl Aberer,Book Review Column,SIGMOD Record,2002.0,Karl Aberer,Book review column,ACM SIGMOD Record,2002,1
260,journals/sigmod/Abiteboul99,671497,Serge Abiteboul,On Views and XML,SIGMOD Record,1999.0,"Serge Abiteboul, Vincent Aguilera, Sbastien Ailleret, Bernd Amann, Sophie Cluet, Brendan Hills, Frdric Hubert, Jean-Claude Mamou, Amlie Marian, Laurent Mignet, Tova Milo, Cassio Souza dos Santos, Bruno Tessier, Anne-Marie Vercoustre",XML Repository and Active Views Demonstration,Very Large Data Bases,1999,0
261,journals/sigmod/AilamakiG03,777004,"Anastassia Ailamaki, Johannes Gehrke",Time management new faculty,SIGMOD Record,2003.0,"Anastassia Ailamaki, Johannes Gehrke",Time management for new faculty,ACM SIGMOD Record,2003,1
262,journals/sigmod/ArpinarD00,362098,"Sena Nural Arpinar, Asuman Dogac",Provision of Market Services for eCo Compliant Electronic Market Places,SIGMOD Record,2000.0,"Sena Arpinar, Asuman Dogac",Provision of market services for eCo compliant electronic marketplaces,ACM SIGMOD Record,2000,1
263,journals/sigmod/AshishK97,271078,"Craig A. Knoblock, Naveen Ashish",Wrapper Generation for Semi-structured Internet Sources,SIGMOD Record,1997.0,"Naveen Ashish, Craig A. Knoblock",Wrapper generation for semi-structured Internet sources,ACM SIGMOD Record,1997,1
264,journals/sigmod/AtzeniMM97,271080,"Paolo Merialdo, Giansalvatore Mecca, Paolo Atzeni",Semistructured und Structured Data in the Web: Going Back and Forth,SIGMOD Record,1997.0,"Paolo Atzeni, Giansalvatore Mecca, Paolo Merialdo",Semistructured and structured data in the Web: going back and forth,ACM SIGMOD Record,1997,1
265,journals/sigmod/Bernstein01,953240,Philip A. Bernstein,Report on the 2001 SIGMOD and PODS Awards,SIGMOD Record,2001.0,"A. Maedche, B. Motik, L. Stojanovic",Managing multiple and distributed ontologies on the Semantic Web,The VLDB Journal  The International Journal on Very Large Data Bases,2003,0
266,journals/sigmod/BonifatiC00,344822,"Angela Bonifati, Stefano Ceri",Comparative Analysis of Five XML Query Languages,SIGMOD Record,2000.0,"Angela Bonifati, Stefano Ceri",Comparative analysis of five XML query languages,ACM SIGMOD Record,2000,1
267,journals/sigmod/BorgidaCS98,290595,"Alexander Borgida, Martin Staudt, Vinay K. Chaudhri",KRDB '98: The 5th International Workshop on Knowledge Representation Meets Databases,SIGMOD Record,1998.0,"Alex Borgida, Vinay K. Chaudhri, Martin Staudt",Report on the 5th international workshop on knowledge representation meets databases (KRDB'98),ACM SIGMOD Record,1998,1
268,journals/sigmod/BoucelmaCGJLL02,507366,"Carole A. Goble, Omar Boucelma, Silvana Castano, Vanja Josifovski, Zo Lacroix, Bertram Ludscher",Report on the EDBT'02 Panel on Scientific Data Integration,SIGMOD Record,2002.0,"Carole Goble, Brian Read",Report on the 18th British National Conference on Databases (BNCOD),ACM SIGMOD Record,2002,0
269,journals/sigmod/CaplinskasEV02,507367,"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",Advances in Databases and Information Systems (ADBIS),SIGMOD Record,2002.0,"Albertas Caplinskas, Johann Eder, Olegas Vasilecas",Advances in databases and information systems: report of 5th East European Conference ADBIS'2001,ACM SIGMOD Record,2002,1
270,journals/sigmod/Chang03,640993,Ya-Hui Chang,A Graphical Query Language for Mobile Information Systems,SIGMOD Record,2003.0,Ya-Hui Chang,A graphical query language for mobile information systems,ACM SIGMOD Record,2003,1
271,journals/sigmod/ChangASS98,671167,"Alan Sussman, Anurag Acharya, Joel H. Saltz, Chialin Chang",T2: A Customizable Parallel Database for Multi-Dimensional Data,SIGMOD Record,1998.0,"Jerry Baulier, Stephen Blott, Henry F. Korth, Abraham Silberschatz",A Database System for Real-Time Event Aggregation in Telecommunication,Very Large Data Bases,1998,0
272,journals/sigmod/ChangGKRS98,280363,"Kenneth A. Ross, Gail E. Kaiser, Luis Gravano, Salvatore J. Stolfo, Shih-Fu Chang",Database Research at Columbia University,SIGMOD Record,1998.0,"M. Tork Roth, M. Arya, L. Haas, M. Carey, W. Cody, R. Fagin, P. Schwarz, J. Thomas, E. Wimmers",The Garlic project,International Conference on Management of Data,1996,0
273,journals/sigmod/ChangGKRS98,601881,"Kenneth A. Ross, Gail E. Kaiser, Luis Gravano, Salvatore J. Stolfo, Shih-Fu Chang",Database Research at Columbia University,SIGMOD Record,1998.0,"M. Winslett, K. Chang, A. Doan, J. Han, C. Zhai, Y. Zhou",Database research at the University of Illinois at Urbana-Champaign,ACM SIGMOD Record,2002,0
274,journals/sigmod/Chen94,187460,Arbee L. P. Chen,Database Research at NTHU and ITRI,SIGMOD Record,,Arbee L. P. Chen,Database research at NTHU and ITRI,ACM SIGMOD Record,1994,1
275,journals/sigmod/CherniakV03,233356,"Mitch Cherniack, Kenneth A. Ross, Gottfried Vossen",Reminiscences on Influential Papers,SIGMOD Record,2003.0,"Mitch Cherniack, Stanley B. Zdonik",Rule languages and internal algebras for rule-based optimizers,International Conference on Management of Data,1996,0
276,journals/sigmod/CheungF98,290596,"Ada Wai-Chee Fu, King Lum Cheung",Enhanced Nearest Neighbour Search on the R-tree,SIGMOD Record,1998.0,"King Lum Cheung, Ada Wai-Chee Fu",Enhanced nearest neighbour search on the R-tree,ACM SIGMOD Record,1998,1
277,journals/sigmod/ChongFTSYKDJJ03,777000,"Mahesh Jagannath, Eugene Inseok Chong, Aravind Yalamanchi, Chuck Freiwald, Souripriya Das, Anh-Tuan Tran, Jagannathan Srinivasan, Richard Jiang, Ramkumar Krishnan",A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,SIGMOD Record,2003.0,"Eugene Inseok Chong, Jagannathan Srinivasan, Souripriya Das, Chuck Freiwald, Aravind Yalamanchi, Mahesh Jagannath, Anh-Tuan Tran, Ramkumar Krishnan, Richard Jiang",A mapping mechanism to support bitmap index and other auxiliary structures on tables stored as primary B+-trees,ACM SIGMOD Record,2003,1
278,journals/sigmod/ChrysanthisSZ03,369277,"Panos K. Chrysanthis, Arkady B. Zaslavsky, Morris Sloman",Report on the 4th International Conference on Mobile Data Management,SIGMOD Record,2003.0,"W. Hasselbring, W.-J. van den Heuvel, G. J. Houben, R.-D. Kutsche, B. Rieger, M. Roantree, K. Subieta",Research and practice in federated information systems,ACM SIGMOD Record,2000,0
279,journals/sigmod/ClementiniF00,362101,"Eliseo Clementini, Paolino Di Felice",Spatial Operators,SIGMOD Record,2000.0,"Eliseo Clementini, Paolino Di Felice",Spatial operators,ACM SIGMOD Record,2000,1
280,journals/sigmod/Colliat96,234901,George Colliat,"OLAP, Relational, and Multidimensional Database Systems",SIGMOD Record,1996.0,George Colliat,"OLAP, relational, and multidimensional database systems",ACM SIGMOD Record,1996,1
281,journals/sigmod/CruzKLSWY02,601882,"A. Prasad Sistla, Isabel F. Cruz, Ashfaq A. Khokhar",Research Activities in Database Management and Information Retrieval at the University of Illinois at Chicago,SIGMOD Record,2002.0,"Isabel Cruz, Ashfaq Khokhar, Bing Liu, Prasad Sistla, Ouri Wolfson, Clement Yu",Research activities in database management and information retrieval at University of Illinois at Chicago,ACM SIGMOD Record,2002,1
282,journals/sigmod/CuiJO02,253294,"Zhan Cui, Paul O'Brien, Dean M. Jones",Semantic B2B Integration: Issues in Ontology-based Applications,SIGMOD Record,2002.0,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Helal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",InfoSleuth: agent-based semantic integration of information in open and dynamic environments,International Conference on Management of Data,1997,0
283,journals/sigmod/DiazJPa94,181555,"Oscar Daz, Arturo Jaime, Ghassan al-Qaimari, Norman W. Paton",Supporting Dynamic Displays Using Active Rules,SIGMOD Record,1994.0,"Oscar Daz, Arturo Jaime, Norman W. Paton, Ghassan al-Qaimari",Supporting dynamic displays using active rules,ACM SIGMOD Record,1994,1
284,journals/sigmod/DoanPK95,278246,"Dac Khoa Doan, Alistair C. Kilgour, Norman W. Paton",Design and User Testing of a Multi-Paradigm Query Interface to an Object-Oriented Database,SIGMOD Record,,"Veda C. Storey, Roger H. L. Chiang, Debabrata Dey, Robert C. Goldstein, Shankar Sudaresan",Database design with common sense business reasoning and learning,ACM Transactions on Database Systems (TODS),1997,0
285,journals/sigmod/DogacAOD95,673313,"Ilker Durusoy, Cetin Ozkan, Mehmet Altinel, Asuman Dogac",Implementation Aspects of an Object-Oriented DBMS,SIGMOD Record,1995.0,"Tor Didriksen, Csar A. Galindo-Legaria, Eirik Dahle",Database De-Centralization - A Practical Approach,Very Large Data Bases,1995,0
286,journals/sigmod/DogacDKOONEHAKKM95,212017,"Ebru Kilic, Pinar Koksal, Cem Evrendilek, Ugur Halici, Sema Mancuhan, N. Kesim, Asuman Dogac, Cevdet Dengi, Sena Nural, Gkhan zhan, Fatma Ozcan, Ismailcem Budak Arpinar",METU Interoperable Database System,SIGMOD Record,1995.0,"A. Dogac, C. Dengi, E. Kilic, G. Ozhan, F. Ozcan, S. Nural, C. Evrendilek, U. Halici, B. Arpinar, P. Koksal, N. Kesim, S. Mancuhan",METU interoperable database system,ACM SIGMOD Record,1995,1
287,journals/sigmod/EisenbergM00,245907,"Andrew Eisenberg, Jim Melton",SQL Standardization: The Next Steps,SIGMOD Record,2000.0,Andrew Eisenberg,New standard for stored procedures in SQL,ACM SIGMOD Record,1996,0
288,journals/sigmod/EisenbergM02,565141,"Andrew Eisenberg, Jim Melton",SQL/XML is Making Good Progress,SIGMOD Record,2002.0,"Andrew Eisenberg, Jim Melton",SQL/XML is making good progress,ACM SIGMOD Record,2002,1
289,journals/sigmod/EisenbergM98a,306144,Andrew Eisenberg,"SQLJ Part 0, Now Known as SQL/OLB (Object-Language Bindings)",SIGMOD Record,1998.0,"Andrew Eisenberg, Jim Melton","SQLJ Part 0, now known as SQL/OLB (Object-Language Bindings)",ACM SIGMOD Record,1998,1
290,journals/sigmod/Etzion99,344820,Opher Etzion,Report on NGITS'99: The 4th International Workshop on Next Generation Information Technologies and Systems,SIGMOD Record,1999.0,Opher Etzion,Report on NGITS'99: The fourth international workshop on next generation information technologies and systems,ACM SIGMOD Record,1999,1
291,journals/sigmod/Fong97,248614,Joseph Fong,Converting Relational to Object-Oriented Databases,SIGMOD Record,1997.0,Joseph Fong,Converting relational to object-oriented databases,ACM SIGMOD Record,1997,1
292,journals/sigmod/ForteHWDCVHFS99,309870,"Erik Duval, Eddy Forte, Kris Cardinaels, Koen Hendrikx, Florence Haenni, Maria Wentland Forte, Florence Simillion, Ken Warkentyne, E. Vervaet",Semantic and Pedagogic Interoperability Mechanisms in the ARIADNE Educational Repository,SIGMOD Record,1999.0,"E. Forte, F. Haenni, K. Warkentyne, E. Duval, K. Cardinaels, E. Vervaet, K. Hendrikx, M. Wentland Forte, F. Simillion",Semantic and pedagogic interoperability mechanisms in the ARIADNE educational repository,ACM SIGMOD Record,1999,1
293,journals/sigmod/FowlerPNB99,304209,"Bruce Bargmeyer, Brad Perry, Jerry Fowler, Marian H. Nodine",Agent-Based Semantic Interoperability in InfoSleuth,SIGMOD Record,1999.0,"Zachary G. Ives, Daniela Florescu, Marc Friedman, Alon Levy, Daniel S. Weld",An adaptive query execution system for data integration,International Conference on Management of Data,1999,0
294,journals/sigmod/Franklin98b,765559,Michael J. Franklin,Editor's Notes,SIGMOD Record,1998.0,"Laura M. Haas, Michael J. Carey, Miron Livny, Amit Shukla",Sing the truth about ad hoc join costs,The VLDB Journal  The International Journal on Very Large Data Bases,1997,0
295,journals/sigmod/GerlhofKM96,615230,"Guido Moerkotte, Alfons Kemper, Carsten Andreas Gerlhof",On the Cost of Monitoring and Reorganization of Object Bases for Clustering,SIGMOD Record,1996.0,"Alfons Kemper, Donald Kossmann","Adaptable pointer swizzling strategies in object bases: design, realization, and quantitative analysis",The VLDB Journal  The International Journal on Very Large Data Bases,1995,0
296,journals/sigmod/Group94,187439,Object Database Management Group,"Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL, Inc",SIGMOD Record,1994.0,CORPORATE Object Database Management Group,"Response to the ODMG-93 commentary written by Dr. Won Kim of UniSQL, Inc.",ACM SIGMOD Record,1994,1
297,journals/sigmod/Gunther97,248604,Oliver Gnther,Environment Information Systems - Guest Editor's Foreword,SIGMOD Record,1997.0,Oliver Gnther,Environmental information systems,ACM SIGMOD Record,1997,1
298,journals/sigmod/Hainaut03,953242,Jean-Luc Hainaut,Research in database engineering at the University of Namur,SIGMOD Record,2003.0,"Maria Halkidi, Benjamin Nguyen, Iraklis Varlamis, Michalis Vazirgiannis",THESUS: Organizing Web document collections based on link semantics,The VLDB Journal  The International Journal on Very Large Data Bases,2003,0
299,journals/sigmod/Halevy03,945724,Alon Y. Halevy,Learning about data integration challenges from day one,SIGMOD Record,2003.0,Alon Y. Halevy,Learning about data integration challenges from day one,ACM SIGMOD Record,2003,1
300,journals/sigmod/HalkidiBV02,565124,"Michalis Vazirgiannis, Yannis Batistakis, Maria Halkidi",Cluster Validity Methods: Part I,SIGMOD Record,2002.0,"Maria Halkidi, Yannis Batistakis, Michalis Vazirgiannis",Cluster validity methods: part I,ACM SIGMOD Record,2002,1
301,journals/sigmod/Hanna95,212001,Magdy S. Hanna,A Close Look at the IFO Data Model,,1995.0,"Patrick O'Neil, Goetz Graefe",Multi-table joins through bitmapped join indices,ACM SIGMOD Record,1995,0
302,journals/sigmod/Hoffner03,776995,Vernon Hoffner,Fundamentals of data warehouses: 2nd revised and extended edition,SIGMOD Record,2003.0,Vernon Hoffner,Fundamentals of data warehouses: 2nd revised and extended edition,ACM SIGMOD Record,2003,1
303,journals/sigmod/JensenCEGHJ94,672966,"Shashi K. Gadia, Christian S. Jensen, Patrick J. Hayes, Ramez Elmasri, Sushil Jajodia, James Clifford",A Consensus Glossary of Temporal Database Concepts,SIGMOD Record,1994.0,"Sarabjot S. Anand, David A. Bell, John G. Hughes",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,Very Large Data Bases,1994,0
304,journals/sigmod/KambhampatiK03,672186,"Subbarao Kambhampati, Craig A. Knoblock",Information integration on the Web: a view from AI and databases (report on IIWeb-03),SIGMOD Record,2003.0,"Jos Luis Ambite, Craig A. Knoblock, Mohammad R. Kolahdouzan, Maria Muslea, Cyrus Shahabi, Snehal Thakkar",The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,Very Large Data Bases,2001,0
305,journals/sigmod/KeetonPH98,290602,"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",A Case for Intelligent Disks (IDISKs),SIGMOD Record,1998.0,"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",A case for intelligent disks (IDISKs),ACM SIGMOD Record,1998,1
306,journals/sigmod/Kemper02,507354,Alfons Kemper,Databases and Transaction Processing: An Application-Oriented Approach - Book Review,SIGMOD Record,2002.0,"Philip M. Lewis, Arthur Bernstein, Michael Kifer",Databases and transaction processing: an application-oriented approach,ACM SIGMOD Record,2002,1
307,journals/sigmod/KempsterST99,344843,"Peter Thanisch, Colin Stirling, Tim Kempster",Diluting ACID,SIGMOD Record,1999.0,"Tim Kempster, Colin Stirling, Peter Thanisch",Diluting ACID,ACM SIGMOD Record,1999,1
308,journals/sigmod/Konig-RiesMMPPRSVW02,333608,"Ouri Wolfson, S. A. M. Makki, Kia Makki, Charles E. Perkins, Birgitta Knig-Ries, Peter L. Reiher, Niki Pissinou, Peter Scheuermann, Jari Veijalainen",Report on the NSF Workshop on Building an Infrastructure for Mobile and Wireless Systems,SIGMOD Record,2002.0,"S. Conrad, W. Hasselbring, U. Hohenstein, R.-D. Kutsche, M. Roantree, G. Saake, F. Saltor",Engineering federated information systems: report of EEFIS '99 workshop,ACM SIGMOD Record,1999,0
309,journals/sigmod/Konig-RiesMMPPRSVW02,335427,"Ouri Wolfson, S. A. M. Makki, Kia Makki, Charles E. Perkins, Birgitta Knig-Ries, Peter L. Reiher, Niki Pissinou, Peter Scheuermann, Jari Veijalainen",Report on the NSF Workshop on Building an Infrastructure for Mobile and Wireless Systems,SIGMOD Record,2002.0,"Simonas altenis, Christian S. Jensen, Scott T. Leutenegger, Mario A. Lopez",Indexing the positions of continuously moving objects,International Conference on Management of Data,2000,0
310,journals/sigmod/Konig-RiesMMPPRSVW02,362096,"Ouri Wolfson, S. A. M. Makki, Kia Makki, Charles E. Perkins, Birgitta Knig-Ries, Peter L. Reiher, Niki Pissinou, Peter Scheuermann, Jari Veijalainen",Report on the NSF Workshop on Building an Infrastructure for Mobile and Wireless Systems,SIGMOD Record,2002.0,"Kun-Lung Wu, Philip S. Yu",Report on second international workshop on advanced issues of E-commerce and Web-based information systems,ACM SIGMOD Record,2000,0
311,journals/sigmod/KuanL99,304195,"Paul H. Lewis, Joseph Kuan",A Study on Data Point Search for HG-Trees,SIGMOD Record,1999.0,Christian Hidber,Online association rule mining,International Conference on Management of Data,1999,0
312,journals/sigmod/KuanL99,344853,"Paul H. Lewis, Joseph Kuan",A Study on Data Point Search for HG-Trees,SIGMOD Record,1999.0,Serge Abiteboul,On views and XML,ACM SIGMOD Record,1999,0
313,journals/sigmod/LabrinidisR00,344794,"Alexandros Labrinidis, Nick Roussopoulos",Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,SIGMOD Record,,"Alexandros Labrinidis, Nick Roussopoulos",Generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,ACM SIGMOD Record,2000,1
314,journals/sigmod/Lee95,212008,Byung Suk Lee,Normalization in OODB Design,SIGMOD Record,1995.0,Byung S. Lee,Normalization in OODB design,ACM SIGMOD Record,1995,1
315,journals/sigmod/LenzVJS03,344825,"Manfred A. Jeusfeld, Hans-Joachim Lenz, Panos Vassiliadis, Martin Staudt",Report on the 5th international workshop on the design and management of data warehouses (DMDW'03),SIGMOD Record,2003.0,"Stella Gatziu, Manfred Jeusfeld, Martin Staudt, Yannis Vassiliou",Design and management of data warehouses report on the DMDW'99 workshop,ACM SIGMOD Record,1999,0
316,journals/sigmod/LometBCLN98,671163,"Roger S. Barga, David B. Lomet, Per-ke Larson, Surajit Chaudhuri, Vivek R. Narasayya",The Microsoft Database Research Group,SIGMOD Record,1998.0,"Dimitris Papadias, Nikos Mamoulis, Vasilis Delis",Algorithms for Querying by Spatial Structure,Very Large Data Bases,1998,0
317,journals/sigmod/LudascherMM01,603876,"Reagan Moore, Bertram Ludscher, Richard Marciano","Preservation of Digital Data with Self-Validating, Self-Instantiating Knowledge-Based Archives",,2001.0,"Bertram Ludscher, Richard Marciano, Reagan Moore","Preservation of digital data with self-validating, self-instantiating knowledge-based archives",ACM SIGMOD Record,2001,1
318,journals/sigmod/Mackay99,309852,D. Scott Mackay,Semantic Integration of Environmental Models for Application to Global Information Systems and Decision-Making,SIGMOD Record,1999.0,D. Scott Mackay,Semantic integration of environmental models for application to global information systems and decision-making,ACM SIGMOD Record,1999,1
319,journals/sigmod/Manola98,273267,Frank Manola,Towards a Richer Web Object Model,SIGMOD Record,1998.0,Frank Manola,Towards a richer Web object model,ACM SIGMOD Record,1998,1
320,journals/sigmod/MotroA03,959085,"Amihai Motro, Troels Andreasen",Report on FQAS 2002: fifth international conference on flexible query answering systems,SIGMOD Record,2003.0,"Amihai Motro, Troels Andreasen",Report on FQAS 2002: fifth international conference on flexible query answering systems,ACM SIGMOD Record,2003,1
321,journals/sigmod/Naughton00,872783,Jeffrey F. Naughton,SIGMOD'2000 Program Chair's Message,SIGMOD Record,2000.0,"Jaewoo Kang, Jeffrey F. Naughton",On schema matching with opaque column names and data values,International Conference on Management of Data,2003,0
322,journals/sigmod/NobleS95,219730,"Brian Noble, Mahadev Satyanarayanan",A Research Status Report on Adaptation for Mobile Data Access,SIGMOD Record,1995.0,"Brian D. Noble, M. Satyanarayanan",A research status report on adaptation for mobile data access,ACM SIGMOD Record,1995,1
323,journals/sigmod/NormanZT96,233364,"Michael G. Norman, Peter Thanisch, Thomas Zurek",Much Ado About Shared-Nothing,SIGMOD Record,1996.0,"Latha S. Colby, Timothy Griffin, Leonid Libkin, Inderpal Singh Mumick, Howard Trickey",Algorithms for deferred view maintenance,International Conference on Management of Data,1996,0
324,journals/sigmod/NormanZT96,234892,"Michael G. Norman, Peter Thanisch, Thomas Zurek",Much Ado About Shared-Nothing,SIGMOD Record,1996.0,"Michael G. Norman, Thomas Zurek, Peter Thanisch",Much ado about shared-nothing,ACM SIGMOD Record,1996,1
325,journals/sigmod/OConnellW03,765521,"N. Winterbottom, S. J. O'Connell",Performing Jobs without Decompression in a Compressed Database System,SIGMOD Record,2003.0,"Eric N. Hanson, I.-Cheng Chen, Roxana Dastur, Kurt Engel, Vijay Ramaswamy, Wendy Tan, Chun Xu",A flexible and recoverable client/server database event notification system,The VLDB Journal  The International Journal on Very Large Data Bases,1998,0
326,journals/sigmod/OukselS99,223891,"Amit P. Sheth, Aris M. Ouksel",Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,SIGMOD Record,1999.0,"Leon Shklar, Amit Sheth, Vipul Kashyap, Satish Thatte",InfoHarness: a system for search and retrieval of heterogeneous information,International Conference on Management of Data,1995,0
327,journals/sigmod/PalpanasPKG03,945722,"Dimitrios Gunopulos, Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki",Distributed deviation detection in sensor networks,SIGMOD Record,2003.0,"Mario A. Nascimento, Jrg Sander, Jeffrey Pound",Analysis of SIGMOD's co-authorship graph,ACM SIGMOD Record,2003,0
328,journals/sigmod/PhatakSSS96,381897,"S. Seshadri, Nandlal L. Sarda, D. B. Phatak, S. Sudarshan","Database Research at the Indian Institute of Technology, Bombay",SIGMOD Record,1996.0,"D. B. Phatak, N. L. Sarda, S. Seshadri, S. Sudarshan","Database research at the Indian Institute of Technology, Bombay",ACM SIGMOD Record,1996,1
329,journals/sigmod/PhatakSSS96,672966,"S. Seshadri, Nandlal L. Sarda, D. B. Phatak, S. Sudarshan","Database Research at the Indian Institute of Technology, Bombay",SIGMOD Record,1996.0,"Sarabjot S. Anand, David A. Bell, John G. Hughes",An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,Very Large Data Bases,1994,0
330,journals/sigmod/PitouraB95,765538,"Bharat K. Bhargava, Evaggelia Pitoura",A Framework for Providing Consistent and Recoverable Agent-Based Access to Heterogeneous in Mobile Databases,SIGMOD Record,1995.0,"Haitao Jiang, Ahmed K. Elmagarmid",Spatial and temporal content-based access to hypervideo databases,The VLDB Journal  The International Journal on Very Large Data Bases,1998,0
331,journals/sigmod/PossasMCR00,369278,"Mrcio de Carvalho, Rodolfo F. Resende, Bruno Pssas, Wagner Meira Jr.",Using Quantitative Information for Efficient Association Rule Generation,SIGMOD Record,2000.0,"B. Pssas, M. Carvalho, R. Resende, W. Meita, Jr.",Using quantitative information for efficient association rule generation,ACM SIGMOD Record,2000,1
332,journals/sigmod/Qian97,248618,Xiaolei Qian,Opportunities in Information Management and Assurance,SIGMOD Record,1997.0,Xiaolei Qian,Opportunities in information management and assurance,ACM SIGMOD Record,1997,1
333,journals/sigmod/RosenthalSMBTL95,212020,"Arnon Rosenthal, Edward Lafferty, Leonard J. Seligman, Catherine D. McCollum, Bhavani M. Thuraisingham, Barbara T. Blaustein",Data Management Research at The MITRE Corporation,SIGMOD Record,1995.0,"Arnon Rosenthal, Len Seligman, Catherine McCollum, Barbara Blaustein, Bhavani Thuraisingham, Edward Lafferty",Data management research at the MITRE Corporation,ACM SIGMOD Record,1995,1
334,journals/sigmod/Rosneblatt94,190649,Bill Rosneblatt,Unix RDBMS: The Next Generation,SIGMOD Record,1994.0,Bill Rosenblatt,Unix RDBMS: the next generation what are the Unix relational-database vendors doing to survive in the next generation of client/server environments,ACM SIGMOD Record,1994,1
335,journals/sigmod/RossCGLLM01,641001,"Per-ke Larson, Luis Gravano, Stefano Ceri, Leonid Libkin, Tova Milo, Kenneth A. Ross",Reminiscences on Influential Papers,SIGMOD Record,2001.0,Kenneth A. Ross,Reminiscences on influential papers,ACM SIGMOD Record,2003,0
336,journals/sigmod/RossFS02,601875,"Kenneth A. Ross, Kyuseok Shim, Mary F. Fernandez",Reminiscences on Influential Papers,SIGMOD Record,2002.0,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",Reminiscences on influential papers,ACM SIGMOD Record,2002,0
337,journals/sigmod/RossGN03,564794,"Jeffrey F. Naughton, Minos N. Garofalakis, Kenneth A. Ross",Reminiscences an Influential Papers,SIGMOD Record,2003.0,"Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",Querying and mining data streams: you only get one look a tutorial,International Conference on Management of Data,2002,0
338,journals/sigmod/RossHLW01,764214,"James R. Hamilton, Limsoon Wong, Kenneth A. Ross, Laks V. S. Lakshmanan",Reminiscences Influential Papers,SIGMOD Record,2001.0,"R. Braumandl, J. Claussen, A. Kemper, D. Kossmann",Functional-join processing,The VLDB Journal  The International Journal on Very Large Data Bases,2000,0
339,journals/sigmod/SantucciT96,245898,"Giuseppe Santucci, Laura Tarantino",To Table or Not to Table: a Hypertabular Answer,SIGMOD Record,1996.0,"Giuseppe Santucci, Laura Tarantino",To table or not to table: a hypertabular answer,ACM SIGMOD Record,1996,1
340,journals/sigmod/ShahMFH01,604282,"Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein, Mehul A. Shah",Java Support for Data-Intensive Systems: Experiences Building the Telegraph Dataflow System,SIGMOD Record,2001.0,"Mehul A. Shah, Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein",Java support for data-intensive systems: experiences building the telegraph dataflow system,ACM SIGMOD Record,2001,1
341,journals/sigmod/ShethBS99,310067,"Amit P. Sheth, Kshitij Shah, Clemens Bertram",VideoAnywhere: A System for Searching and Managing Distributed Video Assets,SIGMOD Record,1999.0,"Amit Sheth, Clemens Bertram, Kshitij Shah",Video anywhere: a system for searching and managing distributed heterogeneous video assets,ACM SIGMOD Record,1999,1
