id,movie_name,year,directors,actors,critic_rating,genre,pg_rating,duration
3174,Bella,2007,Alejandro Gomez Monteverde,"Eduardo Verastegui,Tammy Blanchard,Manny Perez,Ali Landry,Ramon Rodriguez",3,"Drama, Foreign, Romance",Rated PG-13,86 minutes
3175,My Kid Could Paint That,2007,,,3,Documentary,Rated PG-13,82 minutes
3176,Dan in Real Life,2007,Peter Hedges,"Steve Carell,Juliette Binoche,Dane Cook,Norbert Leo Butz,John Mahoney,Dianne Wiest,Emily Blunt",3,"Comedy, Romance",Rated PG-13,98 minutes
3177,Great World of Sound,2007,Craig Zobel,"Pat Healy,Kene Holliday,Rebecca Mader,John Baker,Robert Longstreet",3,"Drama, Indie",Rated R,106 minutes
3178,Before the Devil Knows You're Dead,2007,Sidney Lumet,"Philip Seymour Hoffman,Ethan Hawke,Albert Finney,Marisa Tomei,Rosemary Harris,Michael Shannon,Bryan F. O'Byrne,Amy Ryan",4,"Crime, Drama, Thriller",Rated R,117 minutes
3179,Jimmy Carter Man from Plains,2007,,,3,Documentary,Rated PG,125 minutes
3180,Music Within,2007,Steven Sawalich,"Ron Livingston,Hector Elizondo,Michael Sheen,Yul Vazquez,Rebecca De Mornay,Leslie Nielsen,Melissa George",2.5,"Drama, Indie",Rated R,94 minutes
3181,American Gangster,2007,Ridley Scott,"Denzel Washington,Russell Crowe,Chiwetel Ejiofor,Josh Brolin,Cuba Gooding Jr.,RZA,Ruby Dee,Carla Gugino,Armand Assante,Ted Levine",4,"Action, Crime, Drama, Thriller",Rated R,157 minutes
3182,The Gates,2007,"Antonio Ferrera,Albert Maysles",,3,Documentary,Rated NR,
3183,Pierrepoint: The Last Hangman,2007,Adrian Shergold,"Timothy Spall,Juliet Stevenson,Eddie Marsan,Clive Francis,Mary Stockley",3.5,"Drama, Foreign",Rated R,98 minutes
3184,Wristcutters: A Love Story,2007,,"Patrick Fugit,Shannyn Sossamon,Shea Whigham",2.5,"Comedy, Drama, Indie, Romance",Rated R,88 minutes
3185,Martian Child,2007,Menno Meyjes,"John Cusack,Bobby Coleman,Amanda Peet,Joan Cusack,Oliver Platt",2,"Drama, Family, Indie, Science Fiction",Rated PG,106 minutes
3186,Bee Movie,2007,"Steve Hickner,Simon J. Smith","Jerry Seinfeld,Renee Zellweger,Matthew Broderick,John Goodman,Chris Rock,Oprah Winfrey",2,"Adventure, Animation, Comedy, Family",Rated PG,91 minutes
3187,No Country for Old Men,2007,,"Tommy Lee Jones,Josh Brolin,Javier Bardem,Woody Harrelson,Kelly MacDonald,Tess Harper,Stephen Root",4,"Crime, Drama, Suspense, Thriller",Rated R,122 minutes
3188,Romance and Cigarettes,2007,,"James Gandolfini,Susan Sarandon,Kate Winslet,Steve Buscemi,Bobby Cannavale,Elaine Stritch,Mary-Louise Parker,Aida Turturro,Eddie Izzard,Christopher Walken,Amy Sedaris,Mandy Moore",4,"Comedy, Music, Romance",Rated R,105 minutes
3189,Rails & Ties,2007,Alison Eastwood,"Kevin Bacon,Marcia Gay Harden,Miles Heizer,Eugene Byrd,Bonnie Root",2.5,"Drama, Indie",Rated PG-13,101 minutes
3190,Fred Claus,2007,David Dobkin,"Vince Vaughn,Paul Giamatti,Miranda Richardson,Kevin Spacey,Kathy Bates,Ludacris,Rachel Weisz",2,"Action, Comedy, Drama, Holiday",Rated PG,116 minutes
3191,P2,2007,Franck Khalfoun,"Rachel Nichols,Wes Bentley,Simon Reynolds",3,"Horror, Thriller",Rated R,98 minutes
3192,Ballad of Narayama,1958,Keisuke Kinoshita,"Kinuyo Tanaka,Teiji Takahashi,Yûko Mochizuki",4,,Rated NR,98 minutes
3193,La Ceremonie,1995,Claude Chabrol,"Sandrine Bonnaire,Isabelle Huppert,Jacqueline Bisset,Jean-Pierre Cassel",4,"Drama, Foreign, Thriller",Rated NR,111 minutes
3194,La Collectionneuse,1967,Eric Rohmer,"Patrick Bauchau,Haydée Politoff",4,"Comedy, Drama, Foreign, Romance",,89 minutes
3195,Spirited Away,2002,,"Daveigh Chase,Suzanne Pleshette,Jason Marsden,David Ogden Stiers,Lauren Holly,John Ratzenberger",4,"Adventure, Animation, Family, Foreign",Rated PG,124 minutes
3196,French Cancan,1954,,,4,"Comedy, Drama, Musical",Rated Unrated,102 minutes
3197,Cléo from 5 to 7,1962,Agnès Varda,"Corinne Marchand,Antoine Bourseiller,Dominique Davray,Dorothée Blanck",4,"Comedy, Drama, Foreign, Music",,90 minutes
3198,The Life of Oharu,1952,,,4,,Rated Unrated,148 minutes
3199,Mulholland Dr.,2001,,,4,"Drama, Mystery, Romance, Thriller",Rated R,147 minutes
3200,The Pledge,2001,Sean Penn,"Jack Nicholson,Robin Wright Penn,Aaron Eckhart,Sam Shepard,Mickey Rourke,Benicio Del Toro,Helen Mirren",4,"Crime, Drama, Mystery, Thriller",Rated R,124 minutes
3201,Monsieur Hire,1989,Patrice Leconte,"Sandrine Bonnaire,Luc Thuillier,Andre Wilms",4,"Crime, Drama, Foreign, Thriller",Rated PG-13,88 minutes
3202,Spirit of the Beehive,1973,,"Ana Torrent,Isabel Telleria,Teresa Gimpera,Jose Villasante,Juan Margallo",4,"Drama, Fantasy, Foreign",Rated NR,97 minutes
3203,Veronika Voss,1982,,,4,"Crime, Drama",Rated R,105 minutes
3204,The Match Factory Girl,1990,,,4,"Comedy, Drama, Foreign, Indie",,66 minutes
3205,Nosferatu the Vampyre,1979,,"Klaus Kinski,Isabelle Adjani",4,"Drama, Foreign, Horror, Indie",Rated R,107 minutes
3206,Shadow of a Doubt,1943,Alfred Hitchcock,"Joseph Cotten,Macdonald Carey,Henry Travers,Patricia Collinge,Hume Cronyn",4,"Crime, Drama, Film Noir, Thriller",Rated PG,108 minutes
3207,A Man Escaped,1956,,,4,"Drama, Foreign, Indie",Rated Unrated,99 minutes
3208,Stagecoach,1939,,,4,"Action, Drama, Western",Rated NR,96 minutes
3209,My Man Godfrey,1936,Gregory La Cava,"Carole Lombard,William Powell,Eugene Pallette,Gail Patrick,Alice Brady,Jean Dixon,Mischa Auer",4,"Comedy, Romance",,94 minutes
3210,Rocco and His Brothers,1960,,,4,"Crime, Drama, Foreign, Indie, Thriller",,168 minutes
3211,Winter Light,1962,,,4,"Drama, Foreign, Indie",Rated NR,81 minutes
3212,Mishima: A Life in Four Chapters,1985,Paul Schrader,"Ken Ogata,Mashayuki Shionoya,Hiroshi Mikami,Naoko Otani,Ken Ogata,Masayuki Shionoya,Junkichi Orimoto",4,"Drama, Foreign",Rated R,121 minutes
3213,What Ever Happened to Baby Jane?,1962,,"Bette Davis, Joan Crawford",4,"Drama, Thriller",Rated NR,135 minutes
3214,The Best Years of Our Lives,1946,,,4,"Drama, History, Romance",,172 minutes
3215,Diva,2008,Jean-Jacques Beineix,"Frederic Andrei,Wilhelmenia Wiggins Fernandez,Thuy An Luu,Dominique Pinon,Richard Bohringer",4,"Action, Drama, Foreign, Music, Thriller",Rated R,117 minutes
3216,Vengeance is Mine,1980,Shohei,"Ken Ogata,Rentaro Mikuni,Chocho Mikayo,Mitsuka Baisho",4,"Crime, Drama, Foreign",,139 minutes
3217,Ordet,1955,Carl Theodor Dreyer,,4,"Drama, Foreign, Indie",,126 minutes
3218,Dog Day Afternoon,1975,Sidney Lumet,"Al Pacino,John Cazale,Charles Durning,Chris Sarandon,Dominic Chianese,Carol Kane",4,"Crime, Drama, Thriller",Rated R,120 minutes
3219,Mephisto,1982,,"Klaus Maria Brandauer,Krystyna Janda,Ildiko Bansagi,Karin Boyd",4,"Drama, Foreign, War",Rated NR,144 minutes
3220,L.A. Confidential,1997,Curtis Hanson,"Kevin Spacey,Russell Crowe,Guy Pearce,James Cromwell,Kim Basinger,David Strathairn,Ron Rifkin",4,"Crime, Drama, Mystery, Neo-noir, Thriller",Rated R,138 minutes
3221,Johnny Guitar,1954,,,4,"Drama, Western",,110 minutes
3222,Triumph of the Will,1935,Leni Riefenstahl,,4,"Documentary, Foreign",Rated NR,114 minutes
3223,Cool Hand Luke,1967,,,4,"Crime, Drama",Rated PG,126 minutes
3224,Through a Glass Darkly,1961,,"Harriet Andersson,Max von Sydow,Gunnar Bjornstrand,Lars Passgard",4,"Drama, Foreign, Indie",Rated NR,89 minutes
3225,Baraka,1993,,,4,"Documentary, Indie",Rated G,96 minutes
3226,A Prairie Home Companion,2006,Robert Altman,"Woody Harrelson,Garrison Keillor,Meryl Streep,Lily Tomlin,Tommy Lee Jones,Kevin Kline,Virginia Madsen,John C. Reilly,Lindsay Lohan,L.Q. Jones,Maya Rudolph,Tim Russell,Sue Scott",4,"Comedy, Drama, Music",Rated PG-13,105 minutes
3227,Magnolia,1999,,"Jason Robards,Julianne Moore,Tom Cruise,Philip Seymour Hoffman,John C. Reilly,William H. Macy,Philip Baker Hall,Ricky Jay,Melora Walters,Alfred Molina,Jeremy Blackman",4,"Drama, Indie, Romance",Rated R,188 minutes
3228,The Last Temptation of Christ,1988,,,4,Drama,Rated R,164 minutes
3229,Adaptation,2002,Spike Jonze,"Nicolas Cage,Meryl Streep,Chris Cooper,Tilda Swinton,Brian Cox,Cara Seymour,Maggie Gyllenhaal",4,"Comedy, Crime, Drama",Rated R,114 minutes
3230,After Hours,1985,Martin Scorsese,"Griffin Dunne,Rosanna Arquette,Linda Fiorentino,Verna Bloom,Thomas Chong,John Heard,Catherine O'Hara,Cheech Marin",4,"Comedy, Thriller",Rated R,94 minutes
3231,"The Godfather, Part II",1974,Francis Ford Coppola,"Diane Keaton,Robert DeNiro,John Cazale,Lee Strasberg,G.D. Spradlin,Talia Shire,Michael V. Gazzo,Bruno Kirby,Abe Vigoda",4,"Action, Crime, Drama, Thriller",Rated R,200 minutes
3232,The Silence,1963,,,4,"Comedy, Drama, Foreign, Indie, Romance",,96 minutes
3233,Withnail and I,1987,,,4,"Comedy, Drama",Rated R,107 minutes
3234,Chop Shop,2008,Ramin Bahrani,"Alejandro Polanco,Isamar Gonzales,Ahmad Razvi,Carlos Zapata,Rob Sowulski",4,"Drama, Indie",Rated NR,84 minutes
3235,Secrets and Lies,1996,,"Timothy Spall,Marianne Jean-Baptiste,Brenda Blethyn,Phyllis Logan,Claire Rushbrook,Lee Ross,Elizabeth Berrington",4,"Comedy, Drama, Foreign",Rated R,144 minutes
3236,Exotica,1994,,"Bruce Greenwood,Mia Kirshner,Elias Koteas,Don McKellar,Sarah Polley,Victor Garber",4,"Drama, Indie, Romance",Rated R,103 minutes
3237,Waking Life,2001,Richard Linklater,,4,"Animation, Drama, Fantasy, Indie",Rated R,99 minutes
3238,The Double Life of Veronique,1991,Krzysztof Kieslowski,"Irene Jacob,Philippe Volter,Jerzy Gudejko,Guillaume de Tonquedec,Claude Duneton,Lorraine Evanoff",4,"Drama, Foreign, Indie, Thriller",Rated NR,96 minutes
3239,Mon Oncle Antoine,1971,,,4,"Comedy, Drama",,104 minutes
3240,La Belle Noiseuse,1992,Jacques Rivette,"Michel Piccoli,Jane Birkin,Emmanuelle Beart",4,"Drama, Foreign, Romance",Rated NR,240 minutes
3241,The Thief of Bagdad,1940,"Michael Powell,Ludwig Berger,Tim Whelan","Sabu,John Justin,Conrad Veidt,Rex Ingram,June Duprez",4,"Action, Adventure, Family, Fantasy, Foreign, Science Fiction",,106 minutes
3242,The Cabinet of Dr. Caligari,1920,Robert Wiene,"Werner Krauss,Conrad Veidt,Lil Dagover,Friedrich Feher",4,"Crime, Drama, Foreign, Horror, Thriller",Rated NR,71 minutes
3243,Tender Mercies,1983,,,4,"Drama, Music, Romance",Rated PG,102 minutes
3244,Man With a Movie Camera,1929,,,4,"Documentary, Drama, Foreign",Rated No MPAA rating,73 minutes
3245,Rio Bravo,1959,,,4,"Action, Drama, Western",Rated NR,141 minutes
3246,Souls For Sale,1923,,"Eleanor Boardman,Richard Dix,Lew Cody,Mae Busch,Barbara La Marr,Frank Mayo",4,,,90 minutes
3247,In a Lonely Place,1950,,,4,"Drama, Film Noir, Mystery, Thriller",,94 minutes
3248,"Spring, Summer, Fall, Winter... and Spring",2003,,,4,"Drama, Foreign",Rated R,103 minutes
3249,Barry Lyndon,1975,,"Ryan O'Neal,Marisa Berenson,Patrick Magee,Hardy Kruger,Leonard Rossiter,Michael Hordern",4,"Drama, Foreign, Romance, War",Rated PG,184 minutes
3250,The Grey Zone,2002,,"David Arquette,Daniel Benzali,Steve Buscemi,David Chandler,Allan Corduner,Harvey Keitel,Natasha Lyonne,Mira Sorvino",4,"Drama, War",Rated R,108 minutes
3251,Richard III,1996,,"Ian McKellen,Annette Bening,John Wood,Matthew Groom,Nigel Hawthorne,Maggie Smith,Robert Downey Jr.,Kristin Scott Thomas,Jim Broadbent",4,"Documentary, Drama, Science Fiction, Thriller",Rated R,104 minutes
3252,"Leon Morin, Priest",1961,,"Jean-Paul Belmondo,Emmanuelle Riva,Irene Tunc,Nicole Mirel",4,"Drama, Foreign",Rated No MPAA rating,130 minutes
3253,Mon oncle d'Amerique,1980,,,4,"Comedy, Drama, Foreign, Romance, Thriller",Rated PG,125 minutes
3254,The Red Shoes,1948,,,4,"Drama, Foreign, Romance",Rated NR,133 minutes
3255,25th Hour,2003,Spike Lee,"Edward Norton,Philip Seymour Hoffman,Barry Pepper,Rosario Dawson,Anna Paquin,Brian Cox",4,"Crime, Drama",Rated R,132 minutes
3256,Caché,2006,,"Juliette Binoche,Daniel Auteuil,Maurice Benichou,Annie Girardot,Bernard Le Coq,Daniel Duval",4,"Action, Drama, Foreign, Romance, Thriller",Rated R,117 minutes
3257,The Hairdresser's Husband,1990,Patrice Leconte,"Jean Rochefort,Anna Galiena,Roland Bertin,Maurice Chevit,Anne-Marie Pisani",4,"Comedy, Drama, Foreign, Romance",Rated NR,82 minutes
3258,Make Way for Tomorrow,1937,,,4,"Drama, Romance",,91 minutes
3259,Eternal Sunshine of the Spotless Mind,2004,Michel Gondry,"Jim Carrey,Kate Winslet,Tom Wilkinson,Mark Ruffalo,Elijah Wood,Kirsten Dunst,Thomas Jay Ryan,Jane Adams,David Cross,Gerry Robert Byrne",4,"Comedy, Drama, Fantasy, Romance, Science Fiction",Rated R,108 minutes
3260,Pink Floyd: The Wall,1982,,,4,"Drama, Foreign, Music",Rated R,95 minutes
3261,The Big Lebowski,1998,Joel Coen,"Jeff Bridges,John Goodman,Julianne Moore,Steve Buscemi,David Huddleston,John Turturro,Tara Reid,Philip Seymour Hoffman",4,"Comedy, Crime",Rated R,117 minutes
3262,Viridiana,1961,,,4,"Comedy, Drama, Foreign, Indie",Rated Unrated,90 minutes
3263,Metropolis,1927,Fritz Lang,"Brigitte Helm,Alfred Abel,Gustav Froehlich,Rudolf Klein-Rogge,Heinrich George",4,"Drama, Foreign, Science Fiction",Rated NR,153 minutes
3264,Come and See,1985,,,4,"Action, Drama, Foreign, History, War",Rated Unrated,136 minutes
3265,Lost in Translation,2003,,"Bill Murray,Scarlett Johansson,Giovanni Ribisi,Anna Faris,Yutaka Tadokoro",4,"Comedy, Drama",Rated R,105 minutes
3266,The Only Son,1936,,,4,"Drama, Foreign",Rated Unrated,87 minutes
3267,Mystery Train,1989,,"Masatoshi Nagase,Youki Kudoh,Screamin' Jay Hawkins,Cinque Lee,Nicoletta Braschi,Elizabeth Bracco,Joe Strummer,Rick Aviles,Steve Buscemi",4,"Comedy, Drama, Indie, Thriller",Rated R,113 minutes
3268,The Circus,1928,,,4,"Comedy, Drama, Family, Romance",Rated Unrated,71 minutes
3269,Superman,1978,,,4,"Action, Family, Fantasy, Science Fiction",Rated PG,143 minutes
3270,Red Beard,1969,,"Yuzo Kayama,Yoshio Tsuchiya,Reiko Dan",4,"Drama, Foreign, Indie",,185 minutes
3271,Shoah,1985,,,4,Documentary,,563 minutes
3272,Senso,1954,,,4,"Drama, Foreign, History, Romance",Rated Unrated,118 minutes
3273,Heart of Glass,1976,Werner Herzog,,4,"Drama, Foreign",,94 minutes
3274,Diary of a Country Priest,1951,,,4,"Drama, Foreign, Indie, Mystery",Rated Unrated,115 minutes
3275,Pale Flower,1964,,,4,"Action, Drama, Foreign, Thriller",Rated Unrated,96 minutes
3276,An Autumn Afternoon,1962,,,4,"Drama, Foreign, Indie",Rated Unrated,112 minutes
3277,Badlands,1973,,,4,"Drama, Romance, Thriller",Rated PG,95 minutes
3278,A.I. Artificial Intelligence,2001,,"Haley Joel Osment,Jude Law,William Hurt,Frances O'Connor,Sam Robards,Brendan Gleeson",4,"Drama, Horror, Science Fiction",Rated PG-13,145 minutes
3279,Seven,1995,David Fincher,"Brad Pitt,Morgan Freeman,Gwyneth Paltrow,Richard Roundtree",4,"Action, Drama",Rated R,127 minutes
3280,Departures,2009,Yojiro Takita,"Masahiro Motoki,Ryoko Hirosue,Tsutomu Yamazaki,Yo Kimiko,Kazuko Yoshiyuki",4,"Drama, Foreign, Music",Rated PG-13,130 minutes
3281,Contact,1997,Robert Zemeckis,"Jodie Foster,Matthew McConaughey,James Woods,John Hurt,Tom Skerritt,William Fichtner,David Morse,Angela Bassett,Rob Lowe",4,"Drama, Mystery, Science Fiction",Rated PG,150 minutes
3282,The Man Who Shot Liberty Valance,1962,,,4,"Action, Mystery, Thriller, Western",Rated Unrated,123 minutes
3283,The Killing,1956,,,4,"Action, Crime, Drama, Thriller",Rated NR,85 minutes
3284,"Ivan the Terrible, Parts I & II",1958,,,4,,Rated Unrated,88 minutes
3285,Smiles of a Summer Night,1955,Ingmar Bergman,"Ulla Jacobsson,Eva Dahlbeck,Harriet Andersson",4,"Comedy, Drama, Foreign, Romance",,108 minutes
3286,Harakiri,1962,,,4,"Drama, Foreign",Rated Unrated,135 minutes
3287,Diary of a Lost Girl,1929,,,4,"Drama, Foreign",,104 minutes
3288,Late Spring,1972,,,4,"Drama, Foreign, Indie",,108 minutes
3289,Chuck Jones: Three Cartoons,,,,4,,,
3290,The Gospel According to St. Matthew,1964,,,4,"Drama, Foreign, Indie",,137 minutes
3291,The Enigma of Kaspar Hauser,1974,Werner Herzog,,4,"Drama, Foreign, History",Rated NR,110 minutes
3292,Last Tango in Paris,1972,,"Marlon Brando,Maria Schneider,Jean-Pierre Leaud",4,"Drama, Foreign, Romance",Rated NC-17,129 minutes
3293,El Norte,1983,Gregory Nava,"Zaide Silvia Gutierrez,David Villalpando,Ernesto Gomez Cruz,Alicia del Lago,Trinidad Silva",4,"Adventure, Drama, Indie",,141 minutes
3294,3 Women,1977,,"Shelley Duvall,Janice Rule,Robert Fortier,Ruth Nelson,John Cromwell",4,"Drama, Indie",Rated PG,125 minutes
3295,Playtime,1967,,,4,"Comedy, Drama, Foreign",,124 minutes
3296,Pixote,1981,,,4,"Crime, Drama",,128 minutes
3297,The Battle of Algiers,1968,Gillo Pontecorvo,"Brahim Haggiag,Jean Martin,Yacef Saadi,Tommaso Neri,Samia Kerbash",4,"Drama, Foreign, History, War",Rated NR,121 minutes
3298,A Woman's Tale,1992,,"Sheila Florance,Gosia Dobrowolska,Norman Kaye",4,,Rated PG-13,94 minutes
3299,Easy Rider,1969,,"Peter Fonda,Dennis Hopper,Antonio Mendoza,Phil Spector,Jack Nicholson",4,"Action, Adventure, Crime, Drama, Indie",Rated R,94 minutes
3300,The Big Red One,1980,,"Lee Marvin,Mark Hamill,Robert Carradine,Bobby Di Cicco,Kelly Ward,Siegfried Rauch,Stephanie Audran",4,"Action, Adventure, Drama, War",Rated PG,113 minutes
3301,The River,1951,,"Arthur Shields,Radha,Adrienne Corri,Thomas E. Breen,Patricia Walters,Suprova Mukerjee,June Hillman",4,"Drama, Romance",,99 minutes
3302,The Phantom of the Opera,1925,,,4,"Drama, Horror, Musical",,93 minutes
3303,Fanny and Alexander,1983,,"Pernilla Allwin,Bertil Guve,Jan Malmsjo,Erland Josephson,Kabi Laretei,Gunn Wallgren,Ewa Froling,Gunnar Bjornstrand",4,"Drama, Fantasy, Foreign, Mystery",Rated R,188 minutes
3304,The Scarlet Empress,1934,,,4,"Drama, Romance",,104 minutes
3305,Inherit the Wind,1960,,,4,Drama,,128 minutes
3306,Samurai Rebellion,1967,Masaki Kobayashi,"Toshiro Mifune,Yoko Tsukasa,Go Kato,Etsuko Ichihara",4,"Drama, Foreign",Rated G,128 minutes
3307,Cat People,1942,Jacques Tourneur,"Simone Simon,Kent Smith,Jane Randolph,Tom Conway,Jack Holt",4,"Drama, Film Noir, Horror, Suspense, Thriller",Rated NR,73 minutes
3308,Night Moves,1975,Arthur Penn,"Gene Hackman,Harris Yulin,Jennifer Warren,Janet Ward,Susan Clark,Melanie Griffith,Edward Binns,Susan Clark,James Woods,Melanie Griffith",4,"Mystery, Neo-noir, Suspense, Thriller",,100 minutes
3309,Ripley's Game,2002,,,4,"Drama, Thriller",,110 minutes
3310,A Year of the Quiet Sun,1984,,,4,"Drama, Foreign, Romance",Rated PG,106 minutes
3311,The Long Goodbye,1973,"Robert Altman,Edward Dmytryk,Howard Hawks,Paul Bogart,Dick Richards,Michael Winner",,4,"Crime, Drama, Mystery, Thriller",Rated R,112 minutes
3312,Breathless,1960,,,4,"Crime, Drama, Foreign, Indie",,90 minutes
3313,Bob le Flambeur,1955,,,4,"Action, Crime, Drama, Foreign",,98 minutes
3314,"The Good, the Bad and the Ugly",1968,,"Eli Wallach,Lee Van Cleef,Clint Eastwood",4,"Action, Adventure, Foreign, Western",Rated R,161 minutes
3315,Mon Oncle,1958,,,4,"Comedy, Foreign",,110 minutes
3316,Moonstruck,1988,Norman Jewison,"Cher,Nicolas Cage,Vincent Gardenia,Olympia Dukakis,Danny Aiello,Julie Bovasso,John Mahoney,Louis Guss,Feodor Chaliapin",4,"Comedy, Drama, Romance",Rated PG,100 minutes
3317,The Adventures of Robin Hood,1938,,,4,"Action, Adventure, Drama, Romance",Rated PG,102 minutes
3318,Paths of Glory,1957,,,4,"Drama, War",Rated NR,88 minutes
3319,"After Dark, My Sweet",1990,,,4,"Crime, Drama, Mystery, Neo-noir, Romance, Thriller",,114 minutes
3320,The Band Wagon,1953,,,4,"Comedy, Music",,
3321,Yojimbo,1961,,,4,"Action, Drama, Foreign, Indie, Thriller",Rated NR,110 minutes
3322,The Marriage of Maria Braun,1979,,"Hanna Schygulla,Klaus Lowitsch,Ivan Desny,Gottfried John,Gisela Uhlen,R.W. Fassbinder",4,Drama,Rated R,120 minutes
3323,Faust,1926,,,4,"Drama, Fantasy, Foreign, Science Fiction",,85 minutes
3324,Woodstock,1970,,,4,"Documentary, Music, Musical",Rated R,184 minutes
3325,The Shining,1980,Stanley Kubrick,,4,"Drama, Horror, Thriller",Rated R,142 minutes
3326,Howards End,1992,James Ivory,"Anthony Hopkins,Vanessa Redgrave,Emma Thompson,Helena Bonham-Carter",4,"Drama, Foreign, Romance",Rated PG,140 minutes
3327,Au revoir les enfants,1987,,,4,"Drama, Foreign, War",,104 minutes
3328,Army of Shadows,1969,,,4,"Drama, Foreign, History, Thriller",Rated NR,139 minutes
3329,Chimes at Midnight,1965,,,4,"Comedy, Drama, History",,117 minutes
3330,Cabiria,1914,Giovanni Pastrone,,4,"Drama, Foreign, History",Rated NR,148 minutes
3331,Moolaade,2007,,"Fatoumata Coulibaly,Maimouna Helene Diarra,Salimata Traore,Dominique Zeida,Mah Compaore",4,"Drama, Foreign",Rated NR,124 minutes
3332,WR: Mysteries of the Organism,1971,,"Milena Dravic,Jagoda Kaloper,Ivica Vidovic,Zoran Radmilovic,Tuli Kupferberg,Jackie Curtis,Michael Gelovani",4,"Comedy, Drama, Fantasy",,84 minutes
3333,Ace in the Hole,1951,Billy Wilder,"Kirk Douglas,Richard Benedict,Jan Sterling",4,"Drama, Film Noir",Rated NR,111 minutes
3334,Pan's Labyrinth,2006,,"Ivana Baquero,Maribel Verdu,Sergi Lopez,Ariadna Gil,Alex Angulo,Doug Jones",4,"Drama, Fantasy, Foreign, Science Fiction, War",Rated R,118 minutes
3335,Werckmeister Harmonies,2000,Agnes Hranitzky,,4,"Drama, Foreign",Rated NR,145 minutes
3336,Babel,2006,Alejandro Gonzalez Inarritu,,4,"Drama, Indie",Rated R,143 minutes
3337,Killer of Sheep,1977,,"Henry Gayle Sanders,Kaycee Moore",4,"Drama, Indie",,83 minutes
3338,The Great Dictator,1940,,"Chaplin,Jack Oakie,Paulette Goddard,Reginald Gardiner",4,Comedy,Rated G,125 minutes
3339,El Topo,1970,,"Alejandro Jodorowsky,Brontis Jodorowsky,Jose Legarreta,Alfonso Arau",4,"Action, Adventure, Drama, Foreign, Western",Rated NR,125 minutes
3340,Sansho the Bailiff,1954,Kenji Mizoguchi,,4,"Drama, Foreign, Indie",Rated NR,124 minutes
3341,Blade Runner: The Final Cut,1982,Ridley Scott,,4,"Drama, Science Fiction",Rated R,117 minutes
3342,Santa Sangre,1990,,"Axel Jodorowsky,Sabrina Dennison,Guy Stockwell,Blanca Guerra,Thelma Tixou,Jesus Juarez",4,"Drama, Fantasy, Foreign, Horror, Mystery, Science Fiction",Rated R,124 minutes
3343,The Leopard,1963,Luchino Visconti,,4,"Drama, Romance",Rated PG,185 minutes
3344,Scarface,1983,Brian DePalma,"Al Pacino,Steven Bauer,Michelle Pfeiffer,Robert Loggia",4,"Action, Adventure, Crime, Drama, Thriller",Rated R,170 minutes
3345,The Treasure of the Sierra Madre,1948,,,4,"Action, Adventure, Drama, Western",Rated NR,126 minutes
3346,Alien,1979,,,4,"Action, Horror, Science Fiction, Thriller",Rated R,117 minutes
3347,Tokyo Story,1953,Yasujiro Ozu,"Chishu Ryu,Chiyeko Higashiyama,So Yamamura,Haruko Sugimura,Setsuko Hara,Kyoto Kagawa,Shiro Osaka",4,"Drama, Foreign",,136 minutes
3348,Le Boucher,2003,,"Stephane Audran,Jean Yanne",4,"Comedy, Foreign",Rated PG,93 minutes
3349,Taxi Driver,1976,Martin Scorsese,"Robert De Niro,Jodie Foster,Albert Brooks,Harvey Keitel,Leonard Harris,Peter Boyle,Cybill Shepherd",4,"Crime, Drama, Thriller",Rated R,112 minutes
3350,Strangers on a Train,1951,Alfred Hitchcock,,4,"Crime, Drama, Film Noir, Mystery, Suspense, Thriller",Rated PG,101 minutes
3351,Amarcord,1974,Federico Fellini,"Magali Noel,Bruno Zamin,Pupella Maggio,Armando Drancia,Giuseppe Lanigro,Nando Orfei,Chiccio Ingrassia,Luigi Rossi",4,"Comedy, Drama, Foreign",Rated R,127 minutes
3352,West Side Story,1961,,,4,"Drama, Music, Musical, Romance",Rated NR,152 minutes
3353,The Manchurian Candidate,1962,John Frankenheimer,"Frank Sinatra,Laurence Harvey,Janet Leigh,Angela Lansbury,Henry Silva,James Gregory,Leslie Parrish,John McGiver,Khigh Dhiegh,James Edwards",4,"Drama, Thriller",Rated NR,126 minutes
3354,Mean Streets,1973,Martin Scorsese,"Robert De Niro,Harvey Keitel,David Proval,Amy Robinson,Richard Romanus",4,"Action, Crime, Drama",Rated R,110 minutes
3355,The Man Who Laughs,1928,,,4,"Drama, Horror",,110 minutes
3356,Touchez Pas au Grisbi,1954,,,4,"Action, Drama, Foreign, Thriller",,94 minutes
3357,Leolo,1993,,"Maxime Collin,Ginette Reno,Julien Guiomar",4,"Comedy, Drama, Fantasy, Foreign",Rated NR,107 minutes
3358,The Age of Innocence,1993,Martin Scorsese,"Daniel Day-Lewis,Michelle Pfeiffer,Winona Ryder,Geraldine Chaplin",4,"Drama, History, Romance",Rated PG,132 minutes
3359,The Rules of the Game,1939,Jean Renoir,,4,"Comedy, Drama, Foreign, Romance",,110 minutes
3360,Rebel Without a Cause,1955,,James Dean,4,Drama,Rated PG-13,111 minutes
3361,Safety Last,1923,,,4,"Comedy, Romance",,70 minutes
3362,Fitzcarraldo,1982,Werner Herzog,,4,"Action, Adventure, Drama, Foreign",Rated PG,157 minutes
