id,movie_name,year,directors,actors,movie_rating,genre,duration
5179,The Manhunt,1984,Fabrizio De Angelis,"Ethan Wayne, Henry Silva, Bo Svenson",4.8,"Action, Crime, Drama",91 min 
5180,City Limits,1984,Aaron Lipstadt,"John Stockwell, Darrell Larson, Rae Dawn Chong",2.1,"Sci-Fi, Action, Drama",86 min 
5181,Women in Fury,1984,Michele Massimo Tarantini,"Suzane Carvalho, Rossana Ghessa, Gloria Cristal",5.1,"Action, Drama, Thriller",90 min 
5182,The Lost Empire,1984,Jim Wynorski,"Melanie Vincz, Raven De La Croix, Angela Aames",5,"Action, Adventure, Comedy",83 min 
5183,Trancers,1984,Charles Band,"Tim Thomerson, Helen Hunt, Michael Stefani",6.2,"Action, Sci-Fi",76 min 
5184,Final Mission,1984,Cirio H. Santiago,"Richard Young, Christine L. Tudor, Jason Ross",4.5,"Action, Crime",101 min 
5185,Ghost Warrior,1984,J. Larry Carroll,"Hiroshi Fujioka, John Calvin, Janet Julian",5.2,"Action, Sci-Fi",81 min 
5186,Tong chiu ho fong nui,1984,Eddie Ling-Ching Fong,"Pat Ha, Alex Man, Kuo-Chu Chang",6.8,"Action, Drama",102 min 
5187,Panther Squad,1984,Pierre Chevalier,"Sybil Danning, Jack Taylor, Karin Schubert",3.1,"Action, Sci-Fi",77 min 
5188,Sohni Mahiwal,1984,Latif Faiziyev,"Sunny Deol, Poonam Dhillon, Pran",6.2,"Action, Adventure, Drama",142 min 
5189,Chain Gang,1984,Worth Keeter,"Earl Owensby, Barry Bell, Robert Bloodworth",4.5,"Action, Drama",90 min 
5190,Ninja Thunderbolt,1984,Ming Chin,"Richard Harrison, Don Wong, Yasuaki Kurata",4.1,Action,91 min 
5191,Nomad Riders,1984,Frank Roach,"Tony Laschi, Wayne Chema, Richard Kluck",5,Action,82 min 
5192,Hell Behind the Bars,1984,Gianni Siragusa,"Ajita Wilson, Rita Silva, Linda Jones",4.9,Action,82 min 
5193,Dragon Attack,1983,Yen-Ping Chu,"Jackie Chan, Brigitte Lin, Yu Wang",4.8,"Action, Adventure, Comedy",90 min 
5194,Shao Lin yu Wu Dang,1983,Chia-Hui Liu,"Chia-Hui Liu, Adam Cheng, Li Ching",7.3,Action,87 min 
5195,Ironmaster,1983,Umberto Lenzi,"Sam Pasco, Elvire Audray, George Eastman",4.5,"Action, Adventure",98 min 
5196,Warriors of the Wasteland,1983,Enzo G. Castellari,"Giancarlo Prete, Fred Williamson, George Eastman",4.6,"Action, Sci-Fi, Thriller",91 min 
5197,Vigilante,1983,William Lustig,"Robert Forster, Fred Williamson, Richard Bright",6.6,"Action, Crime, Thriller",90 min 
5198,Duel to Death,1983,Siu-Tung Ching,"Norman Chu, Damian Lau, Flora Cheung",7.4,"Action, Drama",86 min 
5199,Duel to Death,1983,Siu-Tung Ching,"Norman Chu, Damian Lau, Flora Cheung",7.4,"Action, Drama",86 min 
5200,2019: After the Fall of New York,1983,Sergio Martino,"Michael Sopkiw, Valentine Monnier, George Eastman",5.7,"Action, Horror, Sci-Fi",96 min 
5201,Project A,1983,Jackie Chan,"Jackie Chan, Sammo Kam-Bo Hung, Biao Yuen",7.5,"Action, Comedy",105 min 
5202,Angel of H.E.A.T.,1983,Myrl A. Schreibman,"Marilyn Chambers, Stephen Johnson, Mary Woronov",3.7,"Action, Sci-Fi",93 min 
5203,Women's Prison Massacre,1983,Bruno Mattei,"Laura Gemser, Gabriele Tinti, Ursula Flores",5,"Action, Drama",89 min 
5204,Blue Thunder,1983,John Badham,"Roy Scheider, Warren Oates, Candy Clark",6.3,"Action, Crime, Drama",109 min 
5205,Chained Heat,1983,Paul Nicholas,"Linda Blair, John Vernon, Sybil Danning",4.7,"Action, Crime, Drama",95 min 
5206,Christine,1983,John Carpenter,"Keith Gordon, John Stockwell, Alexandra Paul",6.6,"Action, Drama, Horror",110 min 
5207,Coolie,1983,Manmohan Desai,"Amitabh Bachchan, Waheeda Rehman, Rishi Kapoor",6.7,"Drama, Action, Comedy",177 min 
5208,D.C. Cab,1983,Joel Schumacher,"Max Gail, Adam Baldwin, Mr. T",5.3,"Comedy, Action",100 min 
5209,Deadline Auto Theft,1983,H.B. Halicki,"H.B. Halicki, Hoyt Axton, Marion Busia",5.6,"Action, Comedy, Drama",98 min 
5210,Deadline Auto Theft,1983,H.B. Halicki,"H.B. Halicki, Hoyt Axton, Marion Busia",5.6,"Action, Comedy, Drama",98 min 
5211,Deadly Force,1983,Paul Aaron,"Wings Hauser, Joyce Ingalls, Paul Shenar",4.3,"Action, Crime, Drama",95 min 
5212,Durdesh,1983,Ambrish Sangal,"Shashi Kapoor, Sharmila Tagore, Parveen Babi",6,"Action, Crime, Drama",143 min 
5213,Eddie Macon's Run,1983,Jeff Kanew,"Kirk Douglas, John Schneider, Lee Purcell",5.5,"Action, Crime, Drama",95 min 
5214,Go for It,1983,Enzo Barboni,"Terence Hill, Bud Spencer, Buffy Dee",7.1,"Action, Adventure, Comedy",107 min 
5215,Krull,1983,Peter Yates,"Ken Marshall, Lysette Anthony, Freddie Jones",6,"Action, Adventure, Fantasy",121 min 
5216,Lone Wolf McQuade,1983,Steve Carver,"Chuck Norris, David Carradine, Barbara Carrera",6.3,"Action, Crime, Drama",107 min 
5217,Fearless Hyena 2,1983,Chuan Chen,,5.1,Action,92 min 
5218,The Man Who Wasn't There,1983,Bruce Malmuth,"Steve Guttenberg, Jeffrey Tambor, Art Hindle",3.5,"Action, Adventure, Comedy",111 min 
5219,Le marginal,1983,Jacques Deray,"Jean-Paul Belmondo, Henry Silva, Carlos Sotto Mayor",6.3,"Action, Crime, Drama",100 min 
5220,Metalstorm: The Destruction of Jared-Syn,1983,Charles Band,"Jeffrey Byron, Michael Preston, Tim Thomerson",3.5,"Adventure, Sci-Fi, Action",84 min 
5221,Midnite Spares,1983,Quentin Masters,"James Laurie, Gia Carides, Max Cullen",5.4,"Action, Adventure, Comedy",87 min 
5222,Savage Islands,1983,Ferdinand Fairfax,"Tommy Lee Jones, Michael O'Keefe, Max Phipps",6.3,"Action, Adventure, Comedy",99 min 
5223,Never Say Never Again,1983,Irvin Kershner,"Sean Connery, Kim Basinger, Klaus Maria Brandauer",6.2,"Action, Adventure, Romance",134 min 
5224,Octopussy,1983,John Glen,"Roger Moore, Maud Adams, Louis Jourdan",6.6,"Action, Adventure, Thriller",131 min 
5225,The Osterman Weekend,1983,Sam Peckinpah,"Rutger Hauer, John Hurt, Craig T. Nelson",5.9,"Action, Drama, Thriller",103 min 
5226,Hearts and Armour,1983,Giacomo Battiato,"Zeudi Araya Cristaldi, Barbara De Rossi, Rick Edwards",5.8,"Action, Adventure, Fantasy",98 min 
5227,Please Don't Eat the Babies,1983,Henri Charr,"Elizabeth Monet, Tanya Louise, Michael Wayne",3.5,"Action, Horror",88 min 
5228,The Raiders of Atlantis,1983,Ruggero Deodato,"Christopher Connelly, Gioia Scola, Tony King",4.7,"Action, Sci-Fi",98 min 
5229,Prisoners of the Lost Universe,1983,Terry Marcel,"Richard Hatch, Kay Lenz, John Saxon",3.7,"Action, Adventure, Sci-Fi",94 min 
5230,I sette magnifici gladiatori,1983,Claudio Fragasso,"Lou Ferrigno, Sybil Danning, Brad Harris",3.7,"Action, Adventure, Drama",83 min 
5231,Shu Shan - Xin Shu shan jian ke,1983,Hark Tsui,"Biao Yuen, Adam Cheng, Brigitte Lin",6.8,"Action, Adventure, Fantasy",95 min 
5232,Space Raiders,1983,Howard R. Cohen,"Vince Edwards, David Mendenhall, Patsy Pease",4.6,"Action, Adventure, Sci-Fi",84 min 
5233,Spacehunter: Adventures in the Forbidden Zone,1983,Lamont Johnson,"Peter Strauss, Molly Ringwald, Ernie Hudson",5.2,"Action, Adventure, Sci-Fi",90 min 
5234,Stroker Ace,1983,Hal Needham,"Burt Reynolds, Ned Beatty, Jim Nabors",4.6,"Action, Comedy, Romance",96 min 
5235,Stryker,1983,Cirio H. Santiago,"Steve Sandor, Andrea Savio, William Ostrander",4.1,"Action, Sci-Fi",86 min 
5236,Sudden Impact,1983,Clint Eastwood,"Clint Eastwood, Sondra Locke, Pat Hingle",6.6,"Action, Thriller",117 min 
5237,Superman III,1983,Richard Lester,"Christopher Reeve, Richard Pryor, Margot Kidder",4.9,"Action, Comedy, Sci-Fi",125 min 
5238,Thunder,1983,Fabrizio De Angelis,"Bo Svenson, Mark Gregory, Raimund Harmstorf",5.5,"Action, Crime, Drama",86 min 
5239,The Last Blood,1983,Antonio Margheriti,"Giancarlo Prete, Antonio Marsina, Luciano Pigozzi",5.2,"Action, War",90 min 
5240,Tough Enough,1983,Richard Fleischer,"Dennis Quaid, Carlene Watkins, Stan Shaw",5.5,"Action, Drama, Romance",106 min 
5241,Twice Upon a Time,1983,John Korty,"Lorenzo Music, Judith Kahan, Marshall Efron",7.1,"Animation, Action, Adventure",74 min 
5242,Uncommon Valor,1983,Ted Kotcheff,"Gene Hackman, Patrick Swayze, Robert Stack",6.3,"Action, Drama, Thriller",105 min 
5243,Veliki transport,1983,Veljko Bulajic,"James Franciscus, Steve Railsback, Edward Albert",6.2,"Action, Drama, War",134 min 
5244,Winners & Sinners,1983,Sammo Kam-Bo Hung,"Sammo Kam-Bo Hung, Jackie Chan, John Sham",6.8,"Action, Comedy, Crime",108 min 
5245,Yellowbeard,1983,Mel Damski,"Graham Chapman, Peter Boyle, Cheech Marin",6,"Action, Adventure, Comedy",96 min 
5246,Young Warriors,1983,Lawrence David Foldes,"Ernest Borgnine, Richard Roundtree, Lynda Day George",4.7,"Crime, Action, Drama",105 min 
5247,Mad Mission Part 2: Aces Go Places,1983,Eric Tsang,"Samuel Hui, Karl Maka, Sylvia Chang",6.8,"Action, Comedy",100 min 
5248,Warrior of the Lost World,1983,David Worth,"Robert Ginty, Persis Khambatta, Donald Pleasence",2.3,"Sci-Fi, Action",92 min 
5249,Endgame - Bronx lotta finale,1983,Joe D'Amato,"Al Cliver, Laura Gemser, George Eastman",5.2,"Action, Sci-Fi",98 min 
5250,Escape from the Bronx,1983,Enzo G. Castellari,"Mark Gregory, Henry Silva, Valeria D'Obici",3.8,"Action, Sci-Fi, Thriller",89 min 
5251,Il trono di fuoco,1983,Franco Prosperi,"Sabrina Siani, Pietro Torrisi, Harrison Muller Jr.",3,"Action, Fantasy, Adventure",89 min 
5252,Escape from Hellhole,1983,Maman Firmansyah,"Gudi Sintara, Dicky Zulkarnaen, Siska Widowati",4.5,"Action, Thriller",100 min 
5253,Himmatwala,1983,K. Raghavendra Rao,"Shoma Anand, Asrani, Arun Govil",4.4,"Drama, Action, Comedy",179 min 
5254,Justice Chaudhury,1983,K. Raghavendra Rao,"Jeetendra, Hema Malini, Sridevi",5.5,"Drama, Action, Comedy",156 min 
5255,Survival Zone,1983,Percival Rubens,"Gary Lockwood, Camilla Sparv, Morgan Stevens",4.1,"Action, Drama, Sci-Fi",90 min 
5256,The Shaolin Temple,1982,Hsin-Yen Chang,"Jet Li, Lan Ding, Jianqiang Hu",7.1,"Action, Drama",95 min 
5257,Brave Archer 4,1982,Cheh Chang,"Sheng Fu, Tien Hsiang Lung, Philip Kwok",5.6,"Action, Romance",100 min 
5258,Highpoint,1982,Peter Carter,"Richard Harris, Christopher Plummer, Beverly D'Angelo",4.7,"Action, Comedy, Thriller",88 min 
5259,Ninja Strikes Back,1982,Bruce Le,"Bruce Le, Jang Lee Hwang, Harold Sakata",5.1,"Action, Drama",81 min 
5260,Death Wish II,1982,Michael Winner,"Charles Bronson, Jill Ireland, Vincent Gardenia",6,"Action, Crime, Drama",88 min 
5261,How Sleep the Brave,1982,Lindsay Shonteff,"Lawrence Day, Luis Manuel, Thomas M. Pollard",6.1,"Action, Drama",88 min 
5262,All Fired Up,1982,Jean-Paul Rappeneau,"Yves Montand, Isabelle Adjani, Lauren Hutton",6.2,"Comedy, Drama, Action",108 min 
5263,All Fired Up,1982,Jean-Paul Rappeneau,"Yves Montand, Isabelle Adjani, Lauren Hutton",6.2,"Comedy, Drama, Action",108 min 
5264,Xun cheng ma,1982,Ronny Yu,"Ka-Yan Leung, Cherie Chung, Yun-Fat Chow",6.3,"Action, Adventure, Drama",87 min 
5265,Ten Violent Women,1982,Ted V. Mikels,"Sherri Vernon, Dixie Lauren, Sally Alice Gamble",2.8,"Action, Drama",97 min 
5266,48 Hrs.,1982,Walter Hill,"Nick Nolte, Eddie Murphy, Annette O'Toole",6.9,"Action, Comedy, Crime",96 min 
5267,2020 Freedom Fighters,1982,Joe D'Amato,"Al Cliver, Harrison Muller Jr., Daniel Stephen",4.5,"Action, Sci-Fi",91 min 
5268,Attack Force Z,1982,Tim Burstall,"John Phillip Law, Mel Gibson, Sam Neill",5.5,"Action, Drama, History",84 min 
5269,The Beastmaster,1982,Don Coscarelli,"Marc Singer, Tanya Roberts, Rip Torn",6.2,"Action, Adventure, Drama",118 min 
5270,Ru lai shen zhang,1982,Taylor Wong,"Tung-Shing Yee, On-On Yu, Kara Hui",7,"Action, Fantasy",93 min 
5271,Class of 1984,1982,Mark L. Lester,"Perry King, Merrie Lynn Ross, Timothy Van Patten",6.6,"Action, Crime, Drama",98 min 
5272,Fake-Out,1982,Matt Cimber,"Telly Savalas, Pia Zadora, Desi Arnaz Jr.",4.6,"Action, Comedy, Crime",96 min 
5273,Ferocious Female Freedom Fighters,1982,Jopi Burnama,"Eva Arnaz, Barry Prima, Leily Sagita",5.5,"Action, Comedy",93 min 
5274,Fighting Back,1982,Lewis Teague,"Tom Skerritt, Patti LuPone, Michael Sarrazin",6,"Action, Crime, Drama",98 min 
5275,The Final Option,1982,Ian Sharp,"Lewis Collins, Judy Davis, Richard Widmark",6.2,"Action, Thriller",125 min 
5276,Firefox,1982,Clint Eastwood,"Clint Eastwood, Freddie Jones, David Huffman",5.9,"Action, Adventure, Sci-Fi",136 min 
5277,First Blood,1982,Ted Kotcheff,"Sylvester Stallone, Brian Dennehy, Richard Crenna",7.7,"Action, Thriller",93 min 
5278,Forced Vengeance,1982,James Fargo,"Chuck Norris, Mary Louise Weller, Camila Griggs",5.5,"Action, Adventure, Crime",90 min 
5279,Hanky Panky,1982,Sidney Poitier,"Gene Wilder, Gilda Radner, Kathleen Quinlan",5.4,"Action, Comedy, Crime",110 min 
5280,Hunters of the Golden Cobra,1982,Antonio Margheriti,"David Warbeck, Almanta Suska, Luciano Pigozzi",4.8,"Action, Adventure, War",92 min 
5281,Huo Yuan-Jia,1982,Woo-Ping Yuen,"Yao Lin Chen, Yeh Fang, Fung Fung",7.4,"Action, History",89 min 
5282,The Junkman,1982,H.B. Halicki,"H.B. Halicki, Christopher Stone, Susan Shaw",5.6,"Action, Comedy, Crime",96 min 
5283,Dragon Strike,1982,Jackie Chan,"Jackie Chan, Mars, Wai-Man Chan",6.6,"Action, Comedy, Sport",102 min 
5284,Ninja in the Dragon's Den,1982,Corey Yuen,,7.6,"Action, Comedy",95 min 
5285,Megaforce,1982,Hal Needham,"Barry Bostwick, Michael Beck, Persis Khambatta",3.4,"Sci-Fi, Action",99 min 
5286,Kung Fu Cannibals,1982,Edward D. Murphy,"Cameron Mitchell, Geoffrey Binney, Hope Holiday",5.6,"Adventure, Horror, Action",86 min 
5287,Human Lanterns,1982,Chung Sun,"Tony Liu, Kuan Tai Chen, Lieh Lo",6.5,"Horror, Action",95 min 
5288,Running on Empty,1982,John Clark,"Terry Serio, Deborah Conway, Max Cullen",5.8,"Action, Drama, Sport",83 min 
5289,Safari 3000,1982,Harry Hurwitz,"David Carradine, Stockard Channing, Christopher Lee",4.4,"Action, Adventure, Comedy",92 min 
5290,Satte Pe Satta,1982,Raj N. Sippy,"Amitabh Bachchan, Hema Malini, Ranjeeta Kaur",7.2,"Action, Comedy, Drama",160 min 
5291,Shakti,1982,Ramesh Sippy,"Dilip Kumar, Amitabh Bachchan, Rakhee Gulzar",7.9,"Action, Crime, Drama",166 min 
5292,Legendary Weapons of China,1982,Chia-Liang Liu,"Yung Chan, Tiet Wo Chu, Sheng Fu",7.2,"Action, Drama",109 min 
5293,Legendary Weapons of China,1982,Chia-Liang Liu,"Yung Chan, Tiet Wo Chu, Sheng Fu",7.2,"Action, Drama",109 min 
5294,Silent Rage,1982,Michael Miller,"Chuck Norris, Ron Silver, Steven Keats",5.5,"Action, Horror, Sci-Fi",103 min 
5295,The Soldier,1982,James Glickenhaus,"Ken Wahl, Alberta Watson, Jeremiah Sullivan",5.1,"Action, Adventure, Thriller",96 min 
5296,The Spirit of the Sword,1982,Yuen Chor,"Man-No Chen, Ying Cheung, Mary Hon",6.4,"Action, Drama",92 min 
5297,Star Trek II: The Wrath of Khan,1982,Nicholas Meyer,"William Shatner, Leonard Nimoy, DeForest Kelley",7.7,"Action, Adventure, Drama",113 min 
5298,The Sword and the Sorcerer,1982,Albert Pyun,"Lee Horsley, Kathleen Beller, Simon MacCorkindale",5.7,"Action, Fantasy, Adventure",99 min 
5299,Tag: The Assassination Game,1982,Nick Castle,"Robert Carradine, Linda Hamilton, Kristine DeBell",6,"Action, Thriller",90 min 
5300,They Call Me Bruce?,1982,Elliott Hong,"Margaux Hemingway, Johnny Yune, Raf Mauro",5.5,"Comedy, Action",87 min 
5301,Things Are Tough All Over,1982,Thomas K. Avildsen,"Toni Attell, Mike Bacarella, Billy Beck",5.9,"Comedy, Action",90 min 
5302,TRON,1982,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner",6.8,"Action, Adventure, Sci-Fi",96 min 
5303,Vice Squad,1982,Gary Sherman,"Season Hubley, Gary Swanson, Wings Hauser",6.3,"Action, Crime, Drama",97 min 
5304,Vidhaata,1982,Subhash Ghai,,7.1,"Drama, Family, Action",168 min 
5305,Violenza in un carcere femminile,1982,Bruno Mattei,"Laura Gemser, Gabriele Tinti, Maria Romano",4.8,"Action, Thriller",90 min 
5306,Battletruck,1982,Harley Cokeliss,"Michael Beck, Annie McEnroe, James Wainwright",4.9,"Action, Adventure, Sci-Fi",91 min 
5307,Five Element Ninjas,1982,Cheh Chang,"Tien-chi Cheng, Tien Hsiang Lung, Meng Lo",7.7,"Action, Drama",107 min 
5308,Mad Mission,1982,Eric Tsang,"Samuel Hui, Karl Maka, Sylvia Chang",6.9,"Action, Comedy",93 min 
5309,1990: The Bronx Warriors,1982,Enzo G. Castellari,"Mark Gregory, Fred Williamson, Vic Morrow",5.3,"Action, Sci-Fi, Thriller",89 min 
5310,Gold Raiders,1982,Pakdeevijit Chalong,,3.9,"Action, Adventure",106 min 
5311,Sorceress,1982,Jack Hill,"Leigh Harris, Lynette Harris, Roberto Nelson",3.9,"Action, Fantasy, Adventure",83 min 
5312,Timerider: The Adventure of Lyle Swann,1982,William Dear,"Fred Ward, Belinda Bauer, Peter Coyote",5.4,"Action, Adventure, Sci-Fi",94 min 
5313,Angkor: Cambodia Express,1982,Lek Kitaparaporn,"Robert Walker Jr., Woody Strode, Christopher George",5.2,"Action, Drama, War",90 min 
5314,She,1982,Avi Nesher,"Sandahl Bergman, David Goss, Quin Kessler",4.7,"Action, Adventure, Fantasy",106 min 
5315,Shaolin Prince,1982,Chia Tang,"Lung Ti, Derek Yee, Jason Pai Piao",7.1,"Action, Comedy",100 min 
5316,Wu gong zhou,1982,Keith Li,"Hussein Abu Hassan, Chu-kwong Chan, F.C. Chan",5.7,"Action, Crime, Fantasy",93 min 
5317,Disco Dancer,1982,Babbar Subhash,"Mithun Chakraborty, Kim, Kalpana Iyer",6.3,"Romance, Musical, Action",135 min 
5318,Disco Dancer,1982,Babbar Subhash,"Mithun Chakraborty, Kim, Kalpana Iyer",6.3,"Romance, Musical, Action",135 min 
5319,The Impossible Kid of Kung Fu,1982,Eddie Nicart,"Weng Weng, Romy Diaz, Nina Sara",5.9,"Action, Comedy",81 min 
5320,Aamne Samne,1982,Ashim S. Samanta,"Mithun Chakraborty, Bindiya Goswami, Arti Gupta",6.4,"Action, Crime, Drama",143 min 
5321,Firecracker,1981,Cirio H. Santiago,"Jillian Kesner, Darby Hinton, Rey Malonzo",5.6,"Action, Drama, Thriller",77 min 
5322,Firecracker,1981,Cirio H. Santiago,"Jillian Kesner, Darby Hinton, Rey Malonzo",5.6,"Action, Drama, Thriller",77 min 
5323,Game of Death II,1981,See-Yuen Ng,"Bruce Lee, Tae-jeong Kim, Jang Lee Hwang",5.2,"Action, Mystery",86 min 
5324,She diao ying xiong chuan san ji,1981,Cheh Chang,"Sheng Fu, Niu Niu, Lung Ti",6.4,"Action, Drama",92 min 
5325,Barsaat Ki Ek Raat,1981,Shakti Samanta,"Amitabh Bachchan, Rakhee Gulzar, Amjad Khan",6.6,"Action, Thriller",142 min 
5326,My Young Auntie,1981,Chia-Liang Liu,"Chia-Liang Liu, Kara Hui, Hou Hsiao",7.2,"Action, Comedy",121 min 
5327,The Sword Stained with Royal Blood,1981,Cheh Chang,"Philip Kwok, Hsueh-Erh Wen, Tien Hsiang Lung",6.7,"Action, Drama",104 min 
5328,The Cannonball Run,1981,Hal Needham,"Burt Reynolds, Roger Moore, Farrah Fawcett",6.1,"Action, Comedy",95 min 
5329,The Masked Avengers,1981,Cheh Chang,"Philip Kwok, Siu-Ho Chin, Sheng Chiang",7.2,"Action, Drama",92 min 
5330,Condorman,1981,Charles Jarrott,"Michael Crawford, Oliver Reed, Barbara Carrera",5.7,"Action, Adventure, Comedy",90 min 
5331,Death Hunt,1981,Peter R. Hunt,"Charles Bronson, Lee Marvin, Andrew Stevens",7,"Action, Adventure, Crime",97 min 
5332,Dragonslayer,1981,Matthew Robbins,"Peter MacNicol, Caitlin Clarke, Ralph Richardson",6.7,"Action, Adventure, Fantasy",109 min 
5333,Escape from New York,1981,John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine",7.2,"Action, Sci-Fi",99 min 
5334,An Eye for an Eye,1981,Steve Carver,"Chuck Norris, Christopher Lee, Richard Roundtree",5.4,"Action, Adventure, Crime",106 min 
5335,Banovic Strahinja,1981,Vatroslav Mimica,"Franco Nero, Dragan Nikolic, Sanja Vejnovic",7.4,"Action, Biography, Drama",105 min 
5336,For Your Eyes Only,1981,John Glen,"Roger Moore, Carole Bouquet, Topol",6.8,"Action, Adventure, Sci-Fi",127 min 
5337,Force: Five,1981,Robert Clouse,"Joe Lewis, Bong Soo Han, Sonny Barnes",4.9,"Action, Adventure, Drama",96 min 
5338,Galaxy of Terror,1981,Bruce D. Clark,"Edward Albert, Erin Moran, Ray Walston",5.1,"Action, Adventure, Horror",81 min 
5339,Goodbye Pork Pie,1981,Geoff Murphy,"Tony Barry, Kelly Johnson, Claire Oberman",7,"Action, Adventure, Comedy",90 min 
5340,High Risk,1981,Stewart Raffill,"James Brolin, Anthony Quinn, Lindsay Wagner",5.7,"Action, Comedy, Crime",94 min 
5341,Honky Tonk Freeway,1981,John Schlesinger,"David Rasche, Paul Jabara, Howard Hesseman",5,"Action, Comedy",107 min 
5342,Kaalia,1981,Tinnu Anand,"Amitabh Bachchan, Asha Parekh, Parveen Babi",6.9,"Action, Drama",157 min 
5343,Kill and Kill Again,1981,Ivan Hall,"James Ryan, Anneline Kriel, Michael Mayer",5.4,"Action, Drama",100 min 
5344,Knightriders,1981,George A. Romero,"Ed Harris, Gary Lahti, Tom Savini",6.4,"Action, Drama",146 min 
5345,The Last Chase,1981,Martyn Burke,"Lee Majors, Burgess Meredith, Chris Makepeace",4.7,"Action, Adventure, Sci-Fi",101 min 
5346,Laawaris,1981,Prakash Mehra,"Zeenat Aman, Vikas Anand, Amitabh Bachchan",7.2,"Drama, Action, Musical",189 min 
5347,The Legend of the Lone Ranger,1981,William A. Fraker,"Klinton Spilsbury, Michael Horse, Christopher Lloyd",4.9,"Action, Adventure, Western",98 min 
5348,Lovely But Deadly,1981,David Sheldon,"Lucinda Dooling, John Randolph, Mel Novak",5.2,"Action, Drama",95 min 
5349,Mad Max 2: The Road Warrior,1981,George Miller,"Mel Gibson, Bruce Spence, Michael Preston",7.6,"Action, Adventure, Sci-Fi",94 min 
5350,Samurai Reincarnation,1981,Kinji Fukasaku,"Shin'ichi Chiba, Kenji Sawada, Akiko Kana",6.7,"Action, Fantasy, Horror",122 min 
5351,Samurai Reincarnation,1981,Kinji Fukasaku,"Shin'ichi Chiba, Kenji Sawada, Akiko Kana",6.7,"Action, Fantasy, Horror",122 min 
5352,Naseeb,1981,Manmohan Desai,"Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor",7.1,"Action, Musical, Romance",197 min 
5353,Nighthawks,1981,Bruce Malmuth,"Sylvester Stallone, Rutger Hauer, Billy Dee Williams",6.4,"Action, Crime, Thriller",99 min 
5354,Outland,1981,Peter Hyams,"Sean Connery, Frances Sternhagen, Peter Boyle",6.6,"Action, Crime, Sci-Fi",112 min 
5355,Pour la peau d'un flic,1981,Alain Delon,"Alain Delon, Anne Parillaud, Daniel Ceccaldi",6.5,"Action, Crime, Romance",105 min 
5356,Pour la peau d'un flic,1981,Alain Delon,"Alain Delon, Anne Parillaud, Daniel Ceccaldi",6.5,"Action, Crime, Romance",105 min 
5357,The Professional,1981,Georges Lautner,"Jean-Paul Belmondo, Jean Desailly, Cyrielle Clair",7.7,"Action, Crime, Drama",108 min 
5358,Treasure of the Yankee Zephyr,1981,David Hemmings,"Ken Wahl, Lesley Ann Warren, Donald Pleasence",5.7,"Action, Drama, Adventure",91 min 
5359,Raiders of the Lost Ark,1981,Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman",8.6,"Action, Adventure",115 min 
5360,Sharky's Machine,1981,Burt Reynolds,"Burt Reynolds, Rachel Ward, Vittorio Gassman",6.3,"Action, Crime, Drama",122 min 
5361,Smokey Bites the Dust,1981,Charles B. Griffith,"Jimmy McNichol, Janet Julian, Walter Barnes",3,"Action, Comedy, Romance",87 min 
5362,Southern Comfort,1981,Walter Hill,"Keith Carradine, Powers Boothe, Fred Ward",7.2,"Action, Thriller",106 min 
5363,Texas Lightning,1981,Gary Graver,"Cameron Mitchell, Cameron Mitchell Jr., Maureen McCormick",4.7,"Action, Drama",91 min 
5364,Thief,1981,Michael Mann,"James Caan, Tuesday Weld, Willie Nelson",7.4,"Action, Crime, Drama",122 min 
5365,The Martial Club,1981,Chia-Liang Liu,"Chia-Hui Liu, Kara Hui, Te-Lo Mai",7.3,"Action, Drama",110 min 
5366,Yaarana,1981,Rakesh Kumar,"Amitabh Bachchan, Neetu Singh, Tanuja",7.1,"Drama, Musical, Romance",138 min 
5367,Yong zhe wu ju,1981,Woo-Ping Yuen,"Biao Yuen, Ka-Yan Leung, Shun-Yee Yuen",7.5,"Action, Comedy, Horror",91 min 
5368,Zorro: The Gay Blade,1981,Peter Medak,"George Hamilton, Lauren Hutton, Brenda Vaccaro",6,"Action, Adventure, Comedy",93 min 
5369,The Prodigal Son,1981,Sammo Kam-Bo Hung,"Biao Yuen, Ching-Ying Lam, Sammo Kam-Bo Hung",7.7,"Action, Comedy",100 min 
5370,Who Finds a Friend Finds a Treasure,1981,Sergio Corbucci,"Terence Hill, Bud Spencer, John Fujioka",7.2,"Adventure, Comedy, Action",108 min 
5371,The Warrior,1981,Sisworo Gautama Putra,"Barry Prima, Eva Arnaz, W.D. Mochtar",6.2,"Adventure, Action",92 min 
5372,The Weapons of Death,1981,Paul Kyriazi,"Eric Lee, Bob Ramos, Ralph Castellanos",4.6,"Action, Drama",90 min 
5373,Hitman in the Hand of Buddha,1981,Yun-Kyo Park,"Jang Lee Hwang, Mei Sheng Fan, Eddy Ko",6.6,Action,90 min 
5374,Wu long tian shi zhao ji gui,1981,Yi-Jung Hua,"Billy Chong, Lau Chan, Kang-Yeh Cheng",5.1,"Action, Comedy, Horror",80 min 
5375,Krodhi,1981,Subhash Ghai,"Dharmendra, Shashi Kapoor, Zeenat Aman",6.7,"Action, Thriller",159 min 
