id,title,authors,venue,paper year
r1487,Microsoft English Query 7.5: Automatic Extraction of Semantics from Relational Databases and OLAP Cubes,Adam Blum,Very Large Data Bases,1999
r1488,EXACT: an extensible approach to active object-oriented databases,"Oscar Díaz, Arturo Jaime",The VLDB Journal — The International Journal on Very Large Data Bases,1997
r1489,Focused Crawling Using Context Graphs,"Michelangelo Diligenti, Frans Coetzee, Steve Lawrence, C. Lee Giles, Marco Gori",Very Large Data Bases,2000
r1490,BeSS: storage support for interactive visualization systems,"A. Biliris, T. A. Funkhouser, W. O'Connell, E. Panagos",International Conference on Management of Data,1996
r1491,SERF: ODMG-based generic re-structuring facility,"E. A. Rundensteiner, K. Claypool, M. Li, L. Chen, Z. Zhang, C. Natarajan, J. Jin, S. De Lima, S. Weiner",International Conference on Management of Data,1999
r1492,Issues in Network Management in the Next Millennium,"Michael L. Brodie, Surajit Chaudhuri",Very Large Data Bases,1999
r1493,A Sequential Pattern Query Language for Supporting Instant Data Mining for e-Services,"Reza Sadri, Carlo Zaniolo, Amir M. Zarkesh, Jafar Adibi",Very Large Data Bases,2001
r1494,Metadata for multimedia documents,"Klemens Böhm, Thomas C. Rakow",ACM SIGMOD Record,1994
r1495,Parallel database systems in the 1990's,Michael J. Carey,International Conference on Management of Data,1994
r1496,Toward network data independence,Joseph M. Hellerstein,ACM SIGMOD Record,2003
r1497,An adaptive peer-to-peer network for distributed caching of OLAP results,"Panos Kalnis, Wee Siong Ng, Beng Chin Ooi, Dimitris Papadias, Kian-Lee Tan",International Conference on Management of Data,2002
r1498,DB2 Query Parallelism: Staging and Implementation,Yun Wang,Very Large Data Bases,1996
r1499,A taxonomy for secure object-oriented databases,"Martin S. Olivier, Sebastiaan H. von Solms",ACM Transactions on Database Systems (TODS),1994
r1500,Dynamic maintenance of data distribution for selectivity estimation,"Kyu Young Whang, Sang Wook Kim, Gio Wiederhold",The VLDB Journal — The International Journal on Very Large Data Bases,1994
r1501,Partitioned garbage collection of a large object store,"Umesh Maheshwari, Barbara Liskov",International Conference on Management of Data,1998
r1502,Open object database management systems,José A. Blakeley,International Conference on Management of Data,1994
r1503,Delaunay: a database visualization system,"Isabel F. Cruz, M. Averbuch, Wendy T. Lucas, Melissa Radzyminski, Kirby Zhang",International Conference on Management of Data,1997
r1504,"DB2 Common Server: Technology, Progress, &; Directions",Bruce G. Lindsay,Very Large Data Bases,1995
r1505,Locating and accessing data repositories with WebSemantics,"George A. Mihaila, Louiqa Raschid, Anthony Tomasic",The VLDB Journal — The International Journal on Very Large Data Bases,2002
r1506,A multi-paradigm querying approach for a generic multimedia database management system,"Ji-Rong Wen, Qing Li, Wei-Ying Ma, Hong-Jiang Zhang",ACM SIGMOD Record,2003
r1507,Delivering presentations from multimedia servers,"Nevzat Hurkan Balkir, Gultekin Ozsoyoglu",The VLDB Journal — The International Journal on Very Large Data Bases,1998
r1508,On Optimal Node Splitting for R-trees,"Yván J. García, Mario A. Lopez, Scott T. Leutenegger",Very Large Data Bases,1998
r1509,Data replication for mobile computers,"Yixiu Huang, Prasad Sistla, Ouri Wolfson",International Conference on Management of Data,1994
r1510,An execution model for limited ambiguity rules and its application to derived data update,"I.-Min A. Chen, Richard Hull, Dennis McLeod",ACM Transactions on Database Systems (TODS),1995
r1511,"StorHouse metanoia - new applications for database, storage &; data warehousing","Felipe Cariño, Jr., Pekka Kostamaa, Art Kaufmann, John Burgess",International Conference on Management of Data,2001
r1512,Normalization in OODB design,Byung S. Lee,ACM SIGMOD Record,1995
r1513,Efficient Progressive Skyline Computation,"Kian-Lee Tan, Pin-Kwang Eng, Beng Chin Ooi",Very Large Data Bases,2001
r1514,Implementing the spirit of SQL-99,Paul Brown,International Conference on Management of Data,1999
r1515,Concurrent Garbage Collection in O2,"Marcin Skubiszewski, Patrick Valduriez",Very Large Data Bases,1997
r1516,Top-k selection queries over relational databases: Mapping strategies and performance evaluation,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",ACM Transactions on Database Systems (TODS),2002
r1517,OLAP++: Powerful and Easy-to-Use Federations of OLAP and Object Databases,"Junmin Gu, Torben Bach Pedersen, Arie Shoshani",Very Large Data Bases,2000
r1518,Efficient Management of Multiversion Documents by Object Referencing,"Shu-Yao Chien, Vassilis J. Tsotras, Carlo Zaniolo",Very Large Data Bases,2001
r1519,Concurrency and recovery for index trees,"David Lomet, Betty Salzberg",The VLDB Journal — The International Journal on Very Large Data Bases,1997
r1520,The need for distributed asynchronous transactions,"Lyman Do, Prabhu Ram, Pamela Drew",International Conference on Management of Data,1999
r1521,Conceptual modeling and specification generation for B2B business processes based on ebXML,HyoungDo Kim,ACM SIGMOD Record,2002
r1522,A Teradata content-based multimedia object manager for massively parallel architectures,"W. O'Connell, I. T. Ieong, D. Schrader, C. Watson, G. Au, A. Biliris, S. Choo, P. Colin, G. Linderman, E. Panagos, J. Wang, T. Walter",International Conference on Management of Data,1995
r1523,DeeDS towards a distributed and active real-time database system,"S. F. Andler, J. Hansson, J. Eriksson, J. Mellin, M. Berndtsson, B. Eftring",ACM SIGMOD Record,1996
r1524,METU interoperable database system,"A. Dogac, C. Dengi, E. Kilic, G. Ozhan, F. Ozcan, S. Nural, C. Evrendilek, U. Halici, B. Arpinar, P. Koksal, N. Kesim, S. Mancuhan",ACM SIGMOD Record,1995
r1525,FileNet integrated document management database usage and issues,Daniel S. Whelan,International Conference on Management of Data,1998
r1526,Temporal database system implementations,Michael H. Böhlen,ACM SIGMOD Record,1995
r1527,Tavant System Architecture for Sell-side Channel Management,"Srinivasa Narayanan, Subbu N. Subramanian",Very Large Data Bases,2001
r1528,Towards effective and efficient free space management,"Mark L. McAuliffe, Michael J. Carey, Marvin H. Solomon",International Conference on Management of Data,1996
r1529,Supporting Procedural Constructs in SQL Compilers,Nelson Mendonça Mattos,Very Large Data Bases,1996
r1530,The Long-Term Preservation of Authentic Electronic Records,Luciana Duranti,Very Large Data Bases,2001
r1531,OFL: a functional execution model for object query languages,"Georges Gardarin, Fernando Machuca, Philippe Pucheral",International Conference on Management of Data,1995
r1532,Efficient k-NN search on vertically decomposed data,"Arjen P. de Vries, Nikos Mamoulis, Niels Nes, Martin Kersten",International Conference on Management of Data,2002
r1533,Evaluating queries with generalized path expressions,"Vassilis Christophides, Sophie Cluet, Guido Moerkotte",International Conference on Management of Data,1995
r1534,A TSQL2 tutorial,"Richard Thomas Snodgrass, Ilsoo Ahn, Gad Ariav, Don Batory, James Clifford, Curtis E. Dyreson, Ramez Elmasri, Fabio Grandi, Christian S. Jensen, Wolfgang Käfer, Nick Kline, Krishna Kulkarni, T. Y. Cliff Leung, Nikos Lorentzos, John F. Roddick, Arie Segev, Michael D. Soo, Suryanarayana M. Sripada",ACM SIGMOD Record,1994
r1535,"OLAP, relational, and multidimensional database systems",George Colliat,ACM SIGMOD Record,1996
r1536,Themis: a database programming language handling integrity constraints,"Véronique Benzaken, Anne Doucet",The VLDB Journal — The International Journal on Very Large Data Bases,1995
r1537,Efficient optimistic concurrency control using loosely synchronized clocks,"Atul Adya, Robert Gruber, Barbara Liskov, Umesh Maheshwari",International Conference on Management of Data,1995
r1538,An annotated bibliography on active databases (short version),"Ulrike Jaeger, Johann Christoph Freytag",ACM SIGMOD Record,1995
r1539,Research in information managment at Dublin City University,"Mark Roantree, Alan F. Smeaton",ACM SIGMOD Record,2002
r1540,Database design for incomplete relations,"Mark Levene, George Loizou",ACM Transactions on Database Systems (TODS),1999
r1541,Data Management for Pervasive Computing,"Mitch Cherniack, Michael J. Franklin, Stanley B. Zdonik",Very Large Data Bases,2001
r1542,Middle-tier database caching for e-business,"Qiong Luo, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Honguk Woo, Bruce G. Lindsay, Jeffrey F. Naughton",International Conference on Management of Data,2002
r1543,Approximating multi-dimensional aggregate range queries over real attributes,"Dimitrios Gunopulos, George Kollios, Vassilis J. Tsotras, Carlotta Domeniconi",International Conference on Management of Data,2000
r1544,Parallel evaluation of multi-join queries,"Annita N. Wilschut, Jan Flokstra, Peter M. G. Apers",International Conference on Management of Data,1995
r1545,Modularization techniques for active rules design,"Elena Baralis, Stefano Ceri, Stefano Paraboschi",ACM Transactions on Database Systems (TODS),1996
r1546,Topological relations in the world of minimum bounding rectangles: a study with R-trees,"Dimitris Papadias, Timos Sellis, Yannis Theodoridis, Max J. Egenhofer",International Conference on Management of Data,1995
r1547,Re-designing distance functions and distance-based applications for high dimensional data,Charu C. Aggarwal,ACM SIGMOD Record,2001
r1548,The hyperion project: from data integration to data coordination,"Marcelo Arenas, Vasiliki Kantere, Anastasios Kementsietsidis, Iluju Kiringa, Renée J. Miller, John Mylopoulos",ACM SIGMOD Record,2003
r1549,Research and practice in federated information systems,"W. Hasselbring, W.-J. van den Heuvel, G. J. Houben, R.-D. Kutsche, B. Rieger, M. Roantree, K. Subieta",ACM SIGMOD Record,2000
r1550,Approximate join processing over data streams,"Abhinandan Das, Johannes Gehrke, Mirek Riedewald",International Conference on Management of Data,2003
r1551,WSQ/DSQ: a practical approach for combined querying of databases and the Web,"Roy Goldman, Jennifer Widom",International Conference on Management of Data,2000
r1552,Capturing and Querying Multiple Aspects of Semistructured Data,"Curtis E. Dyreson, Michael H. Böhlen, Christian S. Jensen",Very Large Data Bases,1999
r1553,Bitmap index design and evaluation,"Chee-Yong Chan, Yannis E. Ioannidis",International Conference on Management of Data,1998
r1554,The onion technique: indexing for linear optimization queries,"Yuan-Chi Chang, Lawrence Bergman, Vittorio Castelli, Chung-Sheng Li, Ming-Ling Lo, John R. Smith",International Conference on Management of Data,2000
r1555,The Cornell Jaguar project: adding mobility to PREDATOR,"Phillippe Bonnet, Kyle Buza, Zhiyuan Chan, Victor Cheng, Randolph Chung, Takako Hickey, Ryan Kennedy, Daniel Mahashin, Tobias Mayr, Ivan Oprencak, Praveen Seshadri, Hubert Siu",International Conference on Management of Data,1999
r1556,Enhancing database correctness: a statistical approach,"Wen-Chi Hou, Zhongyang Zhang",International Conference on Management of Data,1995
r1557,Experiences in Federated Databases: From IRO-DB to MIRO-Web,"Peter Fankhauser, Georges Gardarin, M. Lopez, J. Muñoz, Anthony Tomasic",Very Large Data Bases,1998
r1558,High-Concurrency Locking in R-Trees,"Marcel Kornacker, Douglas Banks",Very Large Data Bases,1995
r1559,Agora: Living with XML and Relational,"Ioana Manolescu, Daniela Florescu, Donald Kossmann, Florian Xhumari, Dan Olteanu",Very Large Data Bases,2000
r1560,Searching for dependencies at multiple abstraction levels,"Toon Calders, Raymond T. Ng, Jef Wijsen",ACM Transactions on Database Systems (TODS),2002
r1561,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 1",Hans-Jörg Schek,Very Large Data Bases,2000
r1562,Minimal probing: supporting expensive predicates for top-k queries,"Kevin Chen-Chuan Chang, Seung-won Hwang",International Conference on Management of Data,2002
r1563,Beyond market baskets: generalizing association rules to correlations,"Sergey Brin, Rajeev Motwani, Craig Silverstein",International Conference on Management of Data,1997
r1564,Hypertext databases and data mining,Soumen Chakrabarti,International Conference on Management of Data,1999
r1565,Implementation of magic-sets in a relational database system,"Inderpal Singh Mumick, Hamid Pirahesh",International Conference on Management of Data,1994
r1566,"Optimizing queries using materialized views: a practical, scalable solution","Jonathan Goldstein, Per-Åke Larson",International Conference on Management of Data,2001
r1567,STHoles: a multidimensional workload-aware histogram,"Nicolas Bruno, Surajit Chaudhuri, Luis Gravano",International Conference on Management of Data,2001
r1568,Parametric query optimization,"Yannis E. Ioannidis, Raymond T. Ng, Kyuseok Shim, Timos K. Sellis",The VLDB Journal — The International Journal on Very Large Data Bases,1997
r1569,"Hierarchical subspace sampling: a unified framework for high dimensional data reduction, selectivity estimation and nearest neighbor search",Charu C. Aggarwal,International Conference on Management of Data,2002
r1570,Adaptive parallel aggregation algorithms,"Ambuj Shatdal, Jeffrey F. Naughton",International Conference on Management of Data,1995
r1571,Data Staging for On-Demand Broadcast,"Demet Aksoy, Michael J. Franklin, Stanley B. Zdonik",Very Large Data Bases,2001
r1572,Garlic: a new flavor of federated query processing for DB2,"Vanja Josifovski, Peter Schwarz, Laura Haas, Eileen Lin",International Conference on Management of Data,2002
r1573,"Temporal coalescing with now granularity, and incomplete information",Curtis E. Dyreson,International Conference on Management of Data,2002
r1574,Improved histograms for selectivity estimation of range predicates,"Viswanath Poosala, Peter J. Haas, Yannis E. Ioannidis, Eugene J. Shekita",International Conference on Management of Data,1996
r1575,Relating Distributed Objects,"Bruce E. Martin, R. G. G. Cattell",Very Large Data Bases,1994
r1576,Data and knowledge base research at Hong Kong University of Science and Technology,"P. Drew, B. Hamidzadeh, K. Karlapalem, A. Kean, D. Lee, Q. Li, F. Lochovsky, C. D. Shum, B. Wuthrich",ACM SIGMOD Record,1995
r1577,Author Index,,Very Large Data Bases,2000
r1578,Snowball: a prototype system for extracting relations from large text collections,"Eugene Agichtein, Luis Gravano, Jeff Pavel, Viktoriya Sokolova, Aleksandr Voskoboynik",International Conference on Management of Data,2000
r1579,An Internet-based negotiation server for e-commerce,"Stanley Y.W. Su, Chunbo Huang, Joachim Hammer, Yihua Huang, Haifei Li, Liu Wang, Youzhong Liu, Charnyote Pluempitiwiriyawej, Minsoo Lee, Herman Lam",The VLDB Journal — The International Journal on Very Large Data Bases,2001
r1580,On Efficiently Implementing SchemaSQL on an SQL Database System,"Laks V. S. Lakshmanan, Fereidoon Sadri, Subbu N. Subramanian",Very Large Data Bases,1999
r1581,The Microsoft Repository,"Philip A. Bernstein, Brian Harry, Paul Sanders, David Shutt, Jason Zander",Very Large Data Bases,1997
r1582,Winnowing: local algorithms for document fingerprinting,"Saul Schleimer, Daniel S. Wilkerson, Alex Aiken",International Conference on Management of Data,2003
r1583,Crawling the Hidden Web,"Sriram Raghavan, Hector Garcia-Molina",Very Large Data Bases,2001
r1584,Answering complex SQL queries using automatic summary tables,"Markos Zaharioudakis, Roberta Cochrane, George Lapis, Hamid Pirahesh, Monica Urata",International Conference on Management of Data,1999
r1585,On views and XML,Serge Abiteboul,ACM SIGMOD Record,1998
r1586,Integrating and customizing heterogeneous e-commerce applications,"Anat Eyal, Tova Milo",The VLDB Journal — The International Journal on Very Large Data Bases,2001
r1587,LOF: identifying density-based local outliers,"Markus M. Breunig, Hans-Peter Kriegel, Raymond T. Ng, Jörg Sander",International Conference on Management of Data,2000
r1588,Rule languages and internal algebras for rule-based optimizers,"Mitch Cherniack, Stanley B. Zdonik",International Conference on Management of Data,1996
r1589,Distributing a search tree among a growing number of processors,"Brigitte Kröll, Peter Widmayer",International Conference on Management of Data,1994
r1590,Type-checking OQL queries in the ODMG type systems,Suad Alagíc,ACM Transactions on Database Systems (TODS),1999
r1591,"Lessons from Wall Street: case studies in configuration, tuning, and distribution",Dennis Shasha,International Conference on Management of Data,1998
r1592,L/MRP: A Buffer Management Strategy for Interactive Continuous Data Flows in a Multimedia DBMS,"Frank Moser, Achim Kraiss, Wolfgang Klas",Very Large Data Bases,1994
r1593,Eddies: continuously adaptive query processing,"Ron Avnur, Joseph M. Hellerstein",International Conference on Management of Data,2000
r1594,Indexing and Querying XML Data for Regular Path Expressions,"Quanzhong Li, Bongki Moon",Very Large Data Bases,2001
r1595,Daytona and the foruth-generation language cymbal,Rick Greer,International Conference on Management of Data,1999
r1596,Reducing multidatabase query response time by tree balancing,"Weimin Du, Ming-Chien Shan, Umeshwar Dayal",International Conference on Management of Data,1995
r1597,Materialization: A Powerful and Ubiquitous Abstraction Pattern,"Alain Pirotte, Esteban Zimányi, David Massart, Tatiana Yakusheva",Very Large Data Bases,1994
r1598,Efendi: federated database system of Cadlab,"E. Radeke, R. Böttger, B. Burkert, Y. Engel, G. Kachel, S. Kolmschlag, D. Nolte",International Conference on Management of Data,1995
r1599,In-memory data management for consumer transactions the timesten approach,CORPORATE TimesTen Team,International Conference on Management of Data,1999
r1600,POESIA: An ontological workflow approach for composing Web services in agriculture,"Renato Fileto, Ling Liu, Calton Pu, Eduardo Delgado Assad, Claudia Bauzer Medeiros",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r1601,The CCUBE constraint object-oriented database system,"Alexander Brodsky, Victor E. Segal, Jia Chen, Paval A. Exarkhopoulo",International Conference on Management of Data,1999
r1602,SAP R/3 (tutorial): a database application system,"Alfons Kemper, Donald Kossmann, Florian Matthes",International Conference on Management of Data,1998
r1603,Solving satisfiability and implication problems in database systems,"Sha Guo, Wei Sun, Mark A. Weiss",ACM Transactions on Database Systems (TODS),1996
r1604,Efficient schemes for managing multiversionXML documents,"S.-Y. Chien, V. J. Tsotras, C. Zaniolo",The VLDB Journal — The International Journal on Very Large Data Bases,2002
r1605,Managing memory for real-time queries,"Hwee Hwa Pang, Michael J. Carey, Miron Livny",International Conference on Management of Data,1994
r1606,The MENTOR workbench for enterprise-wide workflow management,"Dirk Wodtke, Jeanine Weissenfels, Gerhard Weikum, Angelika Kotz Dittrich, Peter Muth",International Conference on Management of Data,1997
r1607,The implementation and performance of compressed databases,"Till Westmann, Donald Kossmann, Sven Helmer, Guido Moerkotte",ACM SIGMOD Record,2000
r1608,Implementation and Analysis of a Parallel Collection Query Language,Dan Suciu,Very Large Data Bases,1996
r1609,Conceptual schema analysis: techniques and applications,"S. Castano, V. De Antonellis, M. G. Fugini, B. Pernici",ACM Transactions on Database Systems (TODS),1998
r1610,Efficient Testing of High Performance Transaction Processing Systems,"D. Wildfogel, Ramana Yerneni",Very Large Data Bases,1997
r1611,"The Network as a Global Database: Challenges of Interoperability, Proactivity, Interactiveness, Legacy","Peter C. Lockemann, Ulrike Kölsch, Arne Koschel, Ralf Kramer, Ralf Nikolai, Mechtild Wallrath, Hans-Dirk Walter",Very Large Data Bases,1997
r1612,GlOSS: text-source discovery over the Internet,"Luis Gravano, Héctor García-Molina, Anthony Tomasic",ACM Transactions on Database Systems (TODS),1999
r1613,D(k)-index: an adaptive structural summary for graph-structured data,"Qun Chen, Andrew Lim, Kian Win Ong",International Conference on Management of Data,2003
r1614,An XJML-based wrapper generator for Web information extraction,"Ling Liu, Wei Han, David Buttler, Calton Pu, Wei Tang",International Conference on Management of Data,1999
r1615,Modelling and Querying Video Data,"Rune Hjelsvold, Roger Midtstraum",Very Large Data Bases,1994
r1616,Cluster validity methods: part I,"Maria Halkidi, Yannis Batistakis, Michalis Vazirgiannis",ACM SIGMOD Record,2002
r1617,A layered architecture for querying dynamic Web content,"Hasan Davulcu, Juliana Freire, Michael Kifer, I. V. Ramakrishnan",International Conference on Management of Data,1999
r1618,Tutorial on storage technology: RAID and beyond,Garth A. Gibson,International Conference on Management of Data,1995
r1619,The Araneus Web-based management system,"G. Mecca, P. Atzeni, A. Masci, G. Sindoni, P. Merialdo",International Conference on Management of Data,1997
r1620,Languages for multi-database interoperability,"Frédéric Gingras, Laks V. S. Lakshmanan, Iyer N. Subramanian, Despina Papoulis, Nematollaah Shiri",International Conference on Management of Data,1997
r1621,An extensible notation for spatiotemporal index queries,"Vassilis J. Tsotras, Christian S. Jensen, Richard Thomas Snodgrass",ACM SIGMOD Record,1998
r1622,Introduction,"M. Tamer Özsu, Stavros Christodoulakis",The VLDB Journal — The International Journal on Very Large Data Bases,1998
r1623,A New SQL-like Operator for Mining Association Rules,"Rosa Meo, Giuseppe Psaila, Stefano Ceri",Very Large Data Bases,1997
r1624,Influence sets based on reverse nearest neighbor queries,"Flip Korn, S. Muthukrishnan",International Conference on Management of Data,2000
r1625,Modeling Skewed Distribution Using Multifractals and the `80-20' Law,"Christos Faloutsos, Yossi Matias, Abraham Silberschatz",Very Large Data Bases,1995
r1626,Generalized Search Trees for Database Systems,"Joseph M. Hellerstein, Jeffrey F. Naughton, Avi Pfeffer",Very Large Data Bases,1995
r1627,"A robust, optimization-based approach for approximate answering of aggregate queries","Surajit Chaudhuri, Gautam Das, Vivek Narasayya",International Conference on Management of Data,2001
r1628,A Performance Study of Workfile Disk Management for Concurrent Mergesorts in a Multiprocessor Database System,"Kun-Lung Wu, Philip S. Yu, Jen-Yao Chung, James Z. Teng",Very Large Data Bases,1995
r1629,Object Fusion in Mediator Systems,"Yannis Papakonstantinou, Serge Abiteboul, Hector Garcia-Molina",Very Large Data Bases,1996
r1630,Searching in metric spaces by spatial approximation,Gonzalo Navarro,The VLDB Journal — The International Journal on Very Large Data Bases,2003
r1631,Size separation spatial join,"Nick Koudas, Kenneth C. Sevcik",International Conference on Management of Data,1997
r1632,SuperSQL: an extended SQL for database publishing and presentation,Motomichi Toyama,International Conference on Management of Data,1998
r1633,The Fittest Survives: An Adaptive Approach to Query Optimization,"Hongjun Lu, Kian-Lee Tan, Son Dao",Very Large Data Bases,1995
r1634,Extracting entity profiles from semistructured information spaces,"Robert A. Nado, Scott B. Huffman",ACM SIGMOD Record,1997
r1635,"Ambient Intelligence with the Ubiquitous Network, the Embedded Computer Devices and the Hidden Databases (abstract)",Egbert-Jan Sol,Very Large Data Bases,2001
r1636,Accessing a Relational Database through an Object-Oriented Database Interface,"Jack A. Orenstein, D. N. Kamber",Very Large Data Bases,1995
r1637,Closest pair queries in spatial databases,"Antonio Corral, Yannis Manolopoulos, Yannis Theodoridis, Michael Vassilakopoulos",International Conference on Management of Data,2000
r1638,DBCache: middle-tier database caching for highly scalable e-business architectures,"Christof Bornhövd, Mehmet Altinel, Sailesh Krishnamurthy, C. Mohan, Hamid Pirahesh, Berthold Reinwald",International Conference on Management of Data,2003
r1639,Semantic interoperability in information services: experiencing with CoopWARE,Avigdor Gal,ACM SIGMOD Record,1999
r1640,Similarity query processing using disk arrays,"Apostolos N. Papadopoulos, Yannis Manolopoulos",International Conference on Management of Data,1998
r1641,A complete temporal relational algebra,"Debabrata Dey, Terence M. Barron, Veda C. Storey",The VLDB Journal — The International Journal on Very Large Data Bases,1996
r1642,The ρ operator: discovering and ranking associations on the semantic web,"Kemafor Anyanwu, Amit Sheth",ACM SIGMOD Record,2002
r1643,Extraction of object-oriented structures from existing relational databases,"Shekar Ramanathan, Julia Hodges",ACM SIGMOD Record,1997
r1644,Using extended feature objects for partial similarity retrieval,"Stefan Berchtold, Daniel A. Keim, Hans-Peter Kriegel",The VLDB Journal — The International Journal on Very Large Data Bases,1997
r1645,"Data management: lasting impact on wild, wild, web",Reed M. Meseck,International Conference on Management of Data,2001
r1646,VisDB: a system for visualizing large databases,"Daniel A. Keim, Hans-Peter Kriegel",International Conference on Management of Data,1995
r1647,Guest editorial,"Vijay Atluri, Anupam Joshi, Yelena Yesha",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r1648,Approximate Query Processing: Taming the TeraBytes,"Minos N. Garofalakis, Phillip B. Gibbon",Very Large Data Bases,2001
r1649,Data in your face: push technology in perspective,"Michael Franklin, Stan Zdonik",International Conference on Management of Data,1998
r1650,WATCHMAN: A Data Warehouse Intelligent Cache Manager,"Peter Scheuermann, Junho Shim, Radek Vingralek",Very Large Data Bases,1997
r1651,A pattern-based object calculus,"Nabil Kamel, Ping Wu, Stanley Y. W. Su",The VLDB Journal — The International Journal on Very Large Data Bases,1994
r1652,A case for intelligent disks (IDISKs),"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",ACM SIGMOD Record,1998
r1653,Power efficient data gathering and aggregation in wireless sensor networks,"Hüseyin Özgür Tan, Ibrahim Körpeoǧlu",ACM SIGMOD Record,2003
r1654,Constructing the next 100 database management systems: like the handyman or like the engineer?,"Andreas Geppert, Klaus R. Dittrich",ACM SIGMOD Record,1995
r1655,Generic Schema Matching with Cupid,"Jayant Madhavan, Philip A. Bernstein, Erhard Rahm",Very Large Data Bases,2001
r1656,THESUS: Organizing Web document collections based on link semantics,"Maria Halkidi, Benjamin Nguyen, Iraklis Varlamis, Michalis Vazirgiannis",The VLDB Journal — The International Journal on Very Large Data Bases,2003
r1657,The design of an acquisitional query processor for sensor networks,"Samuel Madden, Michael J. Franklin, Joseph M. Hellerstein, Wei Hong",International Conference on Management of Data,2003
r1658,Preference formulas in relational queries,Jan Chomicki,ACM Transactions on Database Systems (TODS),2003
r1659,An introduction to spatial database systems,Ralf Hartmut Güting,The VLDB Journal — The International Journal on Very Large Data Bases,1994
r1660,Cache Fusion: Extending Shared-Disk Clusters with Shared Caches,"Tirthankar Lahiri, Vinay Srihari, Wilson Chan, N. MacNaughton, Sashikanth Chandrasekaran",Very Large Data Bases,2001
r1661,Energy efficient indexing on air,"Tomasz Imielinski, S. Viswanathan, B. R. Badrinath",International Conference on Management of Data,1994
r1662,Model-Based Information Integration in a Neuroscience Mediator System,"Bertram Ludäscher, Amarnath Gupta, Maryann E. Martone",Very Large Data Bases,2000
r1663,Balancing push and pull for data broadcast,"Swarup Acharya, Michael Franklin, Stanley Zdonik",International Conference on Management of Data,1997
r1664,Bounded ignorance: a technique for increasing concurrency in a replicated system,"Narayanan Krishnakumar, Arthur J. Bernstein",ACM Transactions on Database Systems (TODS),1994
r1665,Visual COKO: a debugger for query optimizer development,"Daniel J. Abadi, Mitch Cherniack",International Conference on Management of Data,2002
r1666,Standards in practice,"Andrew Eisenberg, Jim Melton",ACM SIGMOD Record,1998
r1667,The query by image content (QBIC) system,"Jonathan Ashley, Myron Flickner, James Hafner, Denis Lee, Wayne Niblack, Dragutin Petkovic",International Conference on Management of Data,1995
r1668,On the issue of valid time(s) in temporal databases,"Stavros Kokkotos, Efstathios V. Ioannidis, Themis Panayiotopoulos, Constantine D. Spyropoulos",ACM SIGMOD Record,1995
r1669,A brief survey of web data extraction tools,"Alberto H. F. Laender, Berthier A. Ribeiro-Neto, Altigran S. da Silva, Juliana S. Teixeira",ACM SIGMOD Record,2002
r1670,Holistic twig joins: optimal XML pattern matching,"Nicolas Bruno, Nick Koudas, Divesh Srivastava",International Conference on Management of Data,2002
r1671,XML data management (panel session): go native or spruce up relational systems?,"Per-Åke Larson, Dana Florescu, Goetz Graefe, Guido Moerkotte, Hamid Pirahesh, Harald Schöning",International Conference on Management of Data,2000
r1672,Materialized views and data warehouses,Nick Roussopoulos,ACM SIGMOD Record,1998
r1673,High availability of commercial applications,Kestutis Ivinskis,International Conference on Management of Data,1995
r1674,Multiview access protocols for large-scale replication,"Xiangning Liu, Abdelsalam Helal, Weimin Du",ACM Transactions on Database Systems (TODS),1998
r1675,The Zero Latency Enterprise,Dave Liles,Very Large Data Bases,2000
r1676,An Overview of Repository Technology,"Philip A. Bernstein, Umeshwar Dayal",Very Large Data Bases,1994
r1677,ASSET: a system for supporting extended transactions,"A. Biliris, S. Dar, N. Gehani, H. V. Jagadish, K. Ramamritham",International Conference on Management of Data,1994
r1678,Partition based spatial-merge join,"Jignesh M. Patel, David J. DeWitt",International Conference on Management of Data,1996
r1679,Quality-driven Integration of Heterogenous Information Systems,"Felix Naumann, Ulf Leser, Johann Christoph Freytag",Very Large Data Bases,1999
r1680,On saying Enough already! in SQL,"Michael J. Carey, Donald Kossmann",International Conference on Management of Data,1997
r1681,A conceptual architecture for semantic web enabled web services,"Christoph Bussler, Dieter Fensel, Alexander Maedche",ACM SIGMOD Record,2002
r1682,The XML typechecking problem,Dan Suciu,ACM SIGMOD Record,2002
r1683,The InfoSleuth Project,"R. J. Bayardo, Jr., W. Bohrer, R. Brice, A. Cichocki, J. Fowler, A. Halal, V. Kashyap, T. Ksiezyk, G. Martin, M. Nodine, M. Rashid, M. Rusinkiewicz, R. Shea, C. Unnikrishnan, A. Unruh, D. Woelk",International Conference on Management of Data,1997
r1684,Active Storage for Large-Scale Data Mining and Multimedia,"Erik Riedel, Garth A. Gibson, Christos Faloutsos",Very Large Data Bases,1998
r1685,Fast algorithms for universal quantification in large databases,"Goetz Graefe, Richard L. Cole",ACM Transactions on Database Systems (TODS),1995
r1686,Semantic video indexing: approach and issues,Arun Hampapur,ACM SIGMOD Record,1999
