ID,Title,Episodes,Producers,Genres,Type,Year,Rating
2919,Last War of Heavenloids and Akutoloids,1,Kyoto Animation,"[]",Movie,2009,3.41
2920,You're Under Arrest! No Mercy!!,1,Studio Deen,"['Action', 'America', 'Police']",TV Special,2002,3.41
2921,Galaxy Express 999: Eternal Fantasy,1,Toei Animation,"['Sci Fi', 'Trains']",Movie,1998,3.41
2922,Jurassic Tripper,39,Ashi Productions,"['Dinosaurs', 'Person in a Strange World']",TV,1995,3.41
2923,Kyouryuu Boukenki Jura Tripper,39,Ashi Productions,"['Dinosaurs', 'Person in a Strange World']",TV,1995,3.41
2924,Black Jack,61,Tezuka Productions,"['Drama', 'Episodic']",TV,2004,3.41
2925,UFO Baby,78,J.C.Staff,"['Aliens', 'Childcare']",TV,2000,3.41
2926,Daa! Daa! Daa!,78,J.C.Staff,"['Aliens', 'Childcare']",TV,2000,3.41
2927,Hinata no Aoshigure,1,Studio Colorido,"['Fantasy', 'Original Work', 'Romance', 'Shorts', 'Slice of Life']",Movie,2013,3.41
2928,High School DxD BorN Specials,2+,TNK,"['Based on a Light Novel', 'Comedy', 'Demons', 'Ecchi', 'Fantasy', 'Harem', 'Nudity', 'Sexual Content']",DVD Special,2015,3.41
2929,Ore no Imouto ga Konna ni Kawaii Wake ga Nai Animated Commentary,16,AIC,"[]",DVD Special,2010,3.44
2930,The IDOLM@STER: Cinderella Girls Second Series,12,A-1 Pictures,"['Based on a Video Game', 'Idols']",TV,2015,3.44
2931,Zoids Genesis,50,Shogakukan Music & Digital Entertainment,"['Action', 'Mecha']",TV,2005,3.44
2932,Kanon: Kazahana,1,Toei Animation,"['Drama', 'Romance']",DVD Special,2003,3.44
2933,Dirty Pair: With Love From the Lovely Angels,2,Sunrise,"[]",OVA,1987,3.44
2934,Grimm's Fairy Tale Classics,47,Nippon Animation,"['Based on a Fairy Tale', 'Family Friendly', 'Fantasy']",TV,1987,3.44
2935,Zatch Bell Movie 1,1,Toei Animation,"['Magic', 'Shounen', 'Superpowers']",Movie,2004,3.43
2936,Gekijouban Konjiki no Gash Bell!! 101 Banme no Mamono,1,Toei Animation,"['Magic', 'Shounen', 'Superpowers']",Movie,2004,3.43
2937,Konjiki no Gash Bell!! 101 Banme no Mamono,1,Toei Animation,"['Magic', 'Shounen', 'Superpowers']",Movie,2004,3.43
2938,Koi to Senkyo to Chocolate,12,AIC Build,"['Based on an Eroge', 'Based on a Visual Novel', 'Political', 'Romance', 'School Club', 'School Life']",TV,2012,3.43
2939,Love Election & Chocolate,12,AIC Build,"['Based on an Eroge', 'Based on a Visual Novel', 'Political', 'Romance', 'School Club', 'School Life']",TV,2012,3.43
2940,Tenjho Tenge,24,MADHOUSE,"['Ecchi', 'Hand to Hand Combat', 'Martial Arts', 'Martial Arts School', 'Panty Shots', 'School Life', 'Shounen', 'Violence']",TV,2004,3.43
2941,Gekijouban Toriko: Bishokushin no Special Menu,1,Toei Animation,"[]",Movie,2013,3.43
2942,Toriko: Bishokushin no Special Menu,1,Toei Animation,"[]",Movie,2013,3.43
2943,To Aru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne,1,J.C.Staff,"[]",OVA,2010,3.43
2944,Chaika: The Coffin Princess OVA,1,Bones,"[]",OVA,2015,3.43
2945,Hitsugi no Chaika OVA,1,Bones,"[]",OVA,2015,3.43
2946,Oruchuban Ebichu,24,Gainax,"['Animal Protagonists', 'Comedy', 'Mature Themes', 'Sexual Content']",TV,1999,3.43
2947,Ebichu,24,Gainax,"['Animal Protagonists', 'Comedy', 'Mature Themes', 'Sexual Content']",TV,1999,3.43
2948,Pretty Rhythm: Rainbow Live,51,Tatsunoko Pro.,"['Idols', 'Music']",TV,2013,3.43
2949,Baymax,1,,"['Fantasy', 'Shorts']",Web,2014,3.43
2950,Bartender,11,Palm Studio,"['Based on a Manga', 'Drama', 'Episodic', 'Food and Beverage', 'Work Life']",TV,2006,3.43
2951,Blade of the Phantom Master,1,OLM,"['Action', 'Fantasy', 'Magic']",Movie,2004,3.43
2952,Shin Angyo Onshi,1,OLM,"['Action', 'Fantasy', 'Magic']",Movie,2004,3.43
2953,AKB0048,13,Satelight,"['Idols', 'Music', 'Original Work', 'Sci Fi']",TV,2012,3.43
2954,Sherlock Hound,26,TMS Entertainment,"['Animal Protagonists', 'Detectives', 'Europe', 'Family Friendly']",TV,1984,3.43
2955,Meitantei Holmes,26,TMS Entertainment,"['Animal Protagonists', 'Detectives', 'Europe', 'Family Friendly']",TV,1984,3.43
2956,Karneval,13,Manglobe,"['Based on a Manga', 'Fantasy', 'Monsters']",TV,2013,3.43
2957,Kyoran Kazoku Nikki,26,Nomad,"['Based on a Light Novel', 'Comedy', 'Sci Fi', 'Slice of Life']",TV,2008,3.43
2958,Noir,26,BEE TRAIN,"['Assassins', 'Europe', 'Gunfights', 'Mercenaries', 'Mystery', 'Original Work']",TV,2001,3.43
2959,To Aru Kagaku no Railgun Specials,2,J.C.Staff,"['Comedy', 'Magic', 'Psychic Powers', 'Sci Fi', 'Supernatural']",DVD Special,2010,3.43
2960,Cyber Formula ZERO,8,Sunrise,"[]",OVA,1994,3.43
2961,Shin Seiki GPX Cyber Formula ZERO,8,Sunrise,"[]",OVA,1994,3.43
2962,Future GPX Cyber Formula ZERO,8,Sunrise,"[]",OVA,1994,3.43
2963,Ani*Kuri15,15,,"['Collections', 'Comedy', 'Original Work']",TV Special,2007,3.43
2964,Spiral,25,J.C.Staff,"['Based on a Manga', 'Detectives', 'Mystery']",TV,2002,3.43
2965,Masuda Kousuke Gekijou Gag Manga Biyori 2,12,Artland,"['Based on a Manga', 'Comedy', 'Crude', 'Episodic']",TV,2006,3.43
2966,Gag Manga Biyori 2,12,Artland,"['Based on a Manga', 'Comedy', 'Crude', 'Episodic']",TV,2006,3.43
2967,Glass Mask,23,TMS Entertainment,"['Based on a Manga', 'Drama', 'Idols', 'Romance', 'Shoujo', 'Work Life']",TV,1984,3.43
2968,Sailor Moon Super S Memorial,1,Toei Animation,"['Family Friendly', 'Magic', 'Magical Girl', 'Recap', 'Shoujo']",Other,1999,3.43
2969,Bishoujo Senshi Sailor Moon Super S Memorial,1,Toei Animation,"['Family Friendly', 'Magic', 'Magical Girl', 'Recap', 'Shoujo']",Other,1999,3.43
2970,Kumo no You ni Kaze no You ni,1,Studio Pierrot,"['Drama', 'Political', 'Romance']",Movie,1990,3.43
2971,Like the Clouds Like the Wind,1,Studio Pierrot,"['Drama', 'Political', 'Romance']",Movie,1990,3.43
2972,Black Rock Shooter TV,8,Ordet,"['Action', 'Drama', 'Fantasy', 'noitaminA', 'Original Work', 'Psychological', 'School Life', 'Slice of Life']",TV,2012,3.43
2973,Urusei Yatsura Special: It's Spring! Take Off!,2,Studio Pierrot,"['Aliens', 'Comedy', 'Ninja']",TV Special,1982,3.42
2974,Dodge Danpei,47,Animation 21,"['Sports']",TV,1991,3.42
2975,Honoo no Toukyuuji: Dodge Danpei,47,Animation 21,"['Sports']",TV,1991,3.42
2976,Harukanaru Toki no Naka de ~Maihitoyo~,1,,"['Fantasy', 'Person in a Strange World', 'Reverse Harem']",Movie,2006,3.42
2977,Chuunibyou Demo Koi ga Shitai! 2 Lite,6,Kyoto Animation,"['Based on a Light Novel']",Web,2013,3.51
2978,GANTZ,26,GONZO,"['Action', 'Aliens', 'Based on a Manga', 'Bullying', 'Explicit Sex', 'Explicit Violence', 'Gunfights', 'High Stakes Games', 'Mature Themes', 'Physical Abuse', 'Play or Die', 'Psychological', 'Sci Fi', 'Sexual Abuse']",TV,2004,3.51
2979,Sky Crawlers,1,Production I.G,"['Action', 'Aviation', 'Europe', 'Military', 'Seinen']",Movie,2008,3.51
2980,Lupin III Special 11: The Columbus Files,1,TMS Entertainment,"['Action', 'Thieves']",TV Special,1999,3.51
2981,Ginga Hyouryuu Vifam: "Keito no Kioku" Namida no Dakkai Sakusen!!,1,,"[]",OVA,1985,3.51
2982,Captain Harlock: Mystery of the Arcadia,1,Toei Animation,"['Based on an Anime', 'Outer Space', 'Sci Fi', 'Space Pirates']",Movie,1978,3.5
2983,Uchuu Kaizoku Captain Harlock: Arcadia-gou no Nazo,1,Toei Animation,"['Based on an Anime', 'Outer Space', 'Sci Fi', 'Space Pirates']",Movie,1978,3.5
2984,Gakusen Toshi Asterisk,4+,A-1 Pictures,"['Action', 'Based on a Light Novel', 'Fantasy', 'Romance']",TV,2015,3.5
2985,The Asterisk War,4+,A-1 Pictures,"['Action', 'Based on a Light Novel', 'Fantasy', 'Romance']",TV,2015,3.5
2986,Takanashi Rikka Kai: Chuunibyou demo Koi ga Shitai! Movie Lite,1,Kyoto Animation,"['Based on a Light Novel']",DVD Special,2014,3.5
2987,Mahoujin Guru Guru Doki Doki Legend,38,Nippon Animation,"['Adventure', 'Comedy', 'Fantasy', 'Parody']",TV,2000,3.5
2988,Doki Doki Densetsu Mahoujin Guru Guru,38,Nippon Animation,"['Adventure', 'Comedy', 'Fantasy', 'Parody']",TV,2000,3.5
2989,Mobile Suit Gundam SEED Movie III: The Rumbling Sky,1,,"['Sci Fi']",TV Special,2004,3.5
2990,Kidou Senshi Gundam SEED Special Edition Kanketsu Hen: Meidou no Sora,1,,"['Sci Fi']",TV Special,2004,3.5
2991,Guilty Crown Kiseki: Reassortment,1,Production I.G,"['Action', 'Mecha', 'noitaminA', 'Original Work', 'Recap', 'Sci Fi']",TV Special,2012,3.5
2992,Da Capo if,2,Zexcs,"['Based on an Eroge', 'Based on a Visual Novel', 'Drama', 'Romance']",OVA,2008,3.5
2993,Sasameki Koto,13,AIC,"['Based on a Manga', 'LGBT Themes', 'Romance', 'School Life', 'Shoujo-ai']",TV,2009,3.5
2994,Ontama!,5,Encourage Films,"['Comedy', 'Romance', 'Time Travel']",Web,2009,3.5
2995,Bishoujo Senshi Sailor Moon Super S: Sailor 9 Senshi Shuuketsu! Black-Dream-Hole no Kiseki,1,Toei Animation,"['Magic', 'Magical Girl', 'Shoujo']",Movie,1995,3.5
2996,Sailor Moon Super S: The Movie,1,Toei Animation,"['Magic', 'Magical Girl', 'Shoujo']",Movie,1995,3.5
2997,Murder Princess,6,BEE TRAIN,"['Action', 'Body Swapping', 'Fantasy']",OVA,2007,3.5
2998,Neppu Kairiku Bushi Road,1,Kinema Citrus,"['Action', 'Sci Fi']",TV Special,2013,3.5
2999,Black Jack: The Lost Episodes,2,,"['Drama', 'Episodic']",TV Special,2006,3.5
3000,To Aru Majutsu no Index: Endymion no Kiseki Special,1,J.C.Staff,"['Comedy', 'Magic', 'Psychic Powers', 'Sci Fi', 'Superpowers']",Other,2013,3.5
3001,Basquash!,26,Satelight,"['Action', 'Basketball', 'Mecha', 'Original Work', 'Sci Fi', 'Shounen', 'Sports']",TV,2009,3.5
3002,Kidou Senshi Gundam SEED Destiny Special Edition Kanketsu Hen: Jiyuu no Daishou,1,Sunrise,"['Sci Fi']",TV Special,2007,3.5
3003,Mobile Suit Gundam SEED Destiny Special Edition IV: The Cost of Freedom,1,Sunrise,"['Sci Fi']",TV Special,2007,3.5
3004,Jibaku-kun: Twelve World Story,26,Trans Arts Co.,"['Adventure', 'Comedy', 'Fantasy']",TV,1999,3.5
3005,Bucky: The Incredible Kid,26,Trans Arts Co.,"['Adventure', 'Comedy', 'Fantasy']",TV,1999,3.5
3006,Marmalade Boy,76,Toei Animation,"['Based on a Manga', 'Comedy', 'Drama', 'Love Triangle', 'Romance', 'Shoujo']",TV,1994,3.5
3007,Dragon Ball: Plan to Destroy the Saiyajin,1,Toei Animation,"[]",OVA,2010,3.5
3008,Afro Samurai,5,GONZO,"['Action', 'Adventure', 'Based on a Doujinshi', 'Drug Use', 'Explicit Violence', 'Revenge', 'Samurai', 'Sexual Content']",TV,2007,3.5
3009,Needless,24,MADHOUSE,"['Action', 'Based on a Manga', 'Ecchi', 'Panty Shots', 'Post-apocalyptic', 'Sci Fi', 'Superpowers']",TV,2009,3.5
3010,Mashiro-Iro Symphony: The Color of Lovers,12,Manglobe,"['Based on an Eroge', 'Based on a Visual Novel', 'Drama', 'Harem', 'Romance', 'School Club', 'School Life', 'Sexual Content', 'Tsundere']",TV,2011,3.5
3011,HaNaYaMaTa,12,MADHOUSE,"['Based on a Manga', 'Comedy', 'School Life', 'Seinen', 'Slice of Life']",TV,2014,3.5
3012,Hanayamata,12,MADHOUSE,"['Based on a Manga', 'Comedy', 'School Life', 'Seinen', 'Slice of Life']",TV,2014,3.5
3013,Eureka Seven: Navigation ray=out,1,Bones,"['Recap']",TV Special,2006,3.5
3014,Saki: Achiga-hen - Episode of Side-A,12,Studio Gokumi,"['Based on a Manga', 'Board Games', 'Comedy', 'Ecchi', 'Mahjong', 'School Club']",TV,2012,3.5
3015,Garo The Animation,24,Mappa,"['Action', 'Adventure', 'Based on a TV Series', 'Demons', 'Fantasy', 'Magic', 'Medieval', 'Nudity', 'Physical Abuse', 'Violence']",TV,2014,3.5
3016,Garo: Honoo no Kokuin,24,Mappa,"['Action', 'Adventure', 'Based on a TV Series', 'Demons', 'Fantasy', 'Magic', 'Medieval', 'Nudity', 'Physical Abuse', 'Violence']",TV,2014,3.5
3017,Moonlight Mile,12,Studio Hibari,"['Astronauts', 'Based on a Manga', 'Drama', 'Outer Space', 'Sci Fi']",TV,2007,3.49
3018,Final Yamato,1,Toei Animation,"['Based on an Anime']",Movie,1983,3.49
3019,Uchuu Senkan Yamato: Kanketsu-hen,1,Toei Animation,"['Based on an Anime']",Movie,1983,3.49
3020,Star Driver: Kagayaki no Takuto,25,Bones,"['Action', 'Mecha', 'Original Work', 'School Life']",TV,2010,3.49
3021,Matantei Loki Ragnarok,26,Studio Deen,"['Comedy', 'Detectives', 'Magic', 'Supernatural']",TV,2003,3.49
3022,Mythical Detective Loki Ragnarok,26,Studio Deen,"['Comedy', 'Detectives', 'Magic', 'Supernatural']",TV,2003,3.49
3023,Umisho,13,Artland,"['Based on a Manga', 'Comedy', 'Ecchi', 'School Life', 'Sports']",TV,2007,3.49
3024,Kenko Zenrakei Suieibu Umishou,13,Artland,"['Based on a Manga', 'Comedy', 'Ecchi', 'School Life', 'Sports']",TV,2007,3.49
3025,Majestic Prince,24,Dogakobo,"['Action', 'Based on a Manga', 'Mecha', 'Outer Space', 'Sci Fi']",TV,2013,3.45
3026,Invincible Superman Zanbot 3,23,Sunrise,"['Mecha']",TV,1977,3.45
3027,Muteki Choujin Zanbot 3,23,Sunrise,"['Mecha']",TV,1977,3.45
3028,Kin'iro no Chord: Secondo Passo,2,Yumeta,"[]",TV Special,2009,3.45
3029,La Corda D'Oro ~secondo passo~,2,Yumeta,"[]",TV Special,2009,3.45
3030,Kidou Senshi Gundam SEED Destiny Special Edition I: Kudakareta Sekai,1,Sunrise,"['Sci Fi']",TV Special,2006,3.45
3031,Mobile Suit Gundam SEED Destiny Special Edition I: The Broken World,1,Sunrise,"['Sci Fi']",TV Special,2006,3.45
3032,Jin: Ayano no Koufuku Riron,1,,"['Vocaloid']",Music Video,2013,3.45
3033,Ayano no Koufuku Riron,1,,"['Vocaloid']",Music Video,2013,3.45
3034,Cardfight!! Vanguard Movie: Neon Messiah,1,LIDEN FILMS,"['Based on a Card Game', 'Card Battles', 'Family Friendly', 'Fantasy', 'Shounen']",Movie,2014,3.45
3035,Gekijouban Cardfight!! Vanguard: Neon Messiah,1,LIDEN FILMS,"['Based on a Card Game', 'Card Battles', 'Family Friendly', 'Fantasy', 'Shounen']",Movie,2014,3.45
3036,Robotech: The Shadow Chronicles,1,Tatsunoko Pro.,"['Action', 'Aliens', 'Mecha', 'Military', 'Sci Fi', 'War']",OVA,2006,3.45
3037,Soredemo Machi wa Mawatteiru,12,Shaft,"['Based on a Manga', 'Cafe', 'Comedy', 'Maids', 'Slice of Life']",TV,2010,3.45
3038,And Yet The Town Moves,12,Shaft,"['Based on a Manga', 'Cafe', 'Comedy', 'Maids', 'Slice of Life']",TV,2010,3.45
3039,Strawberry Panic,26,MADHOUSE,"['Based on a Light Novel', 'Drama', 'LGBT Themes', 'Romance', 'School Life', 'Shoujo-ai']",TV,2006,3.45
3040,Shirokuma Cafe,50,Studio Pierrot,"['Animal Protagonists', 'Based on a Manga', 'Cafe', 'Comedy', 'Slice of Life', 'Work Life']",TV,2012,3.45
3041,Polar Bear Cafe,50,Studio Pierrot,"['Animal Protagonists', 'Based on a Manga', 'Cafe', 'Comedy', 'Slice of Life', 'Work Life']",TV,2012,3.45
3042,Letter Bee Academy,25,Studio Pierrot,"['Comedy', 'Omake']",DVD Special,2010,3.45
3043,Tegami Bachi Gakuen,25,Studio Pierrot,"['Comedy', 'Omake']",DVD Special,2010,3.45
3044,Hatsune Miku: Sekiranun Graffiti,1,,"['Adventure', 'Fantasy', 'Vocaloid']",Music Video,2011,3.44
3045,Sekiranun Graffiti,1,,"['Adventure', 'Fantasy', 'Vocaloid']",Music Video,2011,3.44
3046,Strain: Strategic Armored Infantry,13,Studio Fantasia,"['Drama', 'Mecha', 'Military', 'Sci Fi']",TV,2006,3.44
3047,Soukou no Strain,13,Studio Fantasia,"['Drama', 'Mecha', 'Military', 'Sci Fi']",TV,2006,3.44
3048,Soul Hunter,26,Studio Deen,"['Action', 'Adventure', 'Comedy', 'Fantasy']",TV,1999,3.44
3049,Senkaiden Houshin Engi,26,Studio Deen,"['Action', 'Adventure', 'Comedy', 'Fantasy']",TV,1999,3.44
3050,Naruto: Honoo no Chuunin Shiken! Naruto vs Konohamaru!!,1,Studio Pierrot,"['Action', 'Ninja']",Movie,2011,3.44
3051,Please Twins,12,,"['Drama', 'Ecchi', 'Incest', 'Love Triangle', 'Romance', 'Sudden Girlfriend Appearance']",TV,2003,3.44
3052,Onegai Twins,12,,"['Drama', 'Ecchi', 'Incest', 'Love Triangle', 'Romance', 'Sudden Girlfriend Appearance']",TV,2003,3.44
3053,Koi Kaze,13,A.C.G.T.,"['Age Gap', 'Based on a Manga', 'Drama', 'Incest', 'Romance']",TV,2004,3.44
3054,Saikano: Another Love Song,2,Studio Fantasia,"['Cyborgs', 'Drama', 'Seinen', 'War']",OVA,2005,3.44
3055,The Ballad of Suicide,1,,"['Drama', 'Suicide', 'Supernatural']",Music Video,2013,3.44
3056,Motohiro Shirai: The Ballad of Suicide,1,,"['Drama', 'Suicide', 'Supernatural']",Music Video,2013,3.44
3057,Saber Marionette J Again,6,Hal Film Maker,"['Action', 'Androids', 'Comedy', 'Harem', 'Robots', 'Sci Fi']",OVA,1997,3.44
3058,Cyborg Kuro-chan,66,,"['Comedy', 'Sci Fi']",TV,1999,3.44
3059,Thundercats,26,Studio 4C,"[]",TV,2011,3.44
3060,Video Girl AI,6,Production I.G,"['Based on a Manga', 'Love Triangle', 'Romance', 'Sci Fi', 'Sudden Girlfriend Appearance']",OVA,1992,3.44
3061,Iriya no Sora UFO no Natsu,6,Toei Animation,"['Aliens', 'Romance']",OVA,2005,3.44
3062,Bleach: The Sealed Sword Frenzy,1,Studio Pierrot,"['Action', 'Shinigami', 'Shounen', 'Supernatural', 'Swordplay']",OVA,2005,3.44
3063,Saber Marionette J,25,Hal Film Maker,"['Action', 'Androids', 'Comedy', 'Harem', 'Robots', 'Sci Fi']",TV,1996,3.44
3064,Negima!? Magister Negi Magi: Spring,1,Shaft,"['Comedy', 'Ecchi', 'Magic']",OVA,2006,3.44
3065,Negima!? Haru Special!?,1,Shaft,"['Comedy', 'Ecchi', 'Magic']",OVA,2006,3.44
3066,Manabi Straight!,12,ufotable,"['Comedy', 'Moe', 'School Life', 'Slice of Life']",TV,2007,3.44
3067,Gakuen Utopia Manabi Straight!,12,ufotable,"['Comedy', 'Moe', 'School Life', 'Slice of Life']",TV,2007,3.44
3068,Tsukuyomi -Moon Phase-,25,Shaft,"['Fantasy', 'Master-Servant Relationship', 'Romance', 'Vampires']",TV,2004,3.44
3069,Love Live! School Idol Project: Music S.T.A.R.T!!,1,Sunrise,"[]",Music Video,2013,3.44
3070,Music S.T.A.R.T!!,1,Sunrise,"[]",Music Video,2013,3.44
3071,RahXephon: Pluralitas Concentio,1,Bones,"['Mecha']",Movie,2003,3.44
3072,RahXephon: The Motion Picture,1,Bones,"['Mecha']",Movie,2003,3.44
3073,Great Mazinger,56,Toei Animation,"['Mecha']",TV,1974,3.39
3074,Mobile New Century Gundam X,39,Sunrise,"['Action', 'Mecha', 'Military', 'Post-apocalyptic', 'Sci Fi']",TV,1996,3.39
3075,Gundam X,39,Sunrise,"['Action', 'Mecha', 'Military', 'Post-apocalyptic', 'Sci Fi']",TV,1996,3.39
3076,After War Gundam X,39,Sunrise,"['Action', 'Mecha', 'Military', 'Post-apocalyptic', 'Sci Fi']",TV,1996,3.39
3077,Gochuumon wa Usagi Desu ka?,12,WHITE FOX,"['Based on a Manga', 'Comedy', 'Moe', 'Slice of Life']",TV,2014,3.39
3078,Is the Order a Rabbit?,12,WHITE FOX,"['Based on a Manga', 'Comedy', 'Moe', 'Slice of Life']",TV,2014,3.39
3079,Fate/Kaleid Liner Prisma Illya,10,SILVER LINK,"['Action', 'Based on a Manga', 'Comedy', 'Fantasy', 'Magic', 'Magical Girl']",TV,2013,3.39
3080,Galaxy Angel X,13,MADHOUSE,"['Comedy', 'Episodic', 'Outer Space', 'Sci Fi']",TV,2004,3.39
3081,Armored Trooper Votoms: Pailsen Files Movie,1,The Answer Studio,"['Original Work']",Movie,2009,3.39
3082,Soukou Kihei Votoms: Pailsen Files - Gekijouban,1,The Answer Studio,"['Original Work']",Movie,2009,3.39
3083,Cello Hiki no Gauche,1,Oh production,"['Classical Music', 'Countryside', 'Music']",Movie,1982,3.39
3084,Gauche the Cellist,1,Oh production,"['Classical Music', 'Countryside', 'Music']",Movie,1982,3.39
3085,Momoiro Clover Z: MOON PRIDE,1,Toei Animation,"[]",Music Video,2014,3.39
3086,MOON PRIDE,1,Toei Animation,"[]",Music Video,2014,3.39
3087,Infinite Stratos 2 - Hitonatsu no Omoide,1,,"[]",OVA,2013,3.39
3088,Dog Days,13,Seven Arcs,"['Action', 'Adventure', 'Fantasy', 'Magic', 'Original Work', 'Person in a Strange World', 'War']",TV,2011,3.39
3089,Ashita no Joe Movie,1,TMS Entertainment,"['Based on a Manga', 'Boxing', 'Drama', 'Hand to Hand Combat', 'Sports']",Movie,1980,3.39
3090,Tomorrow's Joe Movie,1,TMS Entertainment,"['Based on a Manga', 'Boxing', 'Drama', 'Hand to Hand Combat', 'Sports']",Movie,1980,3.39
3091,Champion Joe Movie,1,TMS Entertainment,"['Based on a Manga', 'Boxing', 'Drama', 'Hand to Hand Combat', 'Sports']",Movie,1980,3.39
3092,Zone of the Enders: Idolo,1,Sunrise,"[]",OVA,2001,3.39
3093,Shin chan,860+,Shinei Animation,"['Comedy', 'Crude', 'Ecchi', 'Mature Themes', 'Slice of Life']",TV,1992,3.39
3094,Crayon Shin-chan,860+,Shinei Animation,"['Comedy', 'Crude', 'Ecchi', 'Mature Themes', 'Slice of Life']",TV,1992,3.39
3095,Asura Cryin',13,Seven Arcs,"['Action', 'Based on a Light Novel', 'Supernatural']",TV,2009,3.39
3096,Victorian Romance Emma: Intermission,1,Studio Pierrot,"['Drama', 'Europe', 'Maids', 'Recap', 'Romance', 'Work Life']",TV Special,2007,3.39
3097,Ao no 6 go,4,GONZO,"['Based on a Manga', 'Military', 'Post-apocalyptic', 'Science', 'Sci Fi']",OVA,1998,3.39
3098,Blue Submarine No. 6,4,GONZO,"['Based on a Manga', 'Military', 'Post-apocalyptic', 'Science', 'Sci Fi']",OVA,1998,3.39
3099,Mizu no Kotoba,1,Studio Rikka,"['Drama', 'Original Work', 'Shorts']",TV Special,2002,3.39
3100,Aquatic Language,1,Studio Rikka,"['Drama', 'Original Work', 'Shorts']",TV Special,2002,3.39
3101,Pokemon XY,92,OLM,"['Adventure', 'Family Friendly', 'Fantasy', 'Monsters', 'Shounen', 'Tournaments']",TV,2013,3.39
3102,Pokemon the Series: XY,92,OLM,"['Adventure', 'Family Friendly', 'Fantasy', 'Monsters', 'Shounen', 'Tournaments']",TV,2013,3.39
3103,Turn A Gundam,50,Sunrise,"['Action', 'Mecha', 'Military', 'Political', 'Sci Fi']",TV,1999,3.39
3104,Tenchi Muyo! Mihoshi Special,1,AIC,"['Action', 'Comedy', 'Parody', 'Police', 'Sci Fi']",OVA,1994,3.39
3105,Mahou Shoujo Tai Arusu,40,Studio 4C,"['Fantasy', 'Person in a Strange World']",TV,2004,3.39
3106,Tweeny Witches,40,Studio 4C,"['Fantasy', 'Person in a Strange World']",TV,2004,3.39
3107,Furusato Japan,1,Wao World,"['Drama', 'Music', 'Slice of Life']",Movie,2007,3.39
3108,Japan Our Homeland,1,Wao World,"['Drama', 'Music', 'Slice of Life']",Movie,2007,3.39
3109,Bubblegum Crisis Tokyo 2040,26,AIC,"['Androids', 'Cyberpunk', 'Futuristic', 'Original Work', 'Robots', 'Sci Fi']",TV,1998,3.39
3110,Nichijou Specials,14,Kyoto Animation,"['Comedy', 'Slice of Life']",DVD Special,2011,3.39
3111,Bishoujo Senshi Sailor Moon Super S Special,3,Toei Animation,"[]",TV Special,1995,3.39
3112,Sailor Moon Super S Special,3,Toei Animation,"[]",TV Special,1995,3.39
3113,Aikatsu! 2,51,Sunrise,"['Based on a Card Game', 'Idols', 'Music', 'Music School', 'School Life', 'Shoujo']",TV,2013,3.38
3114,One Piece Special: Glorious Island,2,Toei Animation,"['Comedy', 'Pirates']",Other,2012,3.38
3115,Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,9,Kyoto Animation,"['Fantasy', 'Magic']",TV,2009,3.38
3116,Munto TV,9,Kyoto Animation,"['Fantasy', 'Magic']",TV,2009,3.38
3117,Kami nomi zo Shiru Sekai: Flag 0,1,Manglobe,"['Demons', 'Fantasy']",OVA,2010,3.38
3118,The World God Only Knows: Flag 0,1,Manglobe,"['Demons', 'Fantasy']",OVA,2010,3.38
3119,Love Chunibyo & Other Delusions - Heart Throb - Specials,7,Kyoto Animation,"['Based on a Light Novel']",DVD Special,2014,3.38
3120,Chuunibyou Demo Koi ga Shitai! Ren Specials,7,Kyoto Animation,"['Based on a Light Novel']",DVD Special,2014,3.38
3121,Mobile Suit Gundam II: Soldiers of Sorrow,1,Sunrise,"['Futuristic', 'Mecha', 'Military', 'Outer Space', 'Political', 'Sci Fi', 'War']",Movie,1981,3.72
3122,Gundam II,1,Sunrise,"['Futuristic', 'Mecha', 'Military', 'Outer Space', 'Political', 'Sci Fi', 'War']",Movie,1981,3.72
3123,The Familiar of Zero: Princess no Rondo: Seductive Beach,1,J.C.Staff,"['Comedy', 'Ecchi', 'Master-Servant Relationship']",DVD Special,2008,3.72
3124,Zero no Tsukaima: Princess no Rondo: Seductive Beach,1,J.C.Staff,"['Comedy', 'Ecchi', 'Master-Servant Relationship']",DVD Special,2008,3.72
3125,Himouto! Umaru-chan OVA,1,Dogakobo,"['Based on a Manga', 'Comedy']",OVA,2015,3.72
3126,RahXephon,26,Bones,"['Aliens', 'Mecha', 'Military', 'Original Work', 'Post-apocalyptic', 'Psychological', 'Romance', 'Sci Fi']",TV,2002,3.72
3127,Buddy Complex Kanketsu-hen -Ano Sora ni Kaeru Mirai de-,2,Sunrise,"['Action', 'Drama', 'Mecha', 'Original Work', 'Outer Space', 'Sci Fi', 'Time Travel']",TV Special,2014,3.72
3128,Tengen Toppa Gurren Lagann OVA,1,Gainax,"[]",OVA,2007,3.72
3129,Naruto Shippuden Movie 2: Kizuna,1,Studio Pierrot,"['Action', 'Ninja', 'Shounen']",Movie,2008,3.72
3130,Naruto Shippuden Movie 2: Bonds,1,Studio Pierrot,"['Action', 'Ninja', 'Shounen']",Movie,2008,3.72
