ID,Title,Episodes,Producers,Genres,Type,Year,Rating
2972,Ichigo 100% OVA,4,['Madhouse'],"['Comedy', 'Ecchi', 'Harem', 'Romance', 'School', 'Shounen']", OVA,2005,7.07
2973,Kaze to Ki no Uta Sanctus: Sei Naru Kana,1,['Shogakukan Productions'],"['Drama', 'Historical', 'Romance', 'Shoujo', 'Shounen Ai']", OVA,1987,7.07
2974,Touhou Niji Sousaku Doujin Anime: Musou Kakyou Special,1,['Maikaze'],"['Fantasy', 'Magic']", OVA,2014,7.07
2975,Tell Your World,1,['add some'],['Music'], Music,2012,7.07
2976,Pokemon Crystal: Raikou Ikazuchi no Densetsu,1,"['Oriental Light and Magic', '4Kids Entertainment', 'Studio Jack']","['Action', 'Adventure', 'Comedy', 'Fantasy', 'Kids']", Special,2001,7.07
2977,Macross 7: Ginga ga Ore wo Yonde Iru,1,"['Mainichi Broadcasting', 'Production Reed', 'Studio Nue']","['Action', 'Adventure', 'Comedy', 'Drama', 'Mecha', 'Music', 'Sci-Fi', 'Shounen']", Movie,1995,7.07
2978,Kowarekake no Orgel Special,1,['ElectromagneticWave'],"['Drama', 'Music', 'Sci-Fi', 'Seinen', 'Slice of Life']", Special,2010,7.07
2979,Uta noPrince-sama Maji Love Revolutions,13,"['A-1 Pictures', 'Sentai Filmworks', 'Showgate']","['Comedy', 'Harem', 'Music', 'Romance', 'School', 'Shoujo']", TV,2015,7.07
2980,Mamotte! Lollipop,13,"['FUNimation Entertainment', 'Studio Comet', 'Delphi Sound']","['Adventure', 'Comedy', 'Magic', 'Romance', 'Shoujo']", TV,2006,7.07
2981,Terra Formars,13,"['Warner Bros.', 'Ultra Super Pictures', 'LIDENFILMS', 'Mages', 'Good Smile Company']","['Action', 'Horror', 'Sci-Fi', 'Space']", TV,2014,7.07
2982,Dash! Yonkurou,25,['Aubec'],"['Action', 'Kids', 'Shounen', 'Sports']", TV,1989,7.06
2983,Clover,1,"['Madhouse', 'Bandai Visual', 'Kodansha']","['Drama', 'Fantasy', 'Music', 'Sci-Fi', 'Shoujo']", Music,1997,7.06
2984,Dual Parallel! Trouble Adventures Special,1,['AIC'],"['Comedy', 'Drama', 'Harem', 'Mecha', 'Romance', 'Sci-Fi']", Special,1999,7.06
2985,CandyBoy: Side Story For Archive,1,['AIC'],"['Romance', 'School', 'Shoujo Ai']", ONA,2007,7.06
2986,Battle Spirits: Sword Eyes,29,['Sunrise'],"['Action', 'Shounen']", TV,2012,7.06
2987,1000-nen Joou: Queen Millennia,1,['Toei Animation'],"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi']", Movie,1982,7.06
2988,Daikuu Maryuu Gaiking,44,"['Toei Animation', 'Discotek', 'Dynamic Planning']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,1976,7.04
2989,Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,48,"['Bandai Visual', 'Oriental Light and Magic', 'Geneon Universal Entertainment']","['Comedy', 'Magic', 'Supernatural']", TV,1998,7.06
2990,Kaguya-hime,1,['Gakken Eigakyoku'],"['Historical', 'Kids']", Movie,1961,7.06
2991,Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,1,"['Sunrise', 'Kadokawa Pictures Japan']","['Action', 'Comedy', 'Mecha', 'Parody', 'Samurai', 'Shounen']", Special,2008,7.06
2992,Hare Tokidoki Buta (TV),61,"['TV Tokyo', 'Aniplex', 'TV Tokyo Music']",['Comedy'], TV,1997,7.06
2993,Hi no Tori: Yamato Hen,1,['Tezuka Productions'],"['Drama', 'Historical']", OVA,1987,7.05
2994,Gegege no Kitarou (2007),100,['Toei Animation'],"['Comedy', 'Fantasy', 'Horror']", TV,2007,7.06
2995,Futakoi Alternative,13,"['ufotable', 'Feel', 'Studio Flag', 'Lantis']","['Comedy', 'Drama', 'Romance']", TV,2005,7.06
2996,Furusato Saisei: Nihon no Mukashibanashi,  Unknown,"['TV Tokyo', 'Tomason', 'Sony Music Entertainment', 'Peter Pan Creation']","['Historical', 'Kids', 'Supernatural']", TV,2012,7.06
2997,gdgd Fairies 2,12,['Strawberry Meets Pictures'],"['Comedy', 'Fantasy']", TV,2013,7.06
2998,"Urusei Yatsura: Haru da, Tobidase!",2,['Studio Pierrot'],"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']", Special,1982,7.05
2999,Tokyo Tribe 2,13,"['Madhouse', 'Sony Music Entertainment']","['Action', 'Drama']", TV,2006,7.05
3000,Koisuru Tenshi Angelique: Kokoro no Mezameru Toki,13,"['Lantis', 'Media Factory', 'Koei']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Magic', 'Romance', 'Sci-Fi', 'Shoujo']", TV,2006,7.06
3001,Lupin III: Bye Bye Liberty - Kiki Ippatsu!,1,"['VAP', 'Tokyo Movie Shinsha', 'Discotek']","['Action', 'Adventure', 'Comedy', 'Shounen']", Special,1989,7.06
3002,Sirius no Densetsu,1,"['Sanrio', 'Discotek']","['Drama', 'Fantasy', 'Romance']", Movie,1981,7.05
3003,Tottoko Hamtarou,296,"['Shogakukan Productions', 'TMS Entertainment', 'Viz Media']","['Adventure', 'Comedy', 'Kids']", TV,2000,7.05
3004,Kumo no You ni Kaze no You ni,1,"['Studio Pierrot', 'Yomiko Advertising']","['Adventure', 'Drama', 'Historical', 'Romance']", Movie,1990,7.06
3005,Shouwa Monogatari,13,['Wao World'],"['Drama', 'Historical']", TV,2011,7.05
3006,Bakusou Kyoudai Let's & Go WGP,51,['Xebec'],"['Cars', 'Shounen', 'Sports']", TV,1997,7.04
3007,Beet the Vandel Buster,52,['Toei Animation'],"['Adventure', 'Fantasy', 'Shounen', 'Supernatural']", TV,2004,7.04
3008,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,1,['Shin-Ei Animation'],"['Comedy', 'Kids', 'Shounen']", Movie,2014,7.04
3009,Armitage III: Dual-Matrix,1,"['AIC', 'FUNimation Entertainment', 'Pioneer LDC']","['Action', 'Adventure', 'Mecha', 'Sci-Fi']", Movie,2002,7.04
3010,Wei Kreuz OVA,2,"['Studio Deen', 'NYAV Post']","['Action', 'Drama']", OVA,1999,7.05
3011,"Zone of the Enders: Dolores, I",26,"['Sunrise', 'AT-X', 'TV Tokyo Music']","['Action', 'Adventure', 'Comedy', 'Mecha', 'Military', 'Sci-Fi', 'Space']", TV,2001,7.05
3012,Cossette no Shouzou,3,"['Aniplex', 'Daume', 'Studio Hibari', 'Sentai Filmworks']","['Drama', 'Horror', 'Magic', 'Psychological', 'Romance', 'Supernatural']", OVA,2004,7.04
3013,"Wake Up, Girls!",12,"['TV Tokyo', 'Avex Entertainment', 'Sotsu Agency', 'Tatsunoko Productions', 'Gakken', 'Rakuonsha', 'AT-X', 'Ordet', 'Ultra Super Pictures', 'DIVE II Entertainment', 'TOHO animation', 'Good Smile Company']","['Drama', 'Music']", TV,2014,7.05
3014,Daisetsusan no Yuusha Kibaou,1,['Nippon Animation'],"['Adventure', 'Drama']", Special,1978,7.04
3015,Digimon Frontier: Ornismon Fukkatsu!!,1,['Toei Animation'],"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen']", Movie,2002,7.04
3016,Hidan no Aria Special,1,"['J.C.Staff', 'FUNimation Entertainment', 'flying DOG']","['Action', 'Comedy', 'Romance']", Special,2011,7.04
3017,Flag Director's Edition: Issenman no Kufura no Kiroku,1,['add some'],['Action'], Movie,2006,7.02
3018,Gamba no Bouken,26,['Tokyo Movie Shinsha'],"['Adventure', 'Kids']", TV,1975,7.04
3019,Dear Boys,26,"['OB Planning', 'Bandai Entertainment']","['Drama', 'Shounen', 'Sports']", TV,2003,7.04
3020,Gegege no Kitarou (1968),65,['Toei Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Horror', 'Supernatural']", TV,1968,7.04
3021,Kamisama no Inai Nichiyoubi Special,1,"['Madhouse', 'Sentai Filmworks']","['Fantasy', 'Mystery']", Special,2014,7.04
3022,Ninpuu Kamui Gaiden,26,['Tele-Cartoon Japan'],"['Action', 'Adventure', 'Historical', 'Martial Arts', 'Samurai']", TV,1969,7.04
3023,Metal Fight Beyblade 4D,52,['SynergySP'],"['Adventure', 'Sports']", TV,2011,7.04
3024,Kuro no Sumika: Chronus,1,['Studio 4C'],['Psychological'], Movie,2014,7.04
3025,Koi to Senkyo to Chocolate Special,1,"['Aniplex', 'AIC Build']","['Drama', 'Romance', 'School']", Special,2013,7.04
3026,Neo Angelique Abyss,13,"['Yumeta Company', 'Koei', 'Sentai Filmworks']","['Comedy', 'Fantasy', 'Harem', 'Romance', 'Shoujo']", TV,2008,7.04
3027,Metal Fight Beyblade: Baku,51,"['Tatsunoko Productions', 'SynergySP', 'Nelvana']","['Adventure', 'Comedy', 'Sports']", TV,2010,7.04
3028,"Ore ga Ojousama Gakkou ni ""Shomin Sample"" Toshite GetsSareta Ken",12,"['FUNimation Entertainment', 'Silver Link']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'School']", TV,2015,7.04
3029,Mermaid Forest OVA,1,"['Studio Pierrot', 'OB Planning']","['Drama', 'Fantasy', 'Horror', 'Mystery']", OVA,1991,7.04
3030,Sakura Taisen: Gouka Kenran,6,"['Animate Film', 'Sega']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", OVA,1999,7.04
3031,Sakura Taisen,25,"['Madhouse', 'ADV Films', 'Sega', 'Sentai Filmworks']","['Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,2000,7.04
3032,Soukou Kihei Votoms: Gen-ei Hen,6,['Sunrise'],"['Action', 'Drama', 'Mecha', 'Military', 'Sci-Fi']", OVA,2010,7.04
3033,"Touch: Miss Lonely Yesterday - Are kara, Kimi wa...",1,"['VAP', 'Group TAC', 'Studio Jack']","['Romance', 'Shounen', 'Sports']", Special,1998,7.04
3034,Tenpou Ibun: Ayakashi Ayashi,25,"['Bones', 'Aniplex', 'Mainichi Broadcasting', 'Bandai Entertainment']","['Demons', 'Historical', 'Supernatural']", TV,2006,7.04
3035,Shirobako Specials,2,"['P.A. Works', 'Warner Bros.']","['Adventure', 'Comedy']", Special,2015,7.04
3036,Super Seisyun Brothers,14,"['AIC', 'AIC Plus+']","['Comedy', 'Josei', 'Slice of Life']", TV,2013,7.04
3037,Tokyo Mew Mew,52,"['Studio Pierrot', 'Kodansha', '4Kids Entertainment']","['Adventure', 'Comedy', 'Fantasy', 'Magic', 'Romance', 'Sci-Fi', 'Shoujo', 'Supernatural']", TV,2002,7.04
3038,YuGiOh! (1999),1,['Toei Animation'],"['Adventure', 'Comedy', 'Fantasy', 'Game', 'Shounen']", Movie,1999,7.04
3039,TWO-MIX: White Reflection,1,['Oriental Light and Magic'],['Music'], Music,1997,7.04
3040,Bakuten Shoot Beyblade G Revolution,52,"['Madhouse', 'd-rights', 'Nelvana']","['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Shounen', 'Sports']", TV,2003,7.03
3041,Yakusoku (ONA),1,['add some'],"['Drama', 'Music']", ONA,2013,7.04
3042,Arslan Senki,6,"['J.C.Staff', 'Production I.G', 'Kadokawa Shoten', 'Animate Film', 'Movic', 'Sony Music Entertainment']","['Action', 'Adventure', 'Drama', 'Fantasy', 'Historical']", OVA,1991,7.03
3043,Zone of the Enders: Idolo,1,"['Sunrise', 'AT-X']","['Action', 'Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Space']", OVA,2001,7.04
3044,Wakaba*Girl,13,"['Sentai Filmworks', 'Nexus', 'NBCUniversal Entertainment']","['Comedy', 'School', 'Slice of Life']", TV,2015,7.04
3045,Arashi no Yoru ni: Himitsu no Tomodachi,26,['Sparky Animation'],"['Adventure', 'Drama']", TV,2012,7.04
3046,CLAMP in Wonderland,1,"['Madhouse', 'Animate Film']",['Music'], Music,1994,7.03
3047,Brothers Conflict OVA,2,['Brains Base'],"['Harem', 'Romance', 'Shoujo']", OVA,2014,7.03
3048,Detective Conan: Happy New Year Special,1,['TMS Entertainment'],"['Action', 'Comedy', 'Mystery', 'Police', 'Shounen']", Special,2015,7.03
3049,Captain Tsubasa: Sekai Daikessen!! Jr. World Cup,1,['Group TAC'],"['Action', 'Shounen', 'Sports']", Movie,1986,7.03
3050,Dokkoida,12,"['ufotable', 'Media Factory', 'Sentai Filmworks', 'The Klock Worx', 'Memory-Tech', 'Toshiba Entertainment']","['Action', 'Adventure', 'Comedy', 'Parody', 'Sci-Fi', 'Shounen']", TV,2003,7.03
3051,Cardfight!! Vanguard G: Gears Crisis-hen,  Unknown,"['TV Tokyo', 'Dentsu', 'TMS Entertainment']","['Action', 'Game', 'Shounen']", TV,2015,7.04
3052,Battle Athletess Daiundoukai (TV),26,"['AIC', 'Genco', 'Pioneer LDC', 'TV Tokyo Music']","['Action', 'Adventure', 'Comedy', 'Drama', 'School', 'Sci-Fi', 'Shounen', 'Sports']", TV,1997,7.03
3053,Crayon Shin-chan Movie 15: Arashi wo Yobu Utau Ketsu dake Bakudan!,1,['TV Asahi'],"['Comedy', 'Ecchi', 'Kids', 'School']", Movie,2007,7.03
3054,Harukanaru Toki no Naka de 3: Kurenai no Tsuki Special,1,['Yumeta Company'],"['Comedy', 'Fantasy', 'Shoujo']", Special,2008,7.01
3055,Ichigo 100% Special 2,1,['add some'],"['Comedy', 'Ecchi', 'Romance', 'Shounen']", Special,2005,7.03
3056,FlashBack,1,['add some'],['Music'], Music,2012,7.03
3057,Lupin III: Napoleon no Jisho wo Ubae,1,"['VAP', 'Tokyo Movie Shinsha', 'Discotek']","['Action', 'Adventure', 'Comedy', 'Shounen']", Special,1991,7.03
3058,Jigoku Sensei Nube: Gozen 0 toki Nube Shisu,1,['Toei Animation'],"['Adventure', 'Comedy', 'Horror', 'School', 'Shounen', 'Supernatural']", Movie,1997,7.03
3059,Dragon Ball Z Movie 03: Chikyuu Marugoto Choukessen,1,"['Toei Animation', 'FUNimation Entertainment']","['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi', 'Shounen']", Movie,1990,7.03
3060,Macross 7 Plus,11,"['Production Reed', 'Studio Nue']","['Mecha', 'Music', 'Slice of Life']", Special,1995,7.03
3061,Gakuen Heaven: Hamu Hamu Heaven,12,['Media Blasters'],"['Comedy', 'Drama', 'Romance', 'School', 'Shounen Ai']", Special,2006,7.03
3062,Ojamajo Doremi OVA,3,['add some'],"['Kids', 'Magic']", OVA,2001,7.03
3063,Pokemon Best Wishes!: Victini to Kuroki Eiyuu Zekrom,1,"['Production I.G', 'Xebec', 'Oriental Light and Magic', 'The Pokemon Company International']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']", Movie,2011,7.03
3064,Munto,1,['Kyoto Animation'],"['Fantasy', 'Magic', 'Romance']", OVA,2003,7.03
3065,Megazone 23,4,"['Artmic', 'ADV Films']","['Action', 'Mecha', 'Music', 'Mystery', 'Romance', 'Sci-Fi']", OVA,1985,7.03
3066,Minky Momo in Yume ni Kakeru Hashi,1,"['Starchild Records', 'Asahi Production', 'Yomiuri Advertising']","['Drama', 'Shoujo', 'Slice of Life']", OVA,1993,7.03
3067,Papuwa,26,"['Nippon Animation', 'ADV Films']","['Adventure', 'Comedy']", TV,2003,7.03
3068,Overman King Gainer,26,"['Sunrise', 'WOWOW', 'Bandai Entertainment', 'Sentai Filmworks']","['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen']", TV,2002,7.03
3069,Saenai Heroine no Sodatekata: Ai to Seishun no Service Kai,1,"['Aniplex', 'A-1 Pictures']","['Comedy', 'Ecchi', 'Harem', 'Romance']", Special,2015,7.03
3070,Vandread Gekitouhen,1,"['Gonzo', 'FUNimation Entertainment']","['Action', 'Adventure', 'Comedy', 'Ecchi', 'Mecha', 'Sci-Fi', 'Space']", OVA,2002,7.03
3071,Ace wo Nerae! (1979),1,['Madhouse'],"['Drama', 'Romance', 'School', 'Shoujo', 'Sports']", Movie,1979,7.02
3072,Touch 3: Kimi ga Toorisugita Ato ni - Don't Pass Me By,1,['Group TAC'],"['Drama', 'School', 'Sports']", Movie,1987,7.03
3073,Aimai Elegy,1,['add some'],['Music'], Music,2010,7.02
3074,Senkou no Night Raid Specials,3,"['Aniplex', 'A-1 Pictures', 'Sentai Filmworks']","['Action', 'Historical', 'Military', 'Super Power']", Special,2010,7.03
3075,Anime Tenchou x Touhou Project,1,['ufotable'],"['Fantasy', 'Magic']", Special,2010,7.02
3076,Binchou-tan,12,"['Bandai Visual', 'Studio Deen', 'Frontier Works', 'TBS', 'Alchemist']","['Comedy', 'Slice of Life']", TV,2006,7.02
3077,3x3 Eyes,4,"['Toei Animation', 'Bandai Visual', 'Kodansha']","['Action', 'Demons', 'Fantasy', 'Horror', 'Romance']", OVA,1991,7.02
3078,Captain Tsubasa: Saikyou no Teki! Holland Youth,1,['Group TAC'],"['Action', 'Shounen', 'Sports']", OVA,1995,7.02
3079,"Dakara Boku wa, H ga Dekinai.",12,"['Geneon Universal Entertainment', 'Sotsu Agency', 'Feel', 'Lantis', 'AT-X', 'Sentai Filmworks', 'The Klock Worx']","['Comedy', 'Ecchi', 'Romance', 'Supernatural']", TV,2012,7.02
3080,Captain Tsubasa: Europe Daikessen,1,['Group TAC'],"['Action', 'Shounen', 'Sports']", Movie,1985,7.02
3081,Blood: The Last Vampire,1,"['Production I.G', 'Aniplex']","['Horror', 'Supernatural', 'Vampire']", Movie,2000,7.02
3082,Dai Mahou Touge Omake,4,['Diomedea'],['Comedy'], Special,2006,7.02
3083,Futsuu no Joshikousei ga [Locodol] Yatte Mita.,12,"['Feel', 'TBS', 'DAX Production', 'Nippon Columbia', 'Sentai Filmworks']","['Comedy', 'Seinen']", TV,2014,7.02
3084,DearS Special,1,"['Hal Film Maker', 'Discotek']","['Comedy', 'Ecchi', 'Harem', 'Romance', 'Sci-Fi']", Special,2005,7.02
3085,Chikyuu Shoujo Arjuna,13,"['Bandai Visual', 'Satelight', 'Bandai Entertainment']","['Adventure', 'Drama', 'Magic', 'Sci-Fi']", TV,2001,7.02
3086,Kyouryuu Boukenki Jura Tripper,39,['Production Reed'],"['Adventure', 'Drama', 'Fantasy', 'Sci-Fi', 'Shounen']", TV,1995,7.02
3087,Kamen Rider Den-O: Imagin Anime 2,12,['Animate Film'],"['Action', 'Adventure', 'Comedy', 'Kids', 'Super Power']", OVA,2008,7.02
3088,Girls und Panzer: Fushou - Akiyama Yukari no Sensha Kouza,6,['Actas'],"['Military', 'School']", Special,2012,7.02
3089,Kurokami: Tora to Tsubasa,1,"['Sunrise', 'Bandai Entertainment', 'NYAV Post']","['Action', 'Martial Arts', 'Super Power']", Special,2009,7.02
3090,Hana no Ko Lunlun,50,"['Toei Animation', 'TV Asahi', 'Asatsu DK']","['Drama', 'Magic', 'Shoujo']", TV,1979,7.02
3091,Manie-Manie: Meikyuu Monogatari,3,"['Madhouse', 'ADV Films', 'Kadokawa Shoten']","['Adventure', 'Fantasy', 'Horror', 'Sci-Fi', 'Supernatural']", Movie,1989,7.02
3092,gdgd Fairies,12,['Strawberry Meets Pictures'],['Comedy'], TV,2011,7.02
3093,Kishin Taisen Gigantic Formula,26,"['Bandai Visual', 'Brains Base', 'TV Tokyo Music']","['Mecha', 'Sci-Fi']", TV,2007,7.02
3094,Osu!! Karate Bu,4,['J.C.Staff'],"['Martial Arts', 'School', 'Shounen']", OVA,1990,7.02
3095,Mirai Shounen Conan 2: Taiga Daibouken,24,['Nippon Animation'],"['Adventure', 'Drama', 'Sci-Fi']", TV,1999,7.02
3096,Mitsume ga Tooru,48,['Tezuka Productions'],['Adventure'], TV,1990,7.02
3097,Ontama!,5,['Encourage Films'],"['Comedy', 'Magic', 'Seinen', 'Slice of Life']", ONA,2009,7.02
3098,Dragon Crisis!,12,"['Studio Deen', 'Yomiuri Telecasting Corporation', 'Starchild Records', 'Kids Station', 'DAX Production']","['Action', 'Magic', 'Romance', 'School', 'Seinen', 'Supernatural']", TV,2011,7
3099,Recorder to Randoseru Re,13,"['Takeshobo', 'Seven']","['Comedy', 'School', 'Seinen', 'Slice of Life']", TV,2012,7.02
3100,Pokemon Omega Ruby & Alpha Sapphire: Mega Special Animation,1,['Oriental Light and Magic'],"['Action', 'Adventure', 'Fantasy', 'Kids']", ONA,2014,7.02
3101,Pokemon Best Wishes!: Victini to Shiroki Eiyuu Reshiram,1,"['TV Tokyo', 'Oriental Light and Magic', 'Shogakukan Productions', 'Marvelous Entertainment', 'Toho Company', 'The Pokemon Company International']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Kids']", Movie,2011,7.02
3102,Hurricane Live! 2032,6,['AIC'],['Music'], Special,1988,7
3103,Ginga Tetsudou 999: Hoshizora wa Time Machine,1,['Toei Animation'],"['Drama', 'Sci-Fi']", Movie,2007,7
3104,Gunparade March: Arata Naru Kougunka,12,"['J.C.Staff', 'Rondo Robe', 'd-rights', 'Media Blasters']","['Drama', 'Mecha', 'Military', 'Romance', 'Sci-Fi', 'Shounen', 'Slice of Life']", TV,2003,7
3105,HappyLesson: Advance,13,"['KSS', 'Studio Jack']","['Comedy', 'Harem', 'Romance', 'Slice of Life']", TV,2003,7
3106,Gakkou no Kaidan: Kubinashi Rider!! Shi no Noroi,1,['Studio Pierrot'],"['Horror', 'Mystery', 'Supernatural']", Special,2001,7
3107,Himouto! Umaru-chan'S,12,['Doga Kobo'],"['Comedy', 'Slice of Life']", Special,2015,7
3108,Garakuta-doori no Stain,13,['FUNimation Entertainment'],['Comedy'], TV,2003,7
3109,Gregory Horror Show,25,"['VAP', 'TV Asahi', 'Milky Cartoon']","['Comedy', 'Demons', 'Horror', 'Mystery', 'Supernatural', 'Vampire']", TV,1999,7
3110,Kaleido Star: Good da yo! Goood!!,1,['Hal Film Maker'],['Comedy'], OVA,2006,7
3111,Lupin III: Lupin Ikka Seizoroi,1,['Tokyo Movie Shinsha'],"['Adventure', 'Comedy', 'Shounen']", Special,2012,7
3112,Lupin III: Russia yori Ai wo Komete,1,"['Tokyo Movie Shinsha', 'Discotek']","['Action', 'Adventure', 'Comedy', 'Shounen']", Special,1992,7
3113,Juuni Senshi Bakuretsu Eto Ranger,39,['Shaft'],"['Action', 'Comedy', 'Fantasy']", TV,1995,7
3114,Kiddy GiRL-AND,24,"['Satelight', 'Kadokawa Shoten', 'gimik']","['Action', 'Comedy', 'Sci-Fi', 'Super Power']", TV,2009,7
3115,Kikaider 01 The Animation,4,"['Shaft', 'SME Visual Works', 'Bandai Entertainment']","['Action', 'Adventure', 'Drama', 'Mecha', 'Sci-Fi', 'Shounen']", OVA,2001,7
3116,Ikkitousen: Xtreme Xecutor,12,"['Arms', 'Genco', 'FUNimation Entertainment', 'TNK']","['Action', 'Ecchi', 'Martial Arts', 'School', 'Super Power']", TV,2010,7
3117,Ikkitousen: Dragon Destiny,12,"['Arms', 'Genco', 'Media Blasters', 'Atelier Musa']","['Action', 'Ecchi', 'Martial Arts', 'School', 'Super Power']", TV,2007,7
3118,Tales of Symphonia The Animation: Kaette Kita Kratos-sensei no Private Lesson,1,['ufotable'],"['Comedy', 'School']", Special,2008,7
3119,Doraemon Meets Hattori the Ninja,1,['Asatsu DK'],"['Comedy', 'Kids', 'Sci-Fi', 'Shounen']", Special,1982,6.99
3120,Uchuu Senkan Yamato: Aratanaru Tabidachi,1,['add some'],"['Drama', 'Military', 'Sci-Fi']", Movie,1979,7
3121,El Hazard 2: The Magnificent World,4,"['AIC', 'Pioneer LDC']","['Adventure', 'Comedy', 'Fantasy']", OVA,1997,6.99
3122,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,1,['TV Asahi'],"['Comedy', 'Ecchi', 'Kids', 'School', 'Shounen', 'Slice of Life']", Movie,1999,6.99
3123,Norimono Oukoku BuBu ChaCha,26,['Daume'],"['Comedy', 'Slice of Life']", TV,1999,7
3124,Arcana Famiglia: Capriccio - stile Arcana Famiglia,1,"['J.C.Staff', 'Frontier Works', 'Movic', 'Sentai Filmworks', 'Warner Bros.', 'Showgate']","['Romance', 'Shoujo']", OVA,2013,6.99
3125,Devilman Lady,26,"['Toei Animation', 'TMS Entertainment', 'ADV Films', 'Dynamic Planning']","['Action', 'Drama', 'Horror', 'Psychological']", TV,1998,6.99
3126,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,4,['Planet'],"['Drama', 'Sci-Fi', 'Space']", OVA,2006,6.99
3127,Lamune,12,"['Trinet Entertainment', 'Picture Magic', 'Radix']","['Drama', 'Romance', 'Slice of Life']", TV,2005,6.99
3128,Karasu Tengu Kabuto,39,['KSS'],"['Action', 'Adventure', 'Drama', 'Historical']", TV,1990,6.99
3129,Futari wa Precure: Max Heart Movie 1,1,"['Toei Animation', 'Asatsu DK']","['Comedy', 'Fantasy', 'Magic', 'Shoujo']", Movie,2005,6.99
3130,Kyousou Giga,1,['Toei Animation'],"['Action', 'Fantasy', 'Supernatural']", ONA,2011,6.99
3131,Innocent Venus,12,"['Bandai Visual', 'ADV Films', 'Brains Base']","['Adventure', 'Drama', 'Mecha', 'Military', 'Sci-Fi']", TV,2006,6.99
3132,Futari wa Precure,49,['Toei Animation'],"['Action', 'Comedy', 'Fantasy', 'Magic', 'Shoujo']", TV,2004,6.99
3133,Jack to Mame no Ki,1,['Group TAC'],"['Fantasy', 'Kids']", Movie,1974,6.99
3134,Majimoji Rurumo,12,"['J.C.Staff', 'Pony Canyon', 'Kodansha', 'AT-X', 'DAX Production', 'Bushiroad Inc.']","['Comedy', 'Ecchi', 'Fantasy', 'Magic', 'School', 'Shounen']", TV,2014,6.99
3135,Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,7,"['Production I.G', 'FUNimation Entertainment']","['Comedy', 'Historical']", Special,2009,6.99
3136,Mobile Suit Gundam F91,1,"['Sunrise', 'Shochiku', 'Bandai Entertainment', 'Atelier Musa']","['Drama', 'Mecha', 'Military', 'Sci-Fi', 'Shounen', 'Space']", Movie,1991,6.99
3137,Mizuiro Jidai,47,"['Nippon Animation', 'Studio Comet']","['Shoujo', 'Slice of Life']", TV,1996,6.99
3138,Panda Kopanda,2,"['Tokyo Movie Shinsha', 'Discotek']","['Comedy', 'Kids']", Movie,1972,6.99
3139,Pokemon Housoukyoku,16,"['Oriental Light and Magic', '4Kids Entertainment']","['Adventure', 'Comedy', 'Fantasy', 'Kids']", TV,2002,6.99
3140,Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,1,"['Studio Pierrot', 'Viz Media', 'Bandai']","['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Shounen', 'Supernatural']", Movie,2005,6.99
3141,Moon Pride,1,"['Toei Animation', 'Starchild Records']","['Magic', 'Music', 'Romance', 'Supernatural']", Music,2014,6.99
3142,TaoTao Ehonkan Sekai Doubutsu Banashi,52,['add some'],"['Adventure', 'Comedy', 'Fantasy', 'Kids']", TV,1983,6.99
3143,Tenchi Muyou! Bangaihen: Galaxy Police Mihoshi Space Adventure,1,['Pioneer LDC'],"['Comedy', 'Magic', 'Parody', 'Police', 'Sci-Fi', 'Shounen', 'Space']", OVA,1994,6.99
3144,Tistou Midori no Oyayubi,1,['Production I.G'],"['Historical', 'Magic']", Movie,1990,6.99
3145,Soul Eater: Late Night Show,51,"['Bones', 'TV Tokyo', 'Aniplex', 'Dentsu', 'FUNimation Entertainment', 'Media Factory']","['Action', 'Comedy', 'Fantasy']", Special,2008,6.99
3146,Totsuzen! Neko no Kuni Banipal Witt,1,"['Studio Hibari', 'Pioneer LDC', 'AC Create']",['Adventure'], Movie,1995,6.99
