id,title,category,brand,modelno,price,proddescrlong
2062,brother lc51c cyan inkjet cartridge for mfc-240c multi-function printer,printers,brother,lc51c,13.49,cyan ink page yield 400 pages compatible with brother fax1360 fax1860 fax1960 fax2480 fax2580c fax machines and dcp130c mfc240c mfc440cn mfc665cw mfc845cw mfc2480c mfc3360c mfc5460cn mfc5860cn printers
2063,gear head mp2300blk 3 button wireless optical wheel mouse - black silver,mice,gear head,mp2300blk,13.82,optical sensing technology wireless connectivity built-in scroll wheel soft comfortable design
2064,maccase 15 premium leather macbook pro powerbook sleeve,electronics - general,maccase,93714,111.96,premium leather sleeve for all 15 macbook pro powerbook proven side loading design fully padded protection non-scratch zipperless closure color matched rear cooling vent signature maccase window super soft poly-suede interior color matched hook and loop tab perfectly matched to shoulder bag and ipod case sold separately
2065,siig usb premium aluminum keyboard with hub,electronics - general,siig,jk-us0412-s1,69.84,key features constructed with solid 3mm thick brushed aluminum scissor key architecture provides silent smooth and comfortable typing experience durable slim elegant and ergonomic design built-in 2-port usb 2.0 high-speed hub 4 hot keys for volume up volume down mute and sleep mode backwards compatible with usb 1.1 port
2066,draper m1300 signature series v electric screen - ntsc 230 diagonal,electronics - general,draper,100327,5382.7,dr4510signature series v ceiling-recessed electric projection screen. independently motorized aluminum ceiling closure disappears into the white case when screen is lowered. tab-tensioning system keeps viewing surface perfectly flat. hinges are completely concealed allowing you to finish the closure without interfering with its operation. features clean appearance of a ceiling-recessed screen. the closure is supported for its entire length so no sag is possible. all surfaces are bordered in black. perfect for data projection. 12 black drop is standard. with control options it can be operated from any remote location. depending on surface available in sizes through 12 x 16 and 14 x 14 and 240 ntsc. custom sizes available. warranted for one year against defects in materials and workmanship. screen material m1300 the perfect matt white diffusing surface. extremely broad light dispersion and spectral uniformity. panoramic viewing angle and true color rendition. recommended for use with any type of projector in rooms where the light level can be reasonably controlled. washable
2067,draper high contrast grey ultimate access series e electric screen - av format 72 x 96,electronics - general,draper,119175,2282.45,dr5482ultimate access series e electric ceiling-recessed projection screen. you can install the case first screen later. motor-in-roller assures quiet and smooth operation. ceiling-recessed screen with an independently motorized ceiling closure. when the screen is retracted the motorized closure forms a solid bottom panel giving the ceiling a clean appearance. features now available in 16 10 and 15 9 laptop presentation formats at the touch of a switch or wireless transmitter the door of the ultimate access opens into the case before the viewing surface descends into the room. your audience will be impressed by its precision timing and quiet fluid movement. with control options it can be operated from any remote location. depending on surface available in sizes through 12 x 12 and 15 ntsc. custom sizes available. warranted for one year against defects in materials and workmanship. screen material high contrast grey grey textile backed surface offers excellent resolution while enhancing the blacks of lcd and dlp projected images even as whites and lighter colors are maintained. performs well in ambient light condition. high contrast grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . available on most non-tensioned motorized and manual screens seamless in sizes up to 8 in height. peak gain of 0.8.
2068,draper diamondscreen rear projection screen with system 400 black frame - 160 diagonal ntsc format,electronics - general,draper,127149,30515.5,dr7867the first rear projection screen designed specifically for video and data projection this screen is well suited for most a v applications except those with large vertical viewing cones. this rear screen delivers a brilliant image and unlike most conventional rear screens the diamondscreen is cast molded and derives its incredible optical performance from its patented fresnel lenticular lens system. with its superior center-to-corner brightness ratio this is the world s most sophisticated most efficient rear projection screen.
2069,kodak 10c color ink cartridge,printers,kodak,10c,19.97,key features page yield 420 pages color 5-ink colors dries instantly water resistant compatible with all-in-one printers 5100 5300 5500 esp 3 esp 5 esp 7 esp 9 esp 3250 esp 5250 esp 7250 esp office 6150
2070,case logic kindle dx case,electronics - general,case logic,153344,23.99,outfit your kindle dx with a sleeve that s as stylish as the device it holds. durable materials keep your reader safe and you on the go. product material polyester product weight 0.19 lbs. laptop compartment dimensions 10.6 ebook reader a richly textured herringbone exterior and brilliant brake light orange lining set this sleeve apart from your standard case slimline design protects your reader on its own or in your favorite bag zipper closure keeps your ebook reader clean and secure
2071,lexar media ljdff8gbasbna 4gb jumpdrive firefly usb 2.0 flash drive,usb drives,lexar media,ljdff8gbasbna,16.57,host interface usb 2.0 - usb 4gb flash drive
2072,pioneer 6.5 4-way speakers 350w,car stereos,pioneer,ts-a1684r,113.0,pioneer 6.5 4-way speakers 350w 350w max power 50w rms carbon graphite impp interlaced aramid fiber cone model ts-a1684r
2073,outdoor bag for ipad white,mp3 accessories,simplism,tr-odbipad-wt/en,39.99,outdoor bag for ipad and ipad 2 fits with apple s smart cover on made from durable waterproof tarpaulin high frequency welding method provides waterproof waterproof zippered pocket for earphones and dock cables shock absorbing cushion spacer removable carrier shoulder strap available in 3 colors
2074,basyx return shell 48-1 4 x24 x29 medium cherry,furniture,basyx,,252.0,byx2477 basyx laminate desk ensembles laminate furniture features durable 1 thick tops that are covered with abrasion-resistant and stain-resistant thermal-fused laminate. modesty panels are full height. drawers lock and operate on ball-bearing suspensions. the 35-3 4 lateral file can be used freestanding or the top can be removed and placed under the credenza shell if desired. hangrails in all file drawers provide side-to-side letter-size or legal-size files and front-to-back filing. shells bridges and hutches have cord management grommets. additional specifications color medium cherry quantity per selling unit 1 each total recycled content 0pct product keywords basyx furniture laminate ensembles desk shells credenzas pedestals returns shells bridges lateral files hutches peninsulas
2075,ifrogz ipod iphone lux car charger red,mp3 accessories,ifrogz,chargerluxred,11.0,key features compatible with ipads iphones and ipods usb 2.0 port 2-tone luxe finish color red
2076,ampad spiral steno book gregg rule 6 canary 70 sheets,stationery &amp; office machinery,ampad,25473,5.15,ampad spiral steno book gregg rule 6 70 sheets canary wirelock binding red center line rigid kraft cover and back
2077,wintec filemate 16gb color mini usb flash drive aqua,usb drives,wintec,3fmsp01u2aq-16g-r,24.84,wintec filemate color mini usb flash drive capacity 16gb colorful compact and fun led activity indicator fully supported auto-run feature no setup required with easy plug and play color aqua
2078,dymo d1 standard tape cartridge for dymo label makers 1 4in x 23ft black on clear,stationery &amp; office machinery,dymo,43610,17.27,dymo d1 standard tape cartridge for dymo label makers d1 high-performance polyester label cartridge durable scratch- and chemical-resistant easy-peel split-back makes separation of label backing a snap ideal for asset tagging posting instructions and caution statements
2079,acme smart 15 laptop sleeve wet black antik,electronics - general,acme,am00778-ceu,29.88,acme smart 15 laptop sleeve a stylish sleeve with fresh patterns closed-cell foam padding for exceptional protection removable nylon shoulder strap included
2080,alera valencia series reversible return bridge shell,furniture,alera,va354824my,109.0,alera valencia series reversible return bridge shell can be used as either a return or a bridge coordinates with other valencia series items can be used in either left-handed or right-handed configurations 1 wire-management grommet for increased organization and safety protective pvc edging 1 thick work surface and side panels resist water scratches and dents
2081,da-lite silver matte model c manual screen - 8 x 8 av format,electronics - general,da-lite,90544,441.95,dl6405 features ideal for large size conference or training rooms. permanently lubricated steel ball bearings combined with nylon bushings and heavy-duty spring assembly offers smooth operation even in demanding applications. optional floating mounting brackets allow the model c to be mounted onto wall or ceiling studs and aligned left or right after installation by releasing two sets of screws. pull cord included. screen material silver matte a uniquely designed screen surface with a specifically designed silver finish. this surface is perfect for situations where a silver surface is necessary for a polarized 3-d projection. the matte finish of this surface successfully rejects ambient light. screen surface can be cleaned with mild soap and water. flame retardant and mildew resistant. viewing angle 30 gain 1.5
2082,da-lite cherry veneer model b manual screen with matte white fabric - 60 x 60 diagonal video format,electronics - general,da-lite,73179,167.99,dl6855 features veneer wrapped case fits any room decor. choice of seven veneer finishes light oak medium oak mahogany cherry natural walnut heritage walnut or honey maple . provides dependable service and beauty pull cord included. screen material matte white one of the most versatile screen surfaces and a good choice for situations when presentation material is being projected and ambient light is controllable. its surface evenly distributes light over a wide viewing area. colors remain bright and life-like with no shifts in hue. flame retardant and mildew resistant. viewing angle 60 gain 1.0
2083,cables unlimited sata ii 3gbps to esata cable with straight connectors,electronics - general,cables unlimited,flt-6600-39,9.82,cables unlimited sata ii 3gbps to esata cable with straight connectors heavy duty connectors and shielding for reliable external connection designed to connect esata external drives enclosures to sata ii 3gbps enabled systems flexible cable
2084,hp webcam hd 3110,electronics - general,hp,hp bk357aa,33.88,hp webcam hd 3110 true hd 720p hp truevision built-in adaptive lighting automatic white balance autofocus 3 quick launch buttons flexible versatile clip mounts tilt and pan directional digital microphone face tracking
2085,pc treasures slipit 17.3 neoprene laptop case titan,electronics - general,pc treasures,07627,19.99,pc treasures slipit 17.3 laptops durable lycra exterior shell weather resistant case front pocket for accessories color titan
2086,sony cyber-shot dsc-w560 14mp compact camera blue w 4x optical zoom 720p movie 3.0 lcd w 50 bonus prints,digital cameras,sony,dsc-w560/l,149.0,sony cyber-shot dsc-w560 14mp compact camera blue w 4x optical zoom 720p movie 3.0 lcd screen allows for easy viewing anti-blink face priority and red-eye reduction functions reduces annoying photo mistakes dro standard and plus recovers shadow detail in high contrast scenes iscn detects 8 scene conditions and adjusts camera settings easy shooting mode simplifies camera operation in-camera retouching tools allows you to edit your photos in the camera photomusic feature combines hd slideshow with music memory card specifications compatible sd sdhc memory cards 1 sd sdhc slot upon purchase of this item you will receive a promotional email for bonus prints from walmart.com. go to the url provided in the email anytime between 7 16 11 and 8 31 11. if you do not already have a walmart.com photo account please create one so you can be credited for your prints. enter the 16-digit code on your trial offer select the photo s of your choice and continue to checkout. your redeemed credits will be applied upon an online purchase of 50 one-hour photo 4 x 6 print s available for pickup in your local walmart store. each trial offer code can only be used once and must be redeemed prior to the offer expiration deadline of 12 31 11. if you have any questions please contact walmart.com customer service at photo walmart.com.
2087,endust for electronics ultimate office cleaning combo,electronics - general,endust,12886bp,64.99,endust for electronics ultimate office cleaning combo great combination of products that compliment each other free microfiber cloth that is absorbent and safe for all screens includes endust for electronics 10 oz duster endust for electronics spray gel microfiber towel kit endust for electronics multi-surface aerosol cleaner endust for electronics compact dry screen cleaner and a endust for electronics microfiber towel
2088,targus red tg-6660tr tripod with 3-way panhead,photography - general,targus,tg-6660tr,29.98,targus red tg-6660tr tripod with 3-way panhead 3-way fluid panhead quick release plate and leg locks rubber grip feet features a bubble leveler extended height up to 66 includes carry case
2089,netgear prosafe gs716t 16-port ethernet switch,networking,netgear,gs716t-200nas,238.0,netgear prosafe gs716t 16-port ethernet switch 2000mbps switching capacity of 48mbps 2 sfp gbic slots housed in sturdy metal box includes rack mounting kit
2090,visiontek 900252 radeon hd 4650 1 gb 128-bit gddr2 pci express 2.0 graphics card.,electronics - general,visiontek,900252,86.92,pci express 2.0 x16 interface 320 stream processing units 1gb memory 128-bit gddr2 directx 10.1 opengl 2.0 2 dvi and one hdtv s-video out 400 mhz ramdac 2560 x 1600 max resolution crossfire supported dual-link dvi supported onboard fan requirements 350 watt or greater power supply 500 watt for ati crossfirex technology in dual mode is recommended
2091,scosche fptm mirrored screen protector kit for ipod touch 4g 2pk,mp3 accessories,scosche,fptm,21.88,scosche fptm mirrored screen protector kit for ipod touch 4g protects screen from scratches and dust total access to all ports and screen includes micro-fiber cleaning cloth adheres to screen with little or no effort
2092,night owl zeus-810 16-channel h.264 dvr kit with 1tb hard drive,electronics - general,night owl,,773.82,key features 16 channel h.264 smart dvr 1 tb hard drive pre-installed 24 7 technical phone support d1 recording v digital watermarking video time and date stamped for official use viewable anywhere in the world via internet explorer viewable on your 3g 4g smart phone motion activated recording email alerts simple point and click user interface usb mouse included usb backup v connects directly to your tv hdmi rca or monitor hdmi vga night vision up to 30 ft. expandable up to 16 cameras 8 cameras included no monthly fees professional installation services available nationwide us only
2093,epson t125420 yellow durabrite cartridge,printers,epson,t125420,11.88,epson t125420 yellow durabrite cartridge color yellow durabrite ultra inks ideal for double-sided printing smartvalve cartridge technology with micropiezo ink level sensors
2094,baltimore ravens ipod touch 4g hard case,electronics - general,tribeca,fva4584,29.99,give your ipod touch some team flavor with the baltimore ravens ipod touch 4g hard case features a durable hard shell and a high quality logo that won t rub off or fade. hard case fits your ipod touch 4g perfectly high quality durable logo easy access to all ports and touchscreen officially licensed by the nfl
2095,middle atlantic cable management straps,tv accessories,middle atlantic,tw12,12.99,df2976fasten cable bundles securely while maintaining the integrity of the cable. tw12 cable management straps are perfect for managing cables that are sensitive to strain and are 8 long. 12 pieces.
2096,inland titan pro rolling notebook case,computers,inland,ipi02453,47.88,key features main compartment with suspension straps for either a laptop or clothes second compartment with accordion file holder front pocket contains accessory compartments and a business-card holder back compartment with additional pockets adjustable and removable shoulder strap with non-slip pad 4-stage telescoping handle system with inline wheels for easy traveling
2097,hp 564 tri-color combo inkjet cartridge cd994fn,printers,hp,hp cd994fn,26.5,product type cartridge print technology inkjet approximate page yield 300 colors yellow cyan magenta
2098,cobra 4-pin microphone with noise canceling feature,electronics - general,cobra,hg-m77,18.36,9 high-flex cord heavy-duty drop-proof abs shell metal mesh grille left-side ptt button
2099,grandtec mou-600i virtually indestructible mouse,mice,grandtec,mou-600i,20.84,optical mouse wired usb 2-button scroll wheel
2100,imation 26654 swivel 8gb usb2.0 flash drive,usb drives,imation,26654,25.84,storage capacity 8 gb host interface usb usb extension cable
2101,elite m150xwv1 screens manual projection screen,electronics - general,elite screens,m150xwv1,187.84,manual projection screen screen has auto locking system for variable height settings maxwhite screen material is durable and easy to clean wall or ceiling mount
2102,kensington k72274us notebook keypad calculator with usb hub - pc mac compatible,electronics - general,kensington,k72274us,22.88,system requirements microsoft windows xp microsoft windows 2000 and microsoft vista lcd display keyboard keypad connectivity technology wired number of keys 19
2103,iogear 2-port usb 2.0 printer auto sharing switch black,computers,iogear,gub211w6,22.92,key features automatically switch between two computers share a sub device without network usb 2.0 support and usb 1.1 backward compatible includes easy to use software
2104,draper high contrast grey ultimate access series e electric screen - ntsc 11 diagonal,electronics - general,draper,119183,2375.95,dr5555ultimate access series e electric ceiling-recessed projection screen. you can install the case first screen later. motor-in-roller assures quiet and smooth operation. ceiling-recessed screen with an independently motorized ceiling closure. when the screen is retracted the motorized closure forms a solid bottom panel giving the ceiling a clean appearance. features now available in 16 10 and 15 9 laptop presentation formats at the touch of a switch or wireless transmitter the door of the ultimate access opens into the case before the viewing surface descends into the room. your audience will be impressed by its precision timing and quiet fluid movement. with control options it can be operated from any remote location. depending on surface available in sizes through 12 x 12 and 15 ntsc. custom sizes available. warranted for one year against defects in materials and workmanship. screen material high contrast grey grey textile backed surface offers excellent resolution while enhancing the blacks of lcd and dlp projected images even as whites and lighter colors are maintained. performs well in ambient light condition. high contrast grey s lower gain of 0.8 allows use with even the brightest projectors viewing cone of 180 . available on most non-tensioned motorized and manual screens seamless in sizes up to 8 in height. peak gain of 0.8.
2105,coby purple high-performance isolation stereo earphones cvem79pur,electronics - general,coby,cvem79pur,8.54,key features in-ear isolation design aluminum housing for durability 10mm neodymium drivers color purple
2106,xm xmp3i portable satellite radio and mp3 player with home kit,satellite radio,audiovox,xpmp3h1,149.0,xm xmp3i portable satellite radio and mp3 player with home kit internal capacity 2gb microsd slot up to 8gb 3.5mm stereo jack record up to 100 hours of live xm programming pause rewind and replay up to 30 min. live radio powerconnect technology rechargeable lithium-ion battery
2107,atrend-bbox a201-12cp b box series single-sealed 10 up-fire enclosure,car stereos,atrend,a201-12cp,60.88,atrend-bbox a201-12cp b box series single-sealed 10 speaker baffles completely carpeted enclosure with rounded edges custom built for under seat application screwed down terminal cups completely glued and braced
2108,regular staples 15 000ct,stationery &amp; office machinery,generic,1005nx-b,0.0,regular staples 15 000ct easy to use great for offices
2109,targus antibacterial screen cleaning cloth,electronics - general,targus,awv02us,8.88,targus antibacterial screen cleaning cloth protect your phone from scratches fingerprints and smudges over 99 percent effective at killing common bacteria specially formulated cloth will not damage screen soft cloth cleans screen with just one wipe no need to rub repeatedly to disinfect rohs compliant
2110,rubbermaid commercial slim jim gray confidential document retrofit lid kit,storage,rubbermaid commercial,9w16gy,52.97,20.5 x 11.375 x 2.25 secures with locking lid side-entry recessed paper slot
2111,motorola droid 2 vehicle dock with vpa,electronics - general,motorola,89431n,25.82,motorola droid 2 vehicle dock with vpa securely mounts to vehicle dashboard 3.5mm cable connects to vehicle s auxiliary port perfect droid accessory for the road
2112,da-lite video spectra 1.5 model c with csr manual screen - 7 x 9 av format,electronics - general,da-lite,82976,697.99,dl6283 features the model c with csr is a manual wall or ceiling mounted screen with da-lite s controlled screen return csr . the csr system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. screens with the csr feature must be fully extended. there are not intermediate stopping positions. provides great performance and smooth operation. optional floating mounting brackets allow the model c to be mounted onto wall or ceiling studs and aligned left or right after installation by releasing two sets of screws. pull cord included. screen material video spectra 1.5 this screen surface is specially designed with a reflective coating which provides an increased amount of brightness with a moderately reduced viewing angle. the increased gain of this surface makes it suitable for environments where ambient lighting is uncontrollable and a projector with moderate light output is utilized. flame retardant and mildew resistant. viewing angle 35 gain 1.5
2113,da-lite high power model c manual screen - 8 x 10 av format,electronics - general,da-lite,83207,797.99,dl6418 features ideal for large size conference or training rooms. permanently lubricated steel ball bearings combined with nylon bushings and heavy-duty spring assembly offers smooth operation even in demanding applications. optional floating mounting brackets allow the model c to be mounted onto wall or ceiling studs and aligned left or right after installation by releasing two sets of screws. pull cord included. screen material high power a technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. the moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. flame retardant and mildew resistant. viewing angle 30 gain 2.4
2114,da-lite video spectra 1.5 advantage manual with csr - video format 84 diagonal,electronics - general,da-lite,85703,847.99,dl6090 features ceiling recessed manually operated screen. developed with the installation process in mind the advantage manual screen with controlled screen return csr provides the convenience and flexibility of installing the case and fabric roller assemblies at separate stages of construction. a floating mounting method utilizing adjustable roller brackets is designed into the lightweight extruded aluminum case allowing the centering or offsetting of the screen. finished case edges provide a clean look and comfortable build-in of ceiling tiles. the csr system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. screens with the csr feature must be fully extended. there are not intermediate stopping positions. pull cord included. screen material video spectra 1.5 this screen surface is specially designed with a reflective coating which provides an increased amount of brightness with a moderately reduced viewing angle. the increased gain of this surface makes it suitable for environments where ambient lighting is uncontrollable and a projector with moderate light output is utilized. flame retardant and mildew resistant. viewing angle 35 gain 1.5
2115,da-lite high power model b manual screen with csr - 84 x 84 av format,electronics - general,da-lite,85303,372.99,dl6574 features offered exclusively by da-lite the controlled screen return csr system adds an impressive feature to the ever-popular model b design. the csr system ensures the quiet controlled return of the screen into the case providing optimal performance and smooth consistent operation. screens with the csr feature must be fully extended. there are not intermediate stopping positions. pull cord included. screen material high power a technological breakthrough providing the reflectivity and optical characteristics of a traditional glass beaded surface with the ability to clean the surface when necessary. its smooth textured surface provides the highest gain of all front projection screen surfaces with no resolution loss. the moderate viewing angle and its ability to reflect light back along the projection axis make this surface the best choice for situations where there is a moderate amount of ambient light and the projector is placed on a table-top or in the same horizontal viewing plane as the audience. flame retardant and mildew resistant. viewing angle 30 gain 2.4
2116,case logic 12.1 laptop sleeve,electronics - general,case logic,147731,19.99,guard your netbook from daily bumps and fumbles with a sleeve designed for sleek protection. the padded lining cushions your investment while the zippered pocket stores your cords and accessories. product material neoprene product weight 0.64 lbs. laptop compartment dimensions 11.8 available in asia pacific europe latin america us
2117,cables to go 3 mini usb cable,electronics - general,cables to go,27329,5.88,cables to go 3 mini usb cable data transfer rate 480mbps foil and braid shielding twisted pair construction plug and play cable length 3
2118,antec tricool 92mm double ball bearing case fan,electronics - general,antec,tricool 92mm dbb,8.25,antec tricool 92mm double ball bearing case fan 3-speed switch balances quiet performance with maximum cooling 3-pin and 4-pin power connectors provides convenient connections to your motherboard or power supply fan-speed monitoring capability included requires compatible motherboard
2119,netgear prosafe plus 8-port ethernet switch,networking,netgear,gs108e100nas,78.88,netgear prosafe plus 8-port ethernet switch prioritize voice video build multiple network groups troubleshoot cable problems monitor network traffic prevent loops and broadcast storms
2120,compaq black 20 presario cq1-2025 all-in-one desktop pc with amd fusion e-350 processor windows 7 home premium,desktop computers,compaq,hp cq1-2025,479.0,compaq presario cq1-2025 all-in-one desktop pc key features and benefits amd fusion e-350 processor 1.60ghz 1mb l2 cache 2gb ddr3 system memory expandable up to 8gb gives you the options for surfing video conferencing documents basic photo editing and simple computer tasks 320gb 7200rpm sata hard drive store 213 000 photos 91 000 songs or 168 hours of hd video and more supermulti dvd burner with lightscribe technology watch dvd movies on your computer read and write cds and dvds in multiple formats create custom labels and burn them onto lightscribe-enabled discs 10 100base-t ethernet 802.11b g n wifi connect to a broadband modem or router with wired ethernet or wirelessly connect to a wifi signal or hotspot with the 802.11b g n wifi connection built right into your pc 20 diagonal hd lcd widescreen display amd radeon hd 6310 integrated graphics with up to 895mb total available graphics memory additional features integrated webcam with built-in microphone 6-in-1 digital media card reader 6 x usb 2.0 ports 1 x headphone jack 1 microphone jack 1 x line-out 1 x rj-45 ethernet port 1 x half-sized mini-card slot for wlan high-performance 2.0 speakers software genuine microsoft windows 7 home premium 64-bit edition to learn more about the features of windows 7 click here microsoft office starter 2010 includes reduced functionality versions of microsoft word and excel with advertising. powerpoint and outlook are not included. purchase office 2010 today and get the most out of your new pc. to learn more about the features of office 2010 click here norton internet security 2011 60 days of complimentary live updates cyberlink dvd suite deluxe norton online backup 30-day trial hp support assistant hp advisor support and warranty 1-year limited hardware warranty and 1-year software support with 24 7 technical assistance available online or toll-free by phone restore discs are no longer included with pcs. we recommend you use the installed software to create your own restore and backup dvd the first week you use the computer. what s in the box power supply and power cord compaq usb keyboard compaq optical mouse quick start guide and documentation to see the manufacturer s specifications for this product click here . to see a list of our pc accessories click here . trade in your used computer and electronics for more cash to spend at walmart. good for your wallet and the environment - click here .
2121,cooler master atx centurion 534 tower black,electronics - general,coolermaster,centurion534bk,56.25,cooler master atx centurion 534 tower motherboards atx m-atx bays 5 x 5.25 hidden bays 12cm rear fan 12cm side fan 12cm front fan expansion slots 7 power supply standard atx ps2 optional color black
2122,3m dry-erase board porcelain 8 x4 aluminum frame,stationery &amp; office machinery,3m,,707.59,tm5791 3m aluminum frame porcelain dry-erase board dry-erase board features a durable porcelain magnetic dry-erase surface that erases quickly and easily without ghosting. aluminum sides with a black top and bottom frame give it a modern tech look. install horizontally or vertically with included mounting brackets plus command picture hanging strips to stabilize the bottom of the board. board also includes a marker and accessory tray. additional specifications color white quantity per selling unit 1 each total recycled content 0pct product keywords 3m commercial office supply div. presentation boards dry erase whiteboards white aluminum frame porcelain dry erase board
2123,panasonic lumix dmc-ts3s silver 12.1mp digital camera w 4.6x optical zoom 2.7 lcd hd movie recording,digital cameras,panasonic,panasonic dmc-ts3s,333.54,panasonic lumix dmc-ts3 12.1mp digital camera 12.1 megapixel resolution delivers excellent picture quality 2.7 lcd display display your photos in clear detail 4.6x digital zoom enjoy easy focus selection and clear subjects advanced quad-protection design waterproof dustproof freezeproof and shockproof equipped for outdoor adventures built-in compass altimeter and barometric sensor full hd movie recording create beautifully detailed and crisp videos with 1080i resolution memory card specifications compatible with sd sdhc sdxc memory cards 1 sd sdhc sdxc slot 19mb built-in memory
2124,seagate barracuda 500gb internal hard drive,hard drives,seagate,st3500413as,44.99,seagate barracuda 500gb internal hard drive capacity 500gb interface sata 6gbps data transfer rate 600mbps
2125,scosche it4scbk tch 3 switchback,mp3 accessories,scosche,it4scbk,32.88,scosche it4scbk tch 3 switchback glossy polycarbonate exterior with flexible impact-resistant rubber interior integrated kickstand for landscape viewing lay on the table design protects screen from scratches flexible rubber protects volume and sleep buttons without reducing sensitivity open design allows complete access to all connections and controls includes silicone skin with removable sport armband ultra-clear screen protector and micro-fiber cleaning cloth
2126,pny 4gb sdhc memory card class 4,usb drives,pny,p-sdhc4g4-ef,8.98,
2127,svat ultra-slim web-ready 8 channel dvr security system with built-in 19 lcd screen and 4 indoor outdoor hi-res night vision surveillance cameras,garden - general,svat electronics,clearvu10,1199.0,this complete do-it-yourself system is incredibly easy to set up and use with no need to hire a professional installer. the dvr and monitor are combined in one unit making setup easy auto-start recording ensures that this system will automatically begin recording as soon as you plug it in to a power outlet. the dvr is built into the 19 lcd screen for an amazingly slim all-in-one security system. customizable viewing options allow you to decide which area of your property you want to see and when you want to see it. just connect the dvr to your internet connected router and set it up with the included software. you can view your live cameras watch recorded video footage and more all through your web browser. requires a router windows operating system internet explorer browser and broadband internet connection for online viewing capture up to 480 continuous days of video and once that time is up you can choose to overwrite your old video or have the unit stop recording. this smart dvr will also alert you when the hard drive has become full with video footage.
2128,crown industrial deck plate antifatigue vinyl mat 36 x 144 black,home care,crown,,349.97,helps reduce the risk of falling durable slip-resistant surface with a diamond pattern texture industrial grade foam backing fused to the top surface provides comfort resistant to most common fluids and chemicals makes it ideal for messy work areas beveled edges help increase safety by reducing the risk of tripping optional yellow borders for added visibility and safety designed for use on medium to heavy traffic in dry areas
2129,targus 15.4 metro roller notebook bag,computers,targus,146437,47.99,the targus metro rolling notebook case is designed to protect notebooks with up to 15.4 large storage space for other office essentials or clothing for an overnight stay material - constructed of durable water resistant 1200d polyester material
2130,ematic 4gb video mp3 player with 2.4 lcd built in 5mp digital camera assorted colors,mp3,ematic,em504camb,39.88,5mp digital camera with 2x zoom and various camera effects fm tuner and recorder video recording capability 2.4 1 audiobook from emusic see insert for details usb 2.0 high-speed interface compatible with windows 2000 me xp vista apple macos linux use this player as a flash storage device simply drag and drop files onto the player and access them anywhere
2131,sumdex mini camera case,mp3 accessories,sumdex,13419,15.99,product material fine twill nylon product weight 0.50 lbs. zippered top lid opening for easy access front accessory pocket quick release belt attachment shoulder waist and hand carry
2132,trendnet tu2-etg usb to gigabit ethernet adapter - usb - 1 x rj-45 - 10 100 1000base-t,networking,trendnet,tu2-etg,34.66,usb to gigabit ethernet adapter 1 x rj-45 usb external
2133,hp c7971a lto ultrium 1 tape cartridge,mp3 accessories,hp,c7971a,39.88,storage capacity 100 gb native 200 gb compressed tape technology lto ultrium durability 1 million head passes
2134,edge 4gb 2x2gb pc25300 nonecc unbuffered 200pin ddr2 sodimm,memory,edge,pe20823302,69.82,all ram modules from edge are backed by a lifetime warranty and each is individually tested to ensure highest product quality and reliability.our friendly and knowledgeable technical support team is available toll-free should you have any questions or problems with your memory upgrade.if your memory module ever fails to work perfectly due to defects in materials or workmanship edge will repair or replace it at no charge.we offer free shipping on all memory orders over 50 edge is an iso 9001 2000 certified company and has been selling memory since 1986
2135,epson s041226 very high resolution print paper,stationery &amp; office machinery,epson,s041226,244.88,improved lightfastness for longer lasting prints non-yellowing coating for long lasting bright whites instant drying for easy handling with epson inks high color gamut for excellent color reproduction glossy surface creates a photo-like appearance
2136,lorex lw1002 live wireless security cameras,garden - general,lorex,lw1002,119.0,lorex lw1002 live wireless security cameras connects in minutes to a tv vcr or dvd recorder compact camera design for discreet monitoring install cameras indoors or outdoors signal will not interfere with your wi-fi network night vision for low light viewing up to 10 automatic or manual camera view switching listen-in with built-in microphone portable with use of the included battery adapters up to 300 wireless transmission range counter or wall mountable cameras
2137,draper m1300 cineperm fixed frame screen - 250 diagonal ntsc format,electronics - general,draper,250020,2453.45,dr7340cineperm permanently tensioned projection screen is a snap-on projection screen with aluminum frame. provides contemporary theatre-like appearance wherever a fixed screen is required. flexible viewing surface is stretched perfectly flat and snaps onto a 1 tubular aluminum frame for superior image quality. features now available in 2.35 1 cinemascope 16 10 and 15 9 laptop presentation formats. suitable for mounting to a wall or a ceiling or flying for theatrical uses. switch instantly between two projection formats with the optional eclipse masking system. custom sizes available warranted for one year against defects in materials and workmanship. screen material m1300 the perfect matt white diffusing surface. extremely broad light dispersion and spectral uniformity. panoramic viewing angle and true color rendition. recommended for use with any type of projector in rooms where the light level can be reasonably controlled. washable
