_id,ltable_id,rtable_id,ltable_title,ltable_authors,ltable_year,rtable_title,rtable_authors,rtable_year,gold
293,journals/sigmod/FowlerPNB99,304209,Agent-Based Semantic Interoperability in InfoSleuth,"Bruce Bargmeyer, Brad Perry, Jerry Fowler, Marian H. Nodine",1999,An adaptive query execution system for data integration,"Zachary G. Ives, Daniela Florescu, Marc Friedman, Alon Levy, Daniel S. Weld",1999,0
294,journals/sigmod/Franklin98b,765559,Editor's Notes,Michael J. Franklin,1998,Sing the truth about ad hoc join costs,"Laura M. Haas, Michael J. Carey, Miron Livny, Amit Shukla",1997,0
295,journals/sigmod/GerlhofKM96,615230,On the Cost of Monitoring and Reorganization of Object Bases for Clustering,"Guido Moerkotte, Alfons Kemper, Carsten Andreas Gerlhof",1996,"Adaptable pointer swizzling strategies in object bases: design, realization, and quantitative analysis","Alfons Kemper, Donald Kossmann",1995,0
296,journals/sigmod/Group94,187439,"Response to the March 1994 ODMG-93 Commentary Written by Dr. Won Kim of UniSQL, Inc",Object Database Management Group,1994,"Response to the ODMG-93 commentary written by Dr. Won Kim of UniSQL, Inc.",CORPORATE Object Database Management Group,1994,1
297,journals/sigmod/Gunther97,248604,Environment Information Systems - Guest Editor's Foreword,Oliver Gnther,1997,Environmental information systems,Oliver Günther,1997,1
298,journals/sigmod/Hainaut03,953242,Research in database engineering at the University of Namur,Jean-Luc Hainaut,2003,THESUS: Organizing Web document collections based on link semantics,"Maria Halkidi, Benjamin Nguyen, Iraklis Varlamis, Michalis Vazirgiannis",2003,0
299,journals/sigmod/Halevy03,945724,Learning about data integration challenges from day one,Alon Y. Halevy,2003,Learning about data integration challenges from day one,Alon Y. Halevy,2003,1
300,journals/sigmod/HalkidiBV02,565124,Cluster Validity Methods: Part I,"Michalis Vazirgiannis, Yannis Batistakis, Maria Halkidi",2002,Cluster validity methods: part I,"Maria Halkidi, Yannis Batistakis, Michalis Vazirgiannis",2002,1
301,journals/sigmod/Hanna95,212001,A Close Look at the IFO Data Model,Magdy S. Hanna,1995,Multi-table joins through bitmapped join indices,"Patrick O'Neil, Goetz Graefe",1995,0
302,journals/sigmod/Hoffner03,776995,Fundamentals of data warehouses: 2nd revised and extended edition,Vernon Hoffner,2003,Fundamentals of data warehouses: 2nd revised and extended edition,Vernon Hoffner,2003,1
303,journals/sigmod/JensenCEGHJ94,672966,A Consensus Glossary of Temporal Database Concepts,"Shashi K. Gadia, Christian S. Jensen, Patrick J. Hayes, Ramez Elmasri, Sushil Jajodia, James Clifford",1994,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,"Sarabjot S. Anand, David A. Bell, John G. Hughes",1994,0
304,journals/sigmod/KambhampatiK03,672186,Information integration on the Web: a view from AI and databases (report on IIWeb-03),"Subbarao Kambhampati, Craig A. Knoblock",2003,The WorlInfo Assistant: Spatio-Temporal Information Integration on the Web,"José Luis Ambite, Craig A. Knoblock, Mohammad R. Kolahdouzan, Maria Muslea, Cyrus Shahabi, Snehal Thakkar",2001,0
305,journals/sigmod/KeetonPH98,290602,A Case for Intelligent Disks (IDISKs),"Kimberly Keeton, Joseph M. Hellerstein, David A. Patterson",1998,A case for intelligent disks (IDISKs),"Kimberly Keeton, David A. Patterson, Joseph M. Hellerstein",1998,1
306,journals/sigmod/Kemper02,507354,Databases and Transaction Processing: An Application-Oriented Approach - Book Review,Alfons Kemper,2002,Databases and transaction processing: an application-oriented approach,"Philip M. Lewis, Arthur Bernstein, Michael Kifer",2002,1
307,journals/sigmod/KempsterST99,344843,Diluting ACID,"Peter Thanisch, Colin Stirling, Tim Kempster",1999,Diluting ACID,"Tim Kempster, Colin Stirling, Peter Thanisch",1999,1
308,journals/sigmod/Konig-RiesMMPPRSVW02,333608,Report on the NSF Workshop on Building an Infrastructure for Mobile and Wireless Systems,"Ouri Wolfson, S. A. M. Makki, Kia Makki, Charles E. Perkins, Birgitta Knig-Ries, Peter L. Reiher, Niki Pissinou, Peter Scheuermann, Jari Veijalainen",2002,Engineering federated information systems: report of EEFIS '99 workshop,"S. Conrad, W. Hasselbring, U. Hohenstein, R.-D. Kutsche, M. Roantree, G. Saake, F. Saltor",1999,0
309,journals/sigmod/Konig-RiesMMPPRSVW02,335427,Report on the NSF Workshop on Building an Infrastructure for Mobile and Wireless Systems,"Ouri Wolfson, S. A. M. Makki, Kia Makki, Charles E. Perkins, Birgitta Knig-Ries, Peter L. Reiher, Niki Pissinou, Peter Scheuermann, Jari Veijalainen",2002,Indexing the positions of continuously moving objects,"Simonas Šaltenis, Christian S. Jensen, Scott T. Leutenegger, Mario A. Lopez",2000,0
310,journals/sigmod/Konig-RiesMMPPRSVW02,362096,Report on the NSF Workshop on Building an Infrastructure for Mobile and Wireless Systems,"Ouri Wolfson, S. A. M. Makki, Kia Makki, Charles E. Perkins, Birgitta Knig-Ries, Peter L. Reiher, Niki Pissinou, Peter Scheuermann, Jari Veijalainen",2002,Report on second international workshop on advanced issues of E-commerce and Web-based information systems,"Kun-Lung Wu, Philip S. Yu",2000,0
311,journals/sigmod/KuanL99,304195,A Study on Data Point Search for HG-Trees,"Paul H. Lewis, Joseph Kuan",1999,Online association rule mining,Christian Hidber,1999,0
312,journals/sigmod/KuanL99,344853,A Study on Data Point Search for HG-Trees,"Paul H. Lewis, Joseph Kuan",1999,On views and XML,Serge Abiteboul,1999,0
313,journals/sigmod/LabrinidisR00,344794,Generating Dynamic Content at Database-Backed Web Servers: cgi-bin vs. mod_perl,"Alexandros Labrinidis, Nick Roussopoulos",2000,Generating dynamic content at database-backed web servers: cgi-bin vs. mod_perl,"Alexandros Labrinidis, Nick Roussopoulos",2000,1
314,journals/sigmod/Lee95,212008,Normalization in OODB Design,Byung Suk Lee,1995,Normalization in OODB design,Byung S. Lee,1995,1
315,journals/sigmod/LenzVJS03,344825,Report on the 5th international workshop on the design and management of data warehouses (DMDW'03),"Manfred A. Jeusfeld, Hans-Joachim Lenz, Panos Vassiliadis, Martin Staudt",2003,Design and management of data warehouses report on the DMDW'99 workshop,"Stella Gatziu, Manfred Jeusfeld, Martin Staudt, Yannis Vassiliou",1999,0
316,journals/sigmod/LometBCLN98,671163,The Microsoft Database Research Group,"Roger S. Barga, David B. Lomet, Per-ke Larson, Surajit Chaudhuri, Vivek R. Narasayya",1998,Algorithms for Querying by Spatial Structure,"Dimitris Papadias, Nikos Mamoulis, Vasilis Delis",1998,0
317,journals/sigmod/LudascherMM01,603876,"Preservation of Digital Data with Self-Validating, Self-Instantiating Knowledge-Based Archives","Reagan Moore, Bertram Ludscher, Richard Marciano",2001,"Preservation of digital data with self-validating, self-instantiating knowledge-based archives","Bertram Ludäscher, Richard Marciano, Reagan Moore",2001,1
318,journals/sigmod/Mackay99,309852,Semantic Integration of Environmental Models for Application to Global Information Systems and Decision-Making,D. Scott Mackay,1999,Semantic integration of environmental models for application to global information systems and decision-making,D. Scott Mackay,1999,1
319,journals/sigmod/Manola98,273267,Towards a Richer Web Object Model,Frank Manola,1998,Towards a richer Web object model,Frank Manola,1998,1
320,journals/sigmod/MotroA03,959085,Report on FQAS 2002: fifth international conference on flexible query answering systems,"Amihai Motro, Troels Andreasen",2003,Report on FQAS 2002: fifth international conference on flexible query answering systems,"Amihai Motro, Troels Andreasen",2003,1
321,journals/sigmod/Naughton00,872783,SIGMOD'2000 Program Chair's Message,Jeffrey F. Naughton,2000,On schema matching with opaque column names and data values,"Jaewoo Kang, Jeffrey F. Naughton",2003,0
322,journals/sigmod/NobleS95,219730,A Research Status Report on Adaptation for Mobile Data Access,"Brian Noble, Mahadev Satyanarayanan",1995,A research status report on adaptation for mobile data access,"Brian D. Noble, M. Satyanarayanan",1995,1
323,journals/sigmod/NormanZT96,233364,Much Ado About Shared-Nothing,"Michael G. Norman, Peter Thanisch, Thomas Zurek",1996,Algorithms for deferred view maintenance,"Latha S. Colby, Timothy Griffin, Leonid Libkin, Inderpal Singh Mumick, Howard Trickey",1996,0
324,journals/sigmod/NormanZT96,234892,Much Ado About Shared-Nothing,"Michael G. Norman, Peter Thanisch, Thomas Zurek",1996,Much ado about shared-nothing,"Michael G. Norman, Thomas Zurek, Peter Thanisch",1996,1
325,journals/sigmod/OConnellW03,765521,Performing Jobs without Decompression in a Compressed Database System,"N. Winterbottom, S. J. O'Connell",2003,A flexible and recoverable client/server database event notification system,"Eric N. Hanson, I.-Cheng Chen, Roxana Dastur, Kurt Engel, Vijay Ramaswamy, Wendy Tan, Chun Xu",1998,0
326,journals/sigmod/OukselS99,223891,Semantic Interoperability in Global Information Systems: A Brief Introduction to the Research Area and the Special Section,"Amit P. Sheth, Aris M. Ouksel",1999,InfoHarness: a system for search and retrieval of heterogeneous information,"Leon Shklar, Amit Sheth, Vipul Kashyap, Satish Thatte",1995,0
327,journals/sigmod/PalpanasPKG03,945722,Distributed deviation detection in sensor networks,"Dimitrios Gunopulos, Themistoklis Palpanas, Dimitris Papadopoulos, Vana Kalogeraki",2003,Analysis of SIGMOD's co-authorship graph,"Mario A. Nascimento, Jörg Sander, Jeffrey Pound",2003,0
328,journals/sigmod/PhatakSSS96,381897,"Database Research at the Indian Institute of Technology, Bombay","S. Seshadri, Nandlal L. Sarda, D. B. Phatak, S. Sudarshan",1996,"Database research at the Indian Institute of Technology, Bombay","D. B. Phatak, N. L. Sarda, S. Seshadri, S. Sudarshan",1996,1
329,journals/sigmod/PhatakSSS96,672966,"Database Research at the Indian Institute of Technology, Bombay","S. Seshadri, Nandlal L. Sarda, D. B. Phatak, S. Sudarshan",1996,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,"Sarabjot S. Anand, David A. Bell, John G. Hughes",1994,0
330,journals/sigmod/PitouraB95,765538,A Framework for Providing Consistent and Recoverable Agent-Based Access to Heterogeneous in Mobile Databases,"Bharat K. Bhargava, Evaggelia Pitoura",1995,Spatial and temporal content-based access to hypervideo databases,"Haitao Jiang, Ahmed K. Elmagarmid",1998,0
331,journals/sigmod/PossasMCR00,369278,Using Quantitative Information for Efficient Association Rule Generation,"Mrcio de Carvalho, Rodolfo F. Resende, Bruno Pssas, Wagner Meira Jr.",2000,Using quantitative information for efficient association rule generation,"B. Pôssas, M. Carvalho, R. Resende, W. Meita, Jr.",2000,1
332,journals/sigmod/Qian97,248618,Opportunities in Information Management and Assurance,Xiaolei Qian,1997,Opportunities in information management and assurance,Xiaolei Qian,1997,1
333,journals/sigmod/RosenthalSMBTL95,212020,Data Management Research at The MITRE Corporation,"Arnon Rosenthal, Edward Lafferty, Leonard J. Seligman, Catherine D. McCollum, Bhavani M. Thuraisingham, Barbara T. Blaustein",1995,Data management research at the MITRE Corporation,"Arnon Rosenthal, Len Seligman, Catherine McCollum, Barbara Blaustein, Bhavani Thuraisingham, Edward Lafferty",1995,1
334,journals/sigmod/Rosneblatt94,190649,Unix RDBMS: The Next Generation,Bill Rosneblatt,1994,Unix RDBMS: the next generation what are the Unix relational-database vendors doing to survive in the next generation of client/server environments,Bill Rosenblatt,1994,1
335,journals/sigmod/RossCGLLM01,641001,Reminiscences on Influential Papers,"Per-ke Larson, Luis Gravano, Stefano Ceri, Leonid Libkin, Tova Milo, Kenneth A. Ross",2001,Reminiscences on influential papers,Kenneth A. Ross,2003,0
336,journals/sigmod/RossFS02,601875,Reminiscences on Influential Papers,"Kenneth A. Ross, Kyuseok Shim, Mary F. Fernandez",2002,Reminiscences on influential papers,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",2002,0
337,journals/sigmod/RossGN03,564794,Reminiscences an Influential Papers,"Jeffrey F. Naughton, Minos N. Garofalakis, Kenneth A. Ross",2003,Querying and mining data streams: you only get one look a tutorial,"Minos Garofalakis, Johannes Gehrke, Rajeev Rastogi",2002,0
338,journals/sigmod/RossHLW01,764214,Reminiscences on Influential Papers,"James R. Hamilton, Limsoon Wong, Kenneth A. Ross, Laks V. S. Lakshmanan",2001,Functional-join processing,"R. Braumandl, J. Claussen, A. Kemper, D. Kossmann",2000,0
339,journals/sigmod/SantucciT96,245898,To Table or Not to Table: a Hypertabular Answer,"Giuseppe Santucci, Laura Tarantino",1996,To table or not to table: a hypertabular answer,"Giuseppe Santucci, Laura Tarantino",1996,1
340,journals/sigmod/ShahMFH01,604282,Java Support for Data-Intensive Systems: Experiences Building the Telegraph Dataflow System,"Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein, Mehul A. Shah",2001,Java support for data-intensive systems: experiences building the telegraph dataflow system,"Mehul A. Shah, Michael J. Franklin, Samuel Madden, Joseph M. Hellerstein",2001,1
341,journals/sigmod/ShethBS99,310067,VideoAnywhere: A System for Searching and Managing Distributed Video Assets,"Amit P. Sheth, Kshitij Shah, Clemens Bertram",1999,Video anywhere: a system for searching and managing distributed heterogeneous video assets,"Amit Sheth, Clemens Bertram, Kshitij Shah",1999,1
342,journals/sigmod/ShethM02,637418,Amicalola Report: Database and Information System Research Challenges and Opportunities in Semantic Web and Enterprises,"Robert Meersman, Amit P. Sheth",2002,The ρ operator: discovering and ranking associations on the semantic web,"Kemafor Anyanwu, Amit Sheth",2002,0
343,journals/sigmod/ShethMKA01,604286,Research in Multi-Organizational Processes and Semantic Information Brokering at the LSDIS Lab,"John A. Miller, Amit P. Sheth, Ismailcem Budak Arpinar, Krys Kochut",2001,Research in multi-organizational processes and semantic information brokering at the LSDIS lab,"Amit Sheth, John Miller, Krys Kochut, Budak Arpinar",2001,1
344,journals/sigmod/ShinM94,190633,A New Join Algorithm,"Arnold Charles Meltzer, Dong Keun Shin",1994,A new join algorithm,"Dong Keun Shin, Arnold Charles Meltzer",1994,1
345,journals/sigmod/SilberschatzSU96,671680,Database Research: Achievements and Opportunities Into the 21st Century,"Jeffrey D. Ullman, Abraham Silberschatz, Michael Stonebraker",1996,"Panel: Future Directions of Database Research - The VLDB Broadening Strategy, Part 2",Michael L. Brodie,2000,0
346,journals/sigmod/SmithO99,304204,Unpacking The Semantics of Source and Usage To Perform Semantic Reconciliation In Large-Scale Information Systems,"Ken Smith, Leo Obrst",1999,Random sampling techniques for space efficient online computation of order statistics of large datasets,"Gurmeet Singh Manku, Sridhar Rajagopalan, Bruce G. Lindsay",1999,0
347,journals/sigmod/Snodgrass98a,601875,Reminiscences on Influential Papers,Richard T. Snodgrass,1998,Reminiscences on influential papers,"Kenneth A. Ross, Theodore Johnson, Richard Thomas Snodgrass",2002,0
348,journals/sigmod/SnodgrassGIMSU98,288087,Reminiscences on Influential Papers,"Hector Garcia-Molina, Patricia G. Selinger, Tomasz Imielinski, David Maier, Jeffrey D. Ullman, Richard T. Snodgrass",1998,Supporting valid-time indeterminacy,"Curtis E. Dyreson, Richard Thomas Snodgrass",1998,0
349,journals/sigmod/StolfoLCFE01,604267,Data Mining-based Intrusion Detectors: An Overview of the Columbia IDS Project,"Wenke Lee, Eleazar Eskin, Wei Fan, Salvatore J. Stolfo, Philip K. Chan",2001,Data mining-based intrusion detectors: an overview of the columbia IDS project,"Salvatore J. Stolfo, Wenke Lee, Philip K. Chan, Wei Fan, Eleazar Eskin",2001,1
350,journals/sigmod/Suciu97,271077,Foreword: Management of Semistructured Data,Dan Suciu,1997,Management of semistructured data,Dan Suciu,1997,1
351,journals/sigmod/TianDCZ02,507341,The Design and Performance Evaluation of Alternative XML Storage Strategies,"David J. DeWitt, Jianjun Chen, Chun Zhang, Feng Tian",2002,The design and performance evaluation of alternative XML storage strategies,"Feng Tian, David J. DeWitt, Jianjun Chen, Chun Zhang",2002,1
352,journals/sigmod/TianDCZ02,672966,The Design and Performance Evaluation of Alternative XML Storage Strategies,"David J. DeWitt, Jianjun Chen, Chun Zhang, Feng Tian",2002,An Empirical Performance Study of the Ingres Search Accelerator for a Large Property Management Database System,"Sarabjot S. Anand, David A. Bell, John G. Hughes",1994,0
353,journals/sigmod/Vassilakis00,335473,An Optimisation Scheme for Coalesce/Valid Time Selection Operator Sequences,Costas Vassilakis,2000,Index research (panel session): forest or trees?,"Joseph M. Hellerstein, Hans-Peter Kriegel, David Comet, Christos Falsutsos, Raghu Ramakrishnan, Paul Brown",2000,0
354,journals/sigmod/VetterliVS00,362138,Metadata Standards for Data Warehousing: Open Information Model vs. Common Warehouse Metamodel,"Anca Vaduva, Thomas Vetterli, Martin Staudt",2000,Metadata standards for data warehousing: open information model vs. common warehouse metadata,"Thomas Vetterli, Anca Vaduva, Martin Staudt",2000,1
355,journals/sigmod/Weikum02,601867,Foundations of Statistical Natural Language Processing - Book Review,Gerhard Weikum,2002,Foundations of statistical natural language processing,Gerhard Weikum,2002,1
356,journals/sigmod/Winslett02b,601871,Hector Garcia-Molina Speaks Out,Marianne Winslett,2002,"Hector Garcia-Molina speaks out: regarding startups, how life is getting harder, delta papers, CS in Mexico, life as a department chair, and more",Marianne Winslett,2002,1
357,journals/sigmod/YuenCLL00,671695,Cache Invalidation Scheme for Mobile Computing Systems with Real-time Data,"Hei-Wing Leung, Joe Chun-Hung Yuen, Edward Chan, Kam-yiu Lam",2000,Efficiently Publishing Relational Data as XML Documents,"Jayavel Shanmugasundaram, Eugene J. Shekita, Rimon Barr, Michael J. Carey, Bruce G. Lindsay, Hamid Pirahesh, Berthold Reinwald",2000,0
358,journals/tods/Alagic99,328943,Type-Checking OQL Queries In the ODMG Type Systems,Suad Alagic,1999,Type-checking OQL queries in the ODMG type systems,Suad Alagíc,1999,1
359,journals/tods/BaralisW00,363954,An algebraic approach to static analysis of active database rules,"Jennifer Widom, Elena Baralis",2000,An algebraic approach to static analysis of active database rules,"Elena Baralis, Jennifer Widom",2000,1
360,journals/tods/CasatiCPP99,328996,Specification and Implementation of Exceptions in Workflow Management Systems,"Stefano Paraboschi, Stefano Ceri, Fabio Casati, Giuseppe Pozzi",1999,Specification and implementation of exceptions in workflow management systems,"Fabio Casati, Stefano Ceri, Stefano Paraboschi, Guiseppe Pozzi",1999,1
361,journals/tods/ChaudhuriS99,320249,Optimization of Queries with User-Defined Predicates,"Kyuseok Shim, Surajit Chaudhuri",1999,Optimization of queries with user-defined predicates,"Surajit Chaudhuri, Kyuseok Shim",1999,1
362,journals/tods/ChenHM95,672042,An Execution Model for Limited Ambiguity Rules and Its Application to Derived Data Update,"I-Min A. Chen, Dennis McLeod, Richard Hull",1995,"Declarative Data Cleaning: Language, Model, and Algorithms","Helena Galhardas, Daniela Florescu, Dennis Shasha, Eric Simon, Cristian-Augustin Saita",2001,0
363,journals/tods/ChomickiTB01,383892,Querying ATSQL databases with temporal logic,"Jan Chomicki, David Toman, Michael H. Bhlen",2001,Querying ATSQL databases with temporal logic,"Jan Chomicki, David Toman, Michael H. Böhlen",2001,1
364,journals/tods/CliffordDIJS97,671857,On the Semantics of ``Now'' in Databases,"Christian S. Jensen, Toms Isakowitz, Richard T. Snodgrass, Curtis E. Dyreson, James Clifford",1997,"Biodiversity Informatics: The Challenge of Rapid Development, Large Databases, and Complex Data (Keynote)","Meridith A. Lane, James L. Edwards, Ebbe Nielsen",2000,0
365,journals/tods/EiterLLS01,502031,Probabilistic object bases,"Thomas Eiter, V. S. Subrahmanian, Thomas Lukasiewicz, James J. Lu",2001,Probabilistic object bases,"Thomas Eiter, James J. Lu, Thomas Lukasiewicz, V. S. Subrahmanian",2001,1
366,journals/tods/FernandezKSMT02,582413,SilkRoute: A framework for publishing relational data in XML,"Dan Suciu, Yana Kadiyska, Wang Chiew Tan, Mary F. Fernandez, Atsuyuki Morishima",2002,SilkRoute: A framework for publishing relational data in XML,"Mary Fernández, Yana Kadiyska, Dan Suciu, Atsuyuki Morishima, Wang-Chiew Tan",2002,1
367,journals/tods/Galindo-LegariaR97,244812,Outerjoin Simplification and Reordering for Query Optimization,"Csar A. Galindo-Legaria, Arnon Rosenthal",1997,Outerjoin simplification and reordering for query optimization,"César Galindo-Legaria, Arnon Rosenthal",1997,1
368,journals/tods/GibbonsMP02,581753,Fast incremental maintenance of approximate histograms,"Viswanath Poosala, Phillip B. Gibbons, Yossi Matias",2002,Fast incremental maintenance of approximate histograms,"Phillip B. Gibbons, Yossi Matias, Viswanath Poosala",2002,1
369,journals/tods/GunopulosKMSTS03,777945,Discovering all most specific sentences,"Sanjeev Saluja, Hannu Toivonen, Roni Khardon, Heikki Mannila, Ram Sewak Sharm, Dimitrios Gunopulos",2003,Discovering all most specific sentences,"Dimitrios Gunopulos, Roni Khardon, Heikki Mannila, Sanjeev Saluja, Hannu Toivonen, Ram Sewak Sharma",2003,1
370,journals/tods/MokNE96,227612,A Normal Form for Precisely Characterizing Redundancy in Nested Relations,"Yiu-Kai Ng, David W. Embley, Wai Yin Mok",1996,A normal form for precisely characterizing redundancy in nested relations,"Wai Yin Mok, Yiu-Kai Ng, David W. Embley",1996,1
371,journals/tods/Ng01,375737,An extension of the relational data model to incorporate ordered domains,Wilfred Ng,2001,The network is the database: data management for highly distributed systems,"Julio C. Navas, Michael Wynblatt",2001,0
372,journals/tods/OliverS94,174640,A Taxonomy for Secure Object-Oriented Databases,"Sebastiaan H. von Solms, Martin S. Olivier",1994,A taxonomy for secure object-oriented databases,"Martin S. Olivier, Sebastiaan H. von Solms",1994,1
373,journals/tods/OliverS94,673639,A Taxonomy for Secure Object-Oriented Databases,"Sebastiaan H. von Solms, Martin S. Olivier",1994,A Foundation for Multi-dimensional Databases,"Marc Gyssens, Laks V. S. Lakshmanan",1997,0
374,journals/tods/RaschidL96,564702,Semantics for Update Rule Programs and Implementations in a Relational Database Management System,"Louiqa Raschid, Jorge Lobo",1996,Efficient evaluation of queries in a mediator for WebSources,"Vladimir Zadorozhny, Louiqa Raschid, Maria Esther Vidal, Tolga Urhan, Laura Bright",2002,0
375,journals/tods/ShashaLSV95,219774,Transaction Chopping: Algorithms and Performance Studies,"Dennis Shasha, Eric Simon, Patrick Valduriez, Franois Llirbat",1995,"Replication: DB2, Oracle, or Sybase?",Doug Stacey,1995,0
376,journals/tods/SistlaWYS98,277641,Towards a Theory of Cost Management for Digital Libraries and Electronic Commerce,"A. Prasad Sistla, Robert H. Sloan, Yelena Yesha, Ouri Wolfson",1998,Towards a theory of cost management for digital libraries and electronic commerce,"A. Prasad Sistla, Ouri Wolfson, Yelena Yesha, Robert Sloan",1998,1
377,journals/tods/SrivastavaSRN95,673295,Space Optimization in Deductive Databases,"S. Sudarshan, Divesh Srivastava, Raghu Ramakrishnan, Jeffrey F. Naughton",1995,Sampling-Based Estimation of the Number of Distinct Values of an Attribute,"Peter J. Haas, Jeffrey F. Naughton, S. Seshadri, Lynne Stokes",1995,0
378,journals/tods/StolboushkinT98,288089,Safe Stratified Datalog with Integer Order Does Not Have Syntax,"Alexei P. Stolboushkin, Michael A. Taitslin",1998,Safe stratified Datalog with integer order does not have syntax,"Alexei P. Stolboushkin, Michael A. Taitslin",1998,1
379,journals/tods/Subrahmanian94,673490,Amalgamating Knowledge Bases,V. S. Subrahmanian,1994,SchemaSQL - A Language for Interoperability in Relational Multi-Database Systems,"Laks V. S. Lakshmanan, Fereidoon Sadri, Iyer N. Subramanian",1996,0
380,journals/tods/TaoP03,777944,Spatial queries in dynamic environments,"Yufei Tao, Dimitris Papadias",2003,Spatial queries in dynamic environments,"Yufei Tao, Dimitris Papadias",2003,1
381,journals/tods/WangBBJ97,249979,Logical Design for Temporal Databases with Multiple Granularities,"Alexander Brodsky, Sushil Jajodia, Claudio Bettini, Xiaoyang Sean Wang",1997,Logical design for temporal databases with multiple granularities,"X. Sean Wang, Claudio Bettini, Alexander Brodsky, Sushil Jajodia",1997,1
382,journals/tods/YanG94,381882,Index Structures for Selective Dissemination of Information Under the Boolean Model,"Tak W. Yan, Hector Garcia-Molina",1994,Overview of the STanford Real-time Information Processor (STRIP),"Brad Adelberg, Ben Kao, Hector Garcia-Molina",1996,0
383,journals/vldb/AbadiCCCCLSTZ03,672820,Aurora: a new model and architecture for data stream management,"Christian Convey, Sangdon Lee, Ugur etintemel, Daniel J. Abadi, Michael Stonebraker, Mitch Cherniack, Donald Carney, Stanley B. Zdonik, Nesime Tatbul",2003,A Requirement-Based Approach to Data Modeling and Re-Engineering,"Alice H. Muntz, Christian T. Ramiller",1994,0
384,journals/vldb/AntoshenkovZ96,765852,Query Processing and Optimization in Oracle Rdb,"Gennady Antoshenkov, Mohamed Ziauddin",1996,Query processing and optimization in Oracle Rdb,"Gennady Antoshenkov, Mohamed Ziauddin",1996,1
385,journals/vldb/AtzeniM00,671682,Guest Editorial: Databases and the Web,"Alberto O. Mendelzon, Paolo Atzeni",2000,INSITE: A Tool for Interpreting Users? Interaction with a Web Space,"Cyrus Shahabi, Adil Faisal, Farnoush Banaei Kashani, Jabed Faruque",2000,0
386,journals/vldb/Barbara-MillaG94,223842,The Demarcation Protocol: A Technique for Maintaining Constraints in Distributed Database Systems,"Daniel Barbar, Hector Garcia-Molina",1994,Applying update streams in a soft real-time database system,"B. Adelberg, H. Garcia-Molina, B. Kao",1995,0
387,journals/vldb/BeckerGOSW96,765854,An Asymptotically Optimal Multiversion B-Tree,"Thomas Ohler, Peter Widmayer, Bruno Becker, Stephan Gschwind, Bernhard Seeger",1996,An asymptotically optimal multiversion B-tree,"Bruno Becker, Stephan Gschwind, Thomas Ohler, Bernhard Seeger, Peter Widmayer",1996,1
388,journals/vldb/BernsteinPS00,765235,Context-based prefetch - an optimization for implementing objects on relations,"David Shutt, Philip A. Bernstein, Shankar Pal",2000,Context-based prefetch - an optimization for implementing objects on relations,"Philip A. Bernstein, Shankar Pal, David Shutt",2000,1
389,journals/vldb/ChakrabartiGRS01,767147,Approximate query processing using wavelets,"Rajeev Rastogi, Minos N. Garofalakis, Kyuseok Shim, Kaushik Chakrabarti",2001,Approximate query processing using wavelets,"Kaushik Chakrabarti, Minos Garofalakis, Rajeev Rastogi, Kyuseok Shim",2001,1
390,journals/vldb/CliftonGB95,615214,HyperFile: A Data and Query Model for Documents,"David Bloom, Chris Clifton, Hector Garcia-Molina",1995,HyperFile: a data and query model for documents,"Chris Clifton, Hector Garcia-Molina, David Bloom",1995,1
391,journals/vldb/Cobb97,765555,The Impact of Technology on Commercial Transaction Processing,Edward E. Cobb,1997,The impact of object technology on commercial transaction processing,Edward E. Cobb,1997,1
392,journals/vldb/DeWittNSV96,765751,Parallelising OODBMS Traversals: A Performance Evaluation,"Jeffrey F. Naughton, John C. Shafer, David J. DeWitt, Shivakumar Venkataraman",1996,Parallelizing OODBMS traversals: a performance evaluation,"David J. De Witt, Jeffrey F. Naughton, John C. Shafer, Shivakumar Venkataraman",1996,1
393,journals/vldb/DesslochHMMT98,765526,"Advanced Data Processing in KRISYS: Modeling Concepts, Implementation Techniques, and Client/Server Issues","Nelson Mendona Mattos, Joachim Thomas, Theo Hrder, Stefan Deloch, Bernhard Mitschang",1998,"Advanced data processing in KRISYS: modeling concepts, implementation techniques, and client/server issues","Stefan Deßloch, Theo Härder, Nelson Mattos, Bernhard Mitschang, Joachim Thomas",1998,1
394,journals/vldb/EvangelidisS97,765544,"The hB-Pi-Tree: A Multi-Attribute Index Supporting Concurrency, Recovery and Node Consolidation","Betty Salzberg, David B. Lomet, Georgios Evangelidis",1997,"The hB $^\\Pi$-tree: a multi-attribute index supporting concurrency, recovery and node consolidation","Georgios Evangelidis, David Lomet, Betty Salzberg",1997,1
395,journals/vldb/FangGM96,765693,An Experimental System for Object-Based Sharing in Federated Databases,"Shahram Ghandeharizadeh, Doug Fang",1996,An experimental object-based sharing system for networked databases,"Doug Fang, Shahram Ghandeharizadeh, Dennis McLeod",1996,1
