Sno,Album_Name,Album_Price,Artist_Name,CopyRight,Customer_Rating,Genre,Price,Released,Song_Name,Time
6026,The Fame Monster (Deluxe Version),$14.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.62832,"Pop,Music",$1.29 ,5-Aug-14,Paper Gangsta,4:23
6027,The Fame Monster (Deluxe Version),$14.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.62832,"Pop,Music",$1.29 ,5-Aug-14,Brown Eyes,4:02
6028,The Fame Monster (Deluxe Version),$14.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.62832,"Pop,Music",$1.29 ,5-Aug-14,I Like It Rough,3:22
6029,The Fame Monster (Deluxe Version),$14.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.62832,"Pop,Music",$1.29 ,5-Aug-14,Summerboy,4:13
6030,The Fame Monster (Deluxe Version),$14.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.62832,"Pop,Music",$1.29 ,5-Aug-14,Disco Heaven,3:41
6031,The Fame Monster (Deluxe Version),$14.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.62832,"Pop,Music",$1.29 ,5-Aug-14,Bad Romance (Starsmith Remix),4:55
6032,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Marry the Night,4:24
6033,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Born This Way,4:20
6034,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Government Hooker,4:14
6035,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Judas,4:09
6036,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Americano,4:06
6037,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Hair,5:08
6038,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,ScheiÌÙe,3:45
6039,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Bloody Mary,4:04
6040,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Bad Kids,3:50
6041,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Highway Unicorn (Road To Love),4:15
6042,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Heavy Metal Lover,4:12
6043,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,Electric Chapel,4:12
6044,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,YoÌ_ and I,5:07
6045,Born This Way,$9.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.60494,"Pop,Music,Rock,Dance",$1.29 ,5-Aug-14,The Edge of Glory,5:21
6046,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Aura,3:55
6047,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Venus,3:53
6048,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,G.U.Y.,3:52
6049,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Sexxx Dreams,3:34
6050,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,"Jewels N' Drugs (feat. T.I., Too $hort & Twista)",3:48
6051,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,MANiCURE,3:19
6052,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,ARTPOP,4:07
6053,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Swine,4:28
6054,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Donatella,4:24
6055,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Fashion!,3:59
6056,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Mary Jane Holland,4:37
6057,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Dope,3:41
6058,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Gypsy,4:08
6059,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.22636,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,Applause,3:32
6060,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.45899,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,X Dreams,3:34
6061,ARTPOP,$9.99 ,Lady Gaga,‰ãÑ 2013 Interscope Records,4.45899,"Pop,Music,Dance,Rock",$1.29 ,11-Nov-13,"Jewels N' ***** (feat. T.I., Too $hort & Twista)",3:48
6062,Born This Way (Bonus Track Version),$12.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.73248,"Pop,Music",$1.29 ,5-Aug-14,Black Jesus + Amen Fashion,3:36
6063,Born This Way (Bonus Track Version),$12.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.73248,"Pop,Music",$1.29 ,5-Aug-14,Fashion of His Love,3:39
6064,Born This Way (Bonus Track Version),$12.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.73248,"Pop,Music",$1.29 ,5-Aug-14,The Queen,5:16
6065,Born This Way (Bonus Track Version),$12.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.73248,"Pop,Music",$1.29 ,5-Aug-14,Born This Way (The Country Road Version),4:21
6066,Born This Way (Bonus Track Version),$12.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.73248,"Pop,Music",$1.29 ,5-Aug-14,Judas (DJ White Shadow Remix),4:07
6067,Born This Way (Bonus Track Version),$12.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.73248,"Pop,Music",$1.29 ,5-Aug-14,Marry the Night (Zedd Remix),4:20
6068,Born This Way (Bonus Track Version),$12.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.73248,"Pop,Music",$1.29 ,5-Aug-14,ScheiÌÙe (DJ White Shadow Mugler),9:35
6069,Born This Way (Bonus Track Version),$12.99 ,Lady Gaga,‰ãÑ 2014 Interscope Records,4.73248,"Pop,Music",$1.29 ,5-Aug-14,Fashion of His Love (Fernando Garibay Remix),3:45
6070,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Honeymoon,5:50
6071,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Music To Watch Boys To,4:50
6072,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Terrence Loves You,4:50
6073,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,God Knows I Tried,4:40
6074,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,High By the Beach,4:17
6075,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Freak,4:55
6076,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Art Deco,4:55
6077,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Burnt Norton (Interlude),1:21
6078,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Religion,5:23
6079,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Salvatore,4:41
6080,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,The Blackest Day,6:05
6081,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,24,4:55
6082,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Swan Song,5:23
6083,Honeymoon,$12.99 ,Lana Del Rey,‰ãÑ 2015 Polydor Ltd. (UK),4.75927,"Alternative,Music,Rock,Adult Alternative",$1.29 ,18-Sep-15,Don't Let Me Be Misunderstood,3:01
6084,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Born To Die,4:45
6085,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Off To the Races,4:59
6086,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Blue Jeans,3:29
6087,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Video Games,4:41
6088,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Diet Mountain Dew,3:42
6089,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,National Anthem,3:50
6090,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Dark Paradise,4:03
6091,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Radio,3:34
6092,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Carmen,4:08
6093,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Million Dollar Man,3:51
6094,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Summertime Sadness,4:25
6095,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,This Is What Makes Us Girls,3:58
6096,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Without You,3:49
6097,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Lolita,3:40
6098,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Lucky Ones,3:45
6099,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Ride,4:49
6100,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,American,4:08
6101,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Cola,4:20
6102,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Body Electric,3:53
6103,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Blue Velvet,2:38
6104,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Gods & Monsters,3:57
6105,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Yayo,5:21
6106,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Bel Air,3:57
6107,Born To Die - The Paradise Edition,$11.99 ,Lana Del Rey,‰ãÑ 2012 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.86452,"Alternative,Music,Rock,Adult Alternative",$1.29 ,13-Nov-12,Burning Desire,3:51
6108,Big Eyes (Music from the Original Motion Picture),$9.99 ,Lana Del Rey,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,Big Eyes,4:41
6109,Big Eyes (Music from the Original Motion Picture),$9.99 ,Cast Of Big Eyes,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,Bludan,3:15
6110,Big Eyes (Music from the Original Motion Picture),$9.99 ,Miles Davis & Sonny Rollins,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",Album Only,23-Dec-14,Doxy,4:55
6111,Big Eyes (Music from the Original Motion Picture),$9.99 ,The Red Garland Trio,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",Album Only,23-Dec-14,Hey Now,3:41
6112,Big Eyes (Music from the Original Motion Picture),$9.99 ,Cast Of Big Eyes,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,Tropicville,3:10
6113,Big Eyes (Music from the Original Motion Picture),$9.99 ,The Lively Ones,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",Album Only,23-Dec-14,Rik-A-Tik,3:02
6114,Big Eyes (Music from the Original Motion Picture),$9.99 ,Cal Tjader,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",Album Only,23-Dec-14,A Minor Goof,3:54
6115,Big Eyes (Music from the Original Motion Picture),$9.99 ,Lana Del Rey,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,I Can Fly,5:48
6116,Big Eyes (Music from the Original Motion Picture),$9.99 ,Danny Elfman,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,Opening,3:59
6117,Big Eyes (Music from the Original Motion Picture),$9.99 ,Danny Elfman,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,Who's the Artist?,2:56
6118,Big Eyes (Music from the Original Motion Picture),$9.99 ,Danny Elfman,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,Margaret,3:03
6119,Big Eyes (Music from the Original Motion Picture),$9.99 ,Danny Elfman,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,Walter,4:49
6120,Big Eyes (Music from the Original Motion Picture),$9.99 ,Danny Elfman,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,Victory,4:59
6121,Big Eyes (Music from the Original Motion Picture),$9.99 ,Danny Elfman,‰ãÑ 2014 Interscope Records,4.85869,"Soundtrack,Music",$1.29 ,23-Dec-14,End Credits,1:12
6122,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Cruel World,6:39
6123,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Ultraviolence,4:11
6124,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Shades of Cool,5:42
6125,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Brooklyn Baby,5:51
6126,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,West Coast,4:16
6127,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Sad Girl,5:17
6128,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Pretty When You Cry,3:54
6129,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Money Power Glory,4:30
6130,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,F****d My Way Up To the Top,3:32
6131,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Old Money,4:31
6132,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,The Other Woman,3:01
6133,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Black Beauty,5:14
6134,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Guns and Roses,4:30
6135,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Florida Kilos,4:14
6136,Ultraviolence (Deluxe),$9.99 ,Lana Del Rey,‰ãÑ 2014 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.6021,"Alternative,Music,Rock,Adult Alternative",$1.29 ,16-Jun-14,Is This Happiness,3:44
6137,Born to Die (Deluxe Version),$9.99 ,Lana Del Rey,‰ãÑ 2011 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.66437,"Alternative,Music,Pop,Pop/Rock,Rock,Adult Alternative",$1.29 ,31-Jan-12,Born to Die,4:46
6138,Born to Die (Deluxe Version),$9.99 ,Lana Del Rey,‰ãÑ 2011 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.66437,"Alternative,Music,Pop,Pop/Rock,Rock,Adult Alternative",$1.29 ,31-Jan-12,Off to the Races,4:59
6139,Born to Die (Deluxe Version),$9.99 ,Lana Del Rey,‰ãÑ 2011 Lana Del Rey under exclusive licence to Polydor Ltd. (UK). Under exclusive licence to Interscope Records in the USA,4.66437,"Alternative,Music,Pop,Pop/Rock,Rock,Adult Alternative",$1.29 ,31-Jan-12,Video Games (Joy Orbison Remix) [Bonus Track],5:01
6140,"NOW That's What I Call Music, Vol. 48",$9.99 ,Katy Perry,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Roar,3:42
6141,"NOW That's What I Call Music, Vol. 48",$9.99 ,Robin Thicke,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Blurred Lines (feat. T.I. & Pharrell),4:21
6142,"NOW That's What I Call Music, Vol. 48",$9.99 ,Justin Timberlake,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Take Back the Night,5:53
6143,"NOW That's What I Call Music, Vol. 48",$9.99 ,Lana Del Rey & Cedric Gervais,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Summertime Sadness (Lana Del Rey vs. Cedric Gervais) [Cedric Gervais Remix] [Radio Edit],3:33
6144,"NOW That's What I Call Music, Vol. 48",$9.99 ,Daft Punk,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Get Lucky (feat. Pharrell Williams),4:07
6145,"NOW That's What I Call Music, Vol. 48",$9.99 ,Bruno Mars,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Treasure,2:54
6146,"NOW That's What I Call Music, Vol. 48",$9.99 ,Maroon 5,"‰ãÑ 2013 UMG Recordings, Inc. and Sony Music Entertainment",3.42208,"Pop,Music",Album Only,11-Nov-13,Love Somebody,3:47
